"age","lake"
21.35994485,-0.156819712813364
31.83705116,-0.150639964306977
33.10475573,-0.141244381036842
34.13537178,-0.130192941108085
35.62400869,-0.151640158419469
36.07639015,-0.159886214642292
37.56439083,-0.162550591784615
38.47247713,-0.151961924728238
41.33539299,-0.198647878195775
44.22784162,-0.186620830366287
45.95175774,-0.169790264193701
46.79581345,-0.166400749137795
49.14475421,-0.177237995439147
51.59065801,-0.197217829678846
56.17638258,-0.178169296336449
74.11705981,-0.155000927055
77.59748976,-0.173214851263575
78.47128035,-0.20598818548349
79.44135646,-0.144013123608511
80.23325716,-0.149172713990399
80.9564461,-0.0357775472847687
82.31465713,-0.0362160645734706
82.87338774,0.0260288936674162
83.90876112,-0.0516195885052601
85.16931601,-0.187358704092062
85.92573422,0.0582860073714391
86.25931603,0.0638139447407497
86.58256678,-0.086574809059259
87.07112632,-0.0451299451471693
87.23731032,0.0185478170666662
87.5652489,-0.0869449681785692
87.91264191,0.11034028708965
88.33068399,0.235693849442615
88.70980704,0.0946004580430784
89.10464718,0.195597623325711
89.61634231,0.433903780164805
90.08245714,0.399974355351743
92.13462159,0.374634751543282
92.57474933,0.376281822187931
93.30141098,0.0730622629468736
93.56319036,0.120611811368409
93.79239369,0.2145610714
94.24564897,0.269580155484616
94.69339746,0.668531417948871
94.94950409,0.645019512518919
95.16325624,0.601583660571429
95.77625523,0.3528515795125
96.05349646,0.346599349592003
96.37773085,0.478559859908568
96.66853276,0.30300469606582
96.9909919,0.0422583631034468
97.33916196,0.10560469486383
97.61690606,0.175482826159563
98.0855747,0.180478029534394
98.75188642,0.132388766538693
99.11348015,0.0860827968764697
99.49607524,-0.0137242016272722
99.76912619,-0.0514249268318839
100.0443528,-0.0556452575
100.478527,-0.0554428035514023
101.0838918,-0.00376555959090528
104.8736966,-0.196193839854015
105.6835275,-0.210813606872038
106.5295452,-0.228911959512415
107.1818591,-0.219006827133333
108.1310318,-0.207248985258134
109.0428263,-0.167868990136494
110.7077309,-0.162742870737692
111.6467818,-0.159851601751498
112.5885004,-0.157848839813953
113.4678472,-0.159423209170732
114.8293101,-0.142348779079602
115.8467631,-0.139017335525046
117.1048013,-0.0709019012352928
118.0032809,-0.0446108229669662
118.7163299,-0.0347983926540132
119.6160882,-0.0224166129765286
120.4713872,-0.0106466478910461
121.0139491,-0.00318032953955365
123.320528,0.0285610300550565
123.8406034,0.0357179065389743
124.3355528,0.14156612056338
124.7230928,0.315088913454551
125.1457706,0.306963846248061
125.5786282,0.2745037075
126.0717557,0.264501552925
126.5676442,0.310020810375546
126.9367655,0.287521374673913
127.2906073,0.43172820815625
127.6305321,0.494272907340001
127.8142094,0.417645084040611
128.3808973,0.316132308748861
128.5969312,0.292007812596684
128.9098926,0.282543697090909
129.2248758,0.230397056666658
129.5025651,0.200944374507038
129.8078002,0.207970540167665
130.1088273,0.22325180739759
130.469828,0.228706175364238
130.7701005,0.150868395025909
131.0855258,0.110083915671926
131.2501909,0.0549002260348842
131.2800902,0.045064747000006
131.5734361,0.0144595911976777
131.798596,0.0715873545341608
132.1598387,0.131333235514562
132.5160059,0.130786689175258
132.8084691,0.0823614017485772
133.0921119,0.255047890909095
133.4072504,0.152989861307315
133.7559419,0.129458561794872
134.162159,-0.0708765182608684
134.3912359,-0.0832650701612899
134.8470888,-0.0699954502666655
135.1002989,-0.101008698779661
135.2470421,-0.107276374440678
135.4024177,-0.114738660809524
135.5977216,-0.129958827199999
135.8190062,-0.140252044143712
136.083423,-0.134863181878669
136.2062168,-0.13312820881409
136.5822966,-0.127213255925233
136.8306344,-0.10619235847619
136.9451659,-0.0893051696363637
137.0219807,-0.0874895470909091
137.2513397,-0.0850617288925617
137.4244246,-0.0863049972035398
137.5812783,-0.0859437250666667
137.9145704,-0.0899719424
138.1059055,-0.0922177251401872
138.2460641,-0.0882913740512821
138.399834,-0.0885411856410258
138.6145254,-0.103075680791667
138.8299999,-0.132360843276595
139.0182785,-0.134198241538457
139.1425555,-0.101097830108697
139.3034908,-0.101716073846153
139.487989,-0.102660806
139.6736741,-0.100213156734177
139.8710624,-0.106291243636364
140.0090789,-0.109412809045454
