"age","Poaceae","Podocarpus","miombo","Olea","PCoA_Component.1","PCoA_Component.2","PCoA_Component.3","PCoA_Component.4"
136.083423,38.424821,28.63961814,2.625298329,6.443914081,0.311958535895926,-0.131336947684935,-0.0530905216628597,-4.59912873987062e-09
136.2062168,67.82945736,3.875968992,2.325581395,2.713178295,-0.499402580901212,-0.0841272579387512,-0.108852166394725,-1.50096215907967e-08
136.5822966,33.18681319,30.32967033,3.516483516,8.571428571,0.430957746187137,-0.267523508341603,-0.0939798781834804,8.52739801730595e-10
136.8306344,37.37373737,22.55892256,2.693602694,6.060606061,0.217978981644479,-0.182525873078533,-0.0827365958082547,1.48215356701922e-09
136.9451659,28.8184438,19.02017291,3.458213256,8.357348703,0.307153712844196,-0.450244656427054,-0.137758987318708,9.63766811185585e-09
137.0219807,33.75,19.6875,6.5625,6.25,0.238261425703696,-0.362619804668026,-0.495253138518983,-1.2359862131473e-08
137.2513397,37.25961538,25.96153846,4.086538462,7.692307692,0.301388763558769,-0.26903897287893,-0.168088682850013,1.39977087605365e-09
137.4244246,41.68421053,22.73684211,3.368421053,9.263157895,0.202520111384437,-0.345757489946373,-0.0680178792669307,-2.52653859149115e-09
137.5812783,36.54618474,23.29317269,3.614457831,5.220883534,0.239641748290286,-0.156104140995385,-0.194764327640266,1.40197711879875e-09
137.9145704,65.06849315,2.397260274,1.369863014,2.054794521,-0.561664987461242,-0.0406487772498293,-0.0417840806069035,6.15794585694363e-09
138.1059055,46.45308924,24.71395881,2.745995423,4.576659039,0.132823486219209,-0.0532533375949073,-0.0980007176382535,-6.15570978652756e-10
138.2460641,75.37993921,2.73556231,1.215805471,0.607902736,-0.601504416414054,0.0595265053437301,-0.0446480994384036,-8.49677840310841e-10
138.399834,79.59866221,1.337792642,0.668896321,0.334448161,-0.656514118846143,0.0812705460559093,-0.00103146275202743,3.97983492178801e-10
138.6145254,52.0361991,9.954751131,2.714932127,4.524886878,-0.230512648084611,-0.18266305289791,-0.123467480926925,1.86669040497665e-09
138.8299999,53.92156863,7.107843137,5.147058824,14.46078431,-0.133575078823157,-0.750913627634785,-0.1289874414695,-9.97428529166211e-09
139.0182785,56.26822157,3.206997085,6.997084548,5.83090379,-0.349802744132827,-0.432151419351716,-0.508778073026378,-2.5797168641747e-09
139.1425555,75.43252595,1.730103806,0.346020761,1.384083045,-0.626886190512336,0.0359410660290971,0.0457276700438063,-2.89437430807493e-08
139.3034908,76.38888889,0.694444444,0.694444444,1.736111111,-0.643374858101586,0.000840864838999312,0.0210783594938419,5.33426195993342e-09
139.487989,84.65346535,0.247524752,0.247524752,0,-0.700105233208755,0.103606081858419,0.0293434702633281,1.17673212446288e-08
139.6736741,82.99319728,0.340136054,0,0,-0.701366835500967,0.110919181677157,0.0498112317083808,-1.07960227988021e-08
139.8710624,84.09090909,0,0,0,-0.710447312314597,0.108776051227126,0.0496626804442043,3.64104151745924e-09
140.0090789,89.78622328,0.475059382,0,0,-0.698738276419361,0.111539561545209,0.0498542333901814,9.0455966803874e-09
140.174263,87.68656716,0,0,0,-0.710447312314597,0.108776051227126,0.0496626804442043,3.27754104012603e-09
140.4763126,89.38356164,0.684931507,0,0.342465753,-0.687347759437016,0.0967233625012602,0.0555700726521493,-1.68397932689514e-08
140.6114684,91.55672823,0.527704485,0.263852243,0,-0.693926192203768,0.105194901202475,0.0297957854066476,-1.95405623430292e-08
140.7736679,87.89808917,1.27388535,0,0,-0.678665643434358,0.116277007809914,0.0501826098693552,-4.87334614125858e-09
140.8812784,83.72093023,1.993355482,0.664451827,0.664451827,-0.636737715521114,0.0709105604422258,0.00821033869359156,-2.01274414032765e-08
140.9948356,87.21590909,1.420454545,0,0.568181818,-0.664519666649979,0.0901812974206131,0.0597120376038283,4.3963169419209e-09
141.2344899,86.10169492,5.762711864,0,1.016949153,-0.554364352745148,0.0950169529680211,0.0681991778643485,1.30699335807877e-08
141.3944666,80.74324324,5.067567568,0,0,-0.579066397607211,0.139783942623281,0.0518119949977292,-1.52392494300226e-08
141.5541179,54.51505017,7.692307692,0,0.668896321,-0.420733570098284,0.127991224629718,0.0699318784464545,1.07950190432947e-08
141.5800196,66.30824373,15.77060932,0,2.867383513,-0.241762389503324,0.0634030397100115,0.106605608849834,-2.70922243835273e-09
141.7398779,57.78301887,23.11320755,0.471698113,1.41509434,-0.0535206591144545,0.169907751542064,0.0452036424553028,1.31677037133327e-09
141.7557351,59.51742627,20.37533512,0.268096515,2.680965147,-0.105593202142279,0.0935045790515235,0.0839909503770477,-9.43737151465055e-10
141.9000586,70.77464789,10.91549296,0,2.112676056,-0.379105667813125,0.0704769474098638,0.0918845938970854,-4.67360484414213e-09
142.0614197,67.24637681,15.94202899,0.579710145,0.579710145,-0.269474670823544,0.163097434389105,0.0184697058249116,4.43615292444307e-09
142.2401188,83.05084746,9.604519774,0.564971751,0.847457627,-0.460438802732736,0.110424917801756,0.0245735199818844,1.78065510355013e-09
142.4131342,50.87336245,26.63755459,1.310043668,2.401746725,0.0894197150377483,0.118680538914793,-0.00776379073233126,2.66191754712472e-09
142.5761054,50.57471264,30.26819923,0.383141762,5.747126437,0.178620141797434,0.00171040019698478,0.129620511868168,1.2843112107272e-09
142.7400894,49.67532468,29.22077922,0.324675325,6.168831169,0.175049229058207,-0.026038934377348,0.142810281482932,2.48104592175691e-09
142.7897991,56.64335664,25.40792541,0.466200466,2.331002331,0.00836734040701555,0.137085909425112,0.0628007821506851,3.34415746361522e-09
142.8113486,55.11111111,24.66666667,1.111111111,2.444444444,0.0142078630016204,0.109342102651313,0.0103645749346224,1.4189047559434e-09
143.189403,56.16438356,24.31506849,0,5.136986301,0.0203031640956392,0.0039724430717197,0.149204562923765,-9.37958970806748e-11
143.4218573,52.76752768,27.30627306,1.47601476,3.32103321,0.0930331800760518,0.0720474235862257,-0.00264482499977403,3.06225843657267e-09
143.6163089,45.59386973,30.26819923,2.298850575,3.0651341,0.218520451144098,0.0795436046757001,-0.0795256173709372,-4.91727599344901e-11
144.2122522,53.75722543,26.58959538,1.445086705,2.312138728,0.0611318154525554,0.118852093411725,-0.0186829552072877,5.21180311121936e-11
144.4247066,51.48514851,23.76237624,1.320132013,3.300330033,0.041618505722286,0.0520414973996497,0.00579179224678116,1.4991985824669e-09
144.4600278,54.48028674,25.80645161,1.433691756,3.94265233,0.0579576092114504,0.0336220521160915,0.0114618707501173,1.18549939635974e-09
144.668925,55.35055351,23.61623616,1.10701107,2.58302583,-0.00543530337863855,0.095692881412908,0.0124216254226558,2.44951703180198e-09
145.0487804,47.25,30.75,1.5,5.25,0.222484056843547,-0.00364548605181763,0.0306106510203135,-1.61723788089735e-09
145.2710654,41.19850187,28.83895131,1.498127341,6.741573034,0.276702441699548,-0.106347284849926,0.0566450333133641,7.13072367378033e-09
145.6031563,51.49253731,26.49253731,1.865671642,3.731343284,0.0980713015889245,0.0348547769805148,-0.0292630043203632,-2.15326261244473e-10
145.7854316,50.18315018,27.10622711,1.098901099,5.860805861,0.137420049033624,-0.0467385321805869,0.073153146083806,2.19300857280964e-10
146.0683018,43.08176101,30.50314465,2.51572327,6.918238994,0.284764285612306,-0.120776065191038,-0.0259833606323072,1.14905697841798e-09
146.3101604,64.01515152,7.954545455,1.136363636,1.515151515,-0.419516745217517,0.0437385989414825,-0.023267614805163,-1.00847432128607e-08
146.6921653,17.90540541,59.7972973,2.702702703,6.418918919,0.985142814851482,0.0858177998674367,-0.0340697489421311,2.80054205130138e-10
146.9762379,33.07392996,44.35797665,0.778210117,5.836575875,0.590554350896864,0.0706737569032146,0.107061066707337,-9.81901855965784e-09
147.3823374,40,35.80246914,0.24691358,4.938271605,0.377643736307313,0.0758196423859441,0.134986792638752,-4.01784243352069e-09
147.6992217,38.66666667,42.13333333,0.533333333,4.266666667,0.475075266255916,0.141924982529983,0.0979062801460037,-4.00055466381454e-09
148.0244298,36.76470588,40.58823529,1.176470588,5.294117647,0.489629967433582,0.063401691147201,0.0625728923839478,-5.55880032655585e-09
148.65489,47.2,29.86666667,1.866666667,2.933333333,0.190648206748385,0.0961710459574086,-0.0439946526761687,-1.22090866519833e-09
149.0057827,45.19056261,31.39745917,1.996370236,3.448275862,0.24279753426926,0.0757867863789815,-0.0449024184849298,2.76894686533834e-09
149.9574727,46.27329193,30.74534161,1.242236025,2.795031056,0.210696112171644,0.126703597792737,0.00705406066281352,-2.84035822466534e-09
150.3025066,44.23592493,31.36729223,1.072386059,6.434316354,0.274056111555091,-0.0504186626191759,0.0878423020370384,6.59811842136552e-09
150.6989163,46.3878327,32.69961977,0.760456274,4.942965779,0.255591215038584,0.0438976522349311,0.0873553571670732,-4.85799000383441e-09
151.4955709,46.40718563,31.13772455,0.598802395,2.694610778,0.21131602520944,0.152892708004008,0.0611942815308098,2.55287187480214e-10
152.0127287,32.90734824,40.89456869,0.958466454,4.153354633,0.545413645357224,0.130158208907828,0.0614353769821904,6.42951914505086e-09
152.4569774,36.20071685,45.51971326,0.716845878,3.94265233,0.548234366785394,0.173190781176779,0.0783935581164584,2.53956404487835e-09
152.6685262,43.87464387,30.76923077,0,5.128205128,0.253655139469002,0.0392419236123738,0.159278295114633,-2.21913452668245e-09
154.2179751,38.6167147,30.83573487,0.576368876,5.763688761,0.330189885690194,-0.0169493596255172,0.124100296979031,3.89544461056207e-09
154.6639634,41.75824176,28.57142857,1.098901099,6.318681319,0.259962208358953,-0.0747723164407989,0.084559448960366,-1.57308646356301e-09
155.1819939,44.23076923,28.84615385,2.307692308,5,0.228722736337082,-0.0321701939902186,-0.0465080958665228,-2.11335364498065e-09
156.2667323,42.97520661,31.61157025,1.033057851,5.578512397,0.285902230506554,-0.00686674364747124,0.0765837637910782,-7.0447784114902e-09
157.4020374,41.26394052,28.2527881,2.602230483,2.602230483,0.234583162617383,0.0797015625801265,-0.129491892241784,5.69284334019745e-09
157.9967534,40.68965517,35.51724138,0.689655172,2.413793103,0.34761219940142,0.19508265067948,0.0501131777804482,-4.10661546015087e-09
160.0600327,45.28985507,32.97101449,1.811594203,4.710144928,0.274805041993093,0.0286343526615983,-0.00371837901579956,-3.58212244057212e-09
160.713777,44.3627451,29.65686275,1.960784314,4.901960784,0.237526533128087,-0.01103020376183,-0.0172179143369167,4.66041759506242e-09
161.4001139,42.1686747,18.07228916,6.024096386,12.04819277,0.159153110495655,-0.598333413750456,-0.253683115452702,2.26976075568519e-10
162.1286583,44.97354497,24.86772487,3.174603175,9.259259259,0.198969321567652,-0.297679492422054,-0.0431239916527138,1.55016721215561e-10
163.2247353,46.62379421,20.57877814,2.572347267,5.78778135,0.0671050856091503,-0.150801793104755,-0.0657357771347611,-3.63938660800529e-09
164.035653,46.69811321,21.46226415,3.537735849,6.132075472,0.0935334845947321,-0.184572707834793,-0.142535207850932,-2.04405027122347e-09
164.8716149,53.13807531,12.55230126,4.60251046,8.368200837,-0.102037666667051,-0.392435474736337,-0.1974711324845,-1.42134053923128e-09
165.7408226,69.64980545,5.836575875,3.501945525,4.6692607,-0.407407509081237,-0.18722556939782,-0.158936237593727,6.08620938809359e-09
166.625649,70.18181818,2.181818182,0.727272727,1.090909091,-0.607698475663091,0.0393995691647111,0.00371291519007673,1.16519586870041e-08
169.4736297,60.9375,9.765625,2.734375,2.734375,-0.318187991559888,-0.058518242225192,-0.144523048577769,5.78984292184871e-10
170.4574079,70.4379562,3.649635036,0.729927007,2.189781022,-0.545489137377715,-0.00851620352013503,0.0270660567615851,-6.02258654156397e-09
171.4061576,82.28782288,2.21402214,1.10701107,0,-0.635675001442368,0.0925682602110542,-0.0402521461325294,-1.49327798046702e-08
172.3854436,75.625,1.25,0.3125,0.9375,-0.649733829776967,0.0571784518834114,0.0399813249994357,-5.26742557550884e-09
173.4039931,87.01298701,1.623376623,0,0.649350649,-0.658006291444438,0.0875442232515125,0.0611372191626055,-7.09883088370328e-09
174.9611281,90.72463768,2.608695652,0,0.289855072,-0.643353505157562,0.11030409736921,0.0552797608177939,-1.0429970315241e-08
175.9671454,34.86590038,29.50191571,3.0651341,16.66666667,0.445323823240616,-0.629684261396204,0.100992587485736,-2.69395328446704e-08
176.9742043,88.73720137,3.412969283,0.341296928,0.682593857,-0.611993747303119,0.0885674273374498,0.0361508492379809,-1.04092472371275e-08
178.617164,78.29181495,10.3202847,0.355871886,0.355871886,-0.441528608867874,0.143402990246329,0.0317981975167675,4.43788765361809e-09
179.6493698,79.47761194,7.462686567,0,0.746268657,-0.507076958803269,0.117445207453669,0.0654134210685846,-2.09490259452113e-10
