"age","Poaceae","Podocarpus","miombo","Olea","PCoA_Component.1","PCoA_Component.2","PCoA_Component.3","PCoA_Component.4"
182.0928059,68.62068966,13.44827586,0,2.068965517,-0.314311878123831,0.0886340388124997,0.0920396307725318,-6.75647388727633e-09
183.1023805,56.50684932,19.8630137,0.684931507,1.369863014,-0.106539514318313,0.147722059401615,0.0234860534341484,-9.31820442710819e-10
184.070159,60.64981949,18.41155235,1.083032491,2.166064982,-0.15188361477009,0.0845459776496851,0.0044789369002604,-7.50992060996356e-09
185.0257023,58.20895522,14.92537313,1.865671642,5.223880597,-0.158180608664139,-0.12268262887883,-0.0101538523065125,-2.9688107252298e-09
185.9671838,42.30769231,15.38461538,7.692307692,0,-0.0301658958082162,-0.0386830670860884,-0.768385937920334,-3.96102159394919e-09
186.9081868,58.69565217,19.56521739,2.173913043,6.52173913,-0.0528984436925427,-0.148075574549135,-0.00629640858778924,-2.86423530899295e-09
187.8172609,53.67647059,21.69117647,4.044117647,1.838235294,-0.0128677808695943,0.0385490432706839,-0.256704385069037,2.19124552129805e-09
189.5976373,59.92647059,13.97058824,1.470588235,2.941176471,-0.226588817573719,0.000241069092342027,-0.0199509806887716,-3.24135089774562e-09
190.4413262,35.29411765,35.29411765,0,2.941176471,0.423370694951626,0.191526442423993,0.126602766141055,5.00270602759636e-09
191.2754845,28.46715328,32.11678832,2.919708029,9.124087591,0.534075076843461,-0.283301801192388,-0.0299243854655664,-8.88163351163889e-09
191.820936,33.6996337,36.996337,2.93040293,4.761904762,0.489529764001463,0.0133877469368692,-0.105504737461043,-2.56903798619629e-10
193.9183704,58.04195804,3.846153846,3.846153846,2.797202797,-0.443481935059142,-0.163772490274496,-0.281938340339095,3.07022497657831e-09
194.5101398,54.67128028,2.076124567,0.692041522,3.114186851,-0.534139583364144,-0.117195747856328,0.0470730601154259,-3.62493313315067e-08
195.2238448,52.20338983,4.406779661,2.711864407,0,-0.484247393078594,0.0424765030703479,-0.268831555171789,-2.79341681169724e-09
195.80915,74.82014388,0,3.597122302,0,-0.64930243170648,0.00310924263712363,-0.272640226700771,6.29199001877647e-09
196.2000207,79.31034483,2.413793103,0,1.379310345,-0.618462204359721,0.0537855687407317,0.0753963365412349,9.82992959344254e-09
196.8923358,82.98611111,0,1.388888889,0,-0.688505610300569,0.0708577561254533,-0.065994988300857,-1.67214664447487e-09
197.5445092,68.34532374,1.438848921,0,0,-0.664576862369137,0.11960217413371,0.0504130940477639,-3.45687440889805e-10
197.996264,73.92739274,4.95049505,0,1.320132013,-0.545977577341298,0.0715243204206402,0.076382728164627,-1.81619468597585e-09
198.4442828,76.89655172,6.206896552,0,1.724137931,-0.514149977423919,0.0611784355474325,0.0825444617518159,8.43989613237378e-09
199.5646135,58.24175824,12.08791209,0.732600733,0,-0.3182742610897,0.174343766979943,-0.0165814937113914,-4.13813837812545e-09
200.1997221,59.54198473,12.97709924,2.671755725,0.763358779,-0.26688561691404,0.0749239616826256,-0.176329624788129,-8.97220159802371e-10
200.8521647,58.82352941,20.76124567,1.038062284,2.422145329,-0.0895147176693199,0.0878139766641087,0.0142977780685602,1.9577247929514e-09
201.5429769,60.58394161,13.86861314,0,1.459854015,-0.272300040640956,0.123316289248938,0.0849033437753455,-4.99449611416032e-09
202.1768719,75.44483986,10.3202847,0.711743772,2.491103203,-0.395548740871981,0.032758302270973,0.0393042002989474,-2.42605119712506e-09
202.8239908,70.96774194,9.677419355,0.716845878,2.150537634,-0.398746192640633,0.0408682082752228,0.0318550770726088,-2.37025596200076e-09
203.2978143,52.43055556,25.34722222,1.041666667,3.125,0.0575308149467051,0.0805170897971936,0.028302858645454,-2.02213505802416e-09
203.9542913,51.30111524,23.42007435,1.115241636,1.858736059,0.0187406138621529,0.132739642166441,-0.00465269871266413,-2.73789179466953e-10
205.0455748,45.8041958,30.06993007,0,2.797202797,0.198514613208051,0.158995645162157,0.116436309515384,-2.78657833173162e-09
205.7305114,38.84615385,33.84615385,1.538461538,7.692307692,0.388538041015972,-0.11492877576286,0.07235366761186,2.54638263344309e-09
206.4134954,42.24806202,26.35658915,0,6.589147287,0.213837044791752,-0.0780290540101796,0.192702929358994,-9.75191873920409e-10
207.0463004,43.97163121,21.9858156,1.063829787,7.446808511,0.130300939033194,-0.192316217712047,0.108709697167316,-4.34165974708509e-09
207.7655751,65.2173913,8.695652174,0,0,-0.448715921459754,0.170548634868115,0.0539444521819908,5.53117557048273e-09
208.3501321,63.53383459,4.887218045,0.751879699,1.127819549,-0.515079502539322,0.052747529224388,0.000898045720511009,-5.49338163383409e-09
208.9584268,28.22299652,28.22299652,1.742160279,15.33101045,0.519013258707253,-0.626755623102224,0.207172091099738,-2.15714749720864e-08
209.7440145,26.82291667,47.65625,0.520833333,10.15625,0.73938198296526,-0.116207206517765,0.204377006967766,-6.94305101179381e-09
211.2732889,39.92094862,26.87747036,1.185770751,1.976284585,0.213416307362799,0.151904442814916,-0.0134443191914375,4.3774167764405e-09
212.162793,28.35820896,47.1641791,0.298507463,3.582089552,0.690396281863314,0.221078751905736,0.111938444203794,1.59623113132617e-08
213.046104,31.1023622,45.66929134,0.787401575,2.362204724,0.622686471311936,0.261034337499219,0.0451798662947939,-9.43487223314771e-10
213.898345,27.45098039,51.82072829,0,1.960784314,0.748568378419504,0.341579780569912,0.108767563323487,-6.30421694250166e-09
214.846897,32.03125,50,0.390625,3.515625,0.657445171658951,0.2306698731023,0.0997227581752495,1.69739651140776e-08
215.826446,27.75800712,46.97508897,0.355871886,5.338078292,0.704279695006879,0.124371830664432,0.138509432182311,1.39575140662964e-09
216.8111492,34.54545455,38.54545455,1.454545455,5.090909091,0.496108364207916,0.0503027162547212,0.0339901817095434,-5.30015477288038e-09
218.1300624,33.85214008,35.79766537,0.778210117,4.6692607,0.466371569643692,0.0720639400532241,0.0866423480211871,1.17861230881458e-08
218.9179998,30.76923077,40.38461538,0.769230769,3.076923077,0.568793557596424,0.19425609240784,0.0581917364933352,7.54829417753149e-09
219.7423686,38.42975207,33.05785124,0,2.066115702,0.335741380611554,0.225883568774088,0.107782972044544,3.31060773407464e-09
220.8791846,32.29571984,35.79766537,0.389105058,3.891050584,0.485764457625445,0.128572752668013,0.109822660997115,-3.91456704775198e-09
221.6744864,31.66023166,41.31274131,0.386100386,3.474903475,0.567026522880735,0.188123963939652,0.101164795258394,1.0862424450188e-08
222.5724377,39.75409836,28.68852459,2.049180328,4.098360656,0.272428801412013,0.0149110381292654,-0.0476765967234909,-2.03438122998031e-09
223.6409998,36.84210526,31.57894737,1.127819549,3.007518797,0.346888826510286,0.126074835839218,0.0179148373992659,-8.19551298770605e-09
224.9973432,33.69175627,27.24014337,1.433691756,4.301075269,0.333619848300292,0.000746042148394253,0.00935272424715786,2.51743611848417e-09
226.3691001,39.01515152,31.81818182,0.757575758,3.787878788,0.32488240129116,0.0945957213438306,0.0691219393030796,-6.03472202988298e-09
227.394549,37.890625,30.078125,0,7.03125,0.336336359535384,-0.077404321293181,0.203642499476976,5.00908109991338e-09
228.4345742,31.92307692,34.23076923,1.153846154,3.846153846,0.470564339196763,0.0952620659909296,0.0335987044447096,-8.66665019478728e-09
229.4504559,37.68656716,31.71641791,0.746268657,2.611940299,0.332161841014836,0.162105859228303,0.046834492246635,-4.65672248135823e-09
230.5174266,36.75417661,37.23150358,0,1.193317422,0.417489404622331,0.301633915218803,0.0912862882125976,1.26366246492205e-08
231.6038063,37.23849372,35.9832636,0.418410042,4.184100418,0.413999398846005,0.111635108801308,0.108648626745392,2.59456069702186e-09
232.6894291,37.16475096,43.67816092,0.383141762,1.53256705,0.500414119990405,0.296859023976113,0.063875083904738,1.36863644787648e-08
233.8180523,34.68634686,33.57933579,0.73800738,2.95202952,0.409070298643825,0.156558977290383,0.0555787578219133,2.05107443333751e-09
235.0305466,37.84860558,33.46613546,1.195219124,4.38247012,0.372518593011761,0.0602917723228137,0.0410251185963033,-4.44716656185014e-09
235.5497871,35.31746032,37.6984127,1.19047619,2.380952381,0.45659964720213,0.19985630772379,0.00458231314396261,-1.06518854598847e-09
236.1819469,34.52380952,44.84126984,3.571428571,0,0.549790134972829,0.293468581091199,-0.233223389522985,4.09359899945037e-09
236.1819469,41.05691057,25.20325203,3.25203252,9.349593496,0.250994035171775,-0.320147382346763,-0.0521807242796692,2.17849149502832e-09
237.3493261,32.96296296,34.81481481,0.740740741,2.592592593,0.452736209993526,0.187551651249424,0.0484963202309971,1.17883793111491e-08
238.4662173,24.5210728,43.29501916,2.681992337,4.597701149,0.720725593139082,0.0701193501731043,-0.0892640785887172,9.2152243635793e-09
239.4854081,14.13043478,48.1884058,2.898550725,10.50724638,0.985091470966749,-0.232485453179084,0.0101746291497285,-1.52278255782781e-08
240.9727975,31.81818182,32.42424242,2.424242424,10.3030303,0.489431466701837,-0.309080697189766,0.0427120223119104,-7.60638492979158e-09
243.1297461,47.5177305,18.43971631,2.836879433,2.836879433,-0.0196565774450375,-0.0148930550389588,-0.160352133916118,-1.81677373562308e-09
244.7626206,54.78927203,6.130268199,2.298850575,0,-0.446245981785603,0.0759266743132872,-0.202306406241177,-6.95102323212e-09
246.4408634,65.66523605,6.008583691,0,0,-0.523944105665894,0.152793640765742,0.0527137632991374,1.04667039476907e-08
247.6127349,37.02290076,32.44274809,1.526717557,0,0.334890125711247,0.299187588703743,-0.0848063164347161,-4.20657710855689e-09
250.6495627,57.53968254,15.47619048,0,0,-0.238904072755007,0.220067417963461,0.0573768507227338,-2.50613142737712e-09
252.3769928,36.99186992,17.07317073,0,3.25203252,0.0457859717241484,0.0250630182701306,0.144859020231786,-9.61862503232858e-10
254.5142109,51.28205128,20.51282051,2.564102564,0,-0.0507682442823761,0.174189818804004,-0.182580178096376,2.77026481790701e-10
256.9176955,63.07053942,13.69294606,1.244813278,1.244813278,-0.279237494107893,0.0968413348854584,-0.0310561094945885,-4.55501297137265e-09
259.3034215,69.23076923,19.23076923,3.846153846,0,-0.191424707833838,0.122184316949726,-0.235513489415178,7.00374273029646e-10
262.2673932,80.78291815,6.40569395,0,0,-0.546998729470489,0.147352399374599,0.0523366032026376,-1.4128395725914e-08
264.3902859,71.79487179,10.25641026,0,0,-0.432357709448461,0.174409421365233,0.0542120629169585,-1.16256466427366e-08
266.3895054,48.64864865,18.91891892,0,0,-0.087526602109038,0.255794800285842,0.0598532971796626,2.93208013754039e-09
268.8333573,70,15,2.5,0,-0.29098276003106,0.132972203748905,-0.14484683432736,-2.664704792959e-09
270.7392771,61.01083032,19.13357401,1.444043321,1.444043321,-0.145937666901875,0.116107478296221,-0.0382887527299094,5.96738582566752e-09
272.9204713,55.98455598,17.37451737,0,0,-0.183540696622184,0.233134015636909,0.0582825630198326,-4.63763555020661e-10
275.989686,49.45848375,27.79783394,1.083032491,0.722021661,0.105076738633157,0.223184540769509,-0.0202125144088094,-7.88316024586978e-10
278.6970838,49.04942966,32.69961977,1.520912548,2.661596958,0.210789052698592,0.13672873561031,-0.014795321308042,4.42122437507239e-10
281.9193507,54.96183206,22.13740458,0.763358779,3.816793893,-0.0179801364212316,0.0317964875327687,0.0633361428701295,-1.72498793793314e-09
285.6165704,45.31835206,24.34456929,1.872659176,1.123595506,0.0947997514954201,0.159887077354674,-0.0962396582915662,-2.24539465265138e-10
293.5723511,49.81132075,27.16981132,1.886792453,4.150943396,0.130378754342575,0.0166608593638672,-0.0237745782087786,-1.64828979530871e-11
299.0113763,43.18181818,23.10606061,1.515151515,9.848484848,0.186672765622709,-0.316678576090949,0.111960642383226,-5.51627499147103e-09
303.6235281,42.21311475,12.70491803,0,6.147540984,-0.0815953242234804,-0.208026502371383,0.206908775969381,-3.4859537716097e-09
310.4643337,45.83333333,25,3.03030303,1.515151515,0.114127414866033,0.105248176869722,-0.190842381651841,3.12846033302776e-09
318.1947354,32.14285714,10.71428571,0,7.142857143,0.00182748037225977,-0.383287278815869,0.269856111157556,-1.04397911708766e-08
333.7526212,38.39662447,15.18987342,4.219409283,2.109704641,0.00549375220534404,-0.0693448813690872,-0.383562703255055,-5.24175241471138e-10
341.2527347,41.08527132,22.48062016,1.162790698,1.162790698,0.101193839672442,0.172582775926459,-0.0356750394816127,-2.48193926480649e-09
346.2063545,53.55805243,13.8576779,1.872659176,1.872659176,-0.198744386106377,0.0390369810127978,-0.0890246487321866,-1.2257346863242e-09
348.954242,33.86454183,30.67729084,2.390438247,3.187250996,0.383255711736486,0.0675975706896863,-0.106364076657307,-1.65142203792988e-09
354.5662718,29.18149466,25.26690391,3.914590747,3.914590747,0.379579934593199,-0.0890046787037637,-0.283764817921309,1.93794075249053e-09
359.7280976,31.83520599,31.83520599,2.621722846,0.74906367,0.416532214458005,0.220741689166366,-0.191210619534064,-6.93833614266139e-09
362.7388714,18.46689895,43.55400697,3.135888502,2.090592334,0.843849673489839,0.209860402376537,-0.208191616802337,5.7622388890947e-10
366.8609774,40.07633588,34.73282443,3.053435115,0.763358779,0.340089554800261,0.210177578016593,-0.192687580330927,-2.2789591676545e-09
370.0007575,38.26714801,25.63176895,5.776173285,3.610108303,0.253940430979718,-0.097614422286839,-0.41815796252579,7.11638289082885e-09
373.4070148,27.83882784,30.76923077,3.296703297,9.523809524,0.529259840779608,-0.335630823894765,-0.0607109006381395,-6.46464298982131e-09
376.5939856,43.17343173,30.25830258,0,2.58302583,0.23114840432207,0.173975976175367,0.114671053632807,-1.06908258275371e-09
379.5760635,44.22310757,23.5059761,0,2.788844622,0.096333652287396,0.116429409638737,0.120592841480754,1.2963865020622e-09
383.0089818,41.02564103,33.33333333,0,5.494505495,0.331671749766858,0.0367597079750804,0.167155211714354,7.87883381053852e-09
386.3934602,38.26714801,23.8267148,2.166064982,2.888086643,0.192885199403857,0.0387591202727106,-0.100127937350239,-5.80916305671258e-09
388.5564423,43.75,28.125,1.171875,6.25,0.228272192334815,-0.0725958113764786,0.0759189217169326,8.44110347643958e-09
391.0603813,37.01067616,33.09608541,3.202846975,2.135231317,0.368743159014062,0.12154556544173,-0.190575627411686,1.34124129823058e-08
394.3596316,37.28222997,27.87456446,3.484320557,3.135888502,0.290264166200171,0.0159682786312634,-0.212325553216426,2.20195177793331e-09
397.9236796,41.00719424,31.29496403,1.438848921,3.956834532,0.294272727537566,0.0620825263971718,0.00992162659791686,-6.52891850887131e-09
401.0815271,44.56928839,27.71535581,2.996254682,2.621722846,0.187796198470342,0.0645566158637581,-0.157592428263869,2.27348437714386e-09
405.1256936,50.18450185,24.35424354,0,5.535055351,0.0801703604232332,-0.0240637499207286,0.163503672712046,-1.38324469607475e-09
413.4278095,54.88721805,24.06015038,0.751879699,2.631578947,0.00457429329826694,0.105912610130677,0.0436544934738275,1.07761043714495e-09
417.5157942,50.90909091,27.27272727,1.090909091,2.545454545,0.10019524346533,0.121420969147812,0.0143664552331827,-4.54371278020623e-10
421.5699599,47.9020979,30.06993007,1.048951049,1.398601399,0.167465362316141,0.201458548397066,-0.00251814253749807,-5.02782507988336e-10
423.8925915,52.63157895,24.43609023,0,3.007518797,0.030385457543466,0.110057752913123,0.116609958778006,8.47513819716607e-10
426.4007072,54.66101695,25.42372881,2.118644068,2.542372881,0.0397571436661906,0.0817464162862425,-0.0704710432908014,-1.01164618870476e-09
430.3547124,33.6996337,40.65934066,1.831501832,5.860805861,0.539507742603395,0.015258419569306,0.0170600802190294,-4.71280159470155e-09
433.7587934,30.03533569,44.16961131,1.413427562,6.007067138,0.637829128085153,0.0415660107209564,0.057106460502042,-5.87251293182919e-09
440.7188122,30.33707865,34.082397,1.872659176,9.36329588,0.528836007983342,-0.235469901600809,0.0761476764282922,4.1499589764218e-09
446.1185634,41.63424125,23.73540856,4.280155642,7.392996109,0.207221306446336,-0.263540349505747,-0.1868003064513,-6.78007024038407e-09
448.9397915,41.69741697,21.77121771,4.79704797,9.963099631,0.200428424521467,-0.425338119250437,-0.181708908583441,-1.9153973641641e-09
452.7666869,37.86764706,30.14705882,3.676470588,5.147058824,0.336635174762199,-0.0789200540283578,-0.17264822337748,-8.11804309100105e-10
455.5458831,41.44486692,26.61596958,3.802281369,7.224334601,0.252955954628246,-0.211846584737502,-0.140077283490489,2.54667119778135e-09
458.9789493,42.85714286,31.5018315,1.465201465,5.494505495,0.286805863456667,-0.0152736935422577,0.0376202616159393,1.54418489397649e-08
461.9316084,42.42424242,22.72727273,2.272727273,4.545454545,0.138326053601088,-0.0654435588337061,-0.0668235278362253,-2.56472051046075e-09
465.4217588,45.05928854,29.24901186,2.766798419,3.162055336,0.211476530783934,0.0539674310988125,-0.120761446667085,3.15155555834429e-09
468.6721162,46.26038781,19.66759003,6.094182825,5.540166205,0.0761846357200375,-0.241362956563093,-0.386970164215385,7.18501589426038e-10
472.1177851,68.19787986,14.48763251,1.060070671,0,-0.308707797960484,0.170451731056698,-0.0329804109827876,-1.12012728917174e-08
475.7131874,87.45519713,5.734767025,0,0.358422939,-0.567748777945539,0.124749337145187,0.057590199146067,2.14819518782331e-09
478.8489627,86.87943262,6.028368794,0,0,-0.566095457445409,0.142845281515152,0.0520241919558999,3.06451379945683e-09
481.3799366,88.21548822,5.723905724,0,0,-0.57489109018293,0.140769378593535,0.0518803005734095,-3.56253470533104e-09
483.4569742,81.25,6.25,6.25,0,-0.473268964358236,-0.00978857985968489,-0.416324540612354,2.32823343882184e-08
486.4677485,81.9112628,13.99317406,0,0,-0.385844502003338,0.185387244804486,0.0549729916554713,-1.33024188810735e-08
488.4292066,75.35714286,12.5,0,1.428571429,-0.372605384163108,0.114572725721788,0.0785461716197663,1.92234143744688e-09
489.8960573,80.40540541,10.47297297,1.013513514,1.013513514,-0.427132251919941,0.0966681793738531,-0.00666487957955959,-1.15716390946782e-08
492.6424726,71.21771218,17.71217712,1.10701107,2.21402214,-0.227733822164237,0.0803774205799761,0.0080183656197089,-1.01267014398593e-08
495.7764888,69.28327645,19.11262799,1.706484642,2.730375427,-0.17941892784569,0.0500617779472934,-0.0282740921095651,3.1923851139074e-09
498.1037237,73.18007663,11.49425287,1.915708812,3.831417625,-0.329537228441062,-0.0526057743063246,-0.0315727044198589,-8.36406082817534e-09
500.2011667,78.0669145,11.89591078,0,0,-0.416269881311474,0.178206393161196,0.0544752503306436,4.37106732909473e-09
501.5618704,67.39130435,15.2173913,0.724637681,1.449275362,-0.271560916747291,0.110987865326316,0.0215568319854853,-1.10169466577363e-09
502.3471329,48.31932773,25.21008403,2.521008403,5.462184874,0.129324789805829,-0.0836660604950724,-0.0567580315992229,2.23102244745265e-09
503.3219167,71.04247104,17.37451737,0,0,-0.273275884467047,0.211955148331073,0.0568145480830529,6.88748842682506e-09
504.8294082,61.45038168,25.57251908,0.763358779,0.763358779,-0.0422592067411411,0.204070559907912,0.0124195127607641,-1.93907865044836e-10
506.2599866,49.80988593,25.09505703,3.802281369,4.562737643,0.111228824743525,-0.0700617107606554,-0.178733770310298,-1.50193917828946e-09
507.4645464,45.16129032,22.58064516,0,3.225806452,0.0723647818309228,0.0834771864478804,0.128822991523618,1.41540839057876e-09
508.4682961,46.9924812,24.43609023,3.759398496,3.759398496,0.120146309563734,-0.0399213264392728,-0.202855132010205,8.28568885614565e-10
510.0154873,41.54411765,30.51470588,3.308823529,5.147058824,0.29289514532293,-0.0574334583898083,-0.130247732607211,3.03026420314916e-09
511.7598644,58.93536122,30.03802281,1.901140684,0.760456274,0.0601548351748993,0.19798152952329,-0.0718405739049879,1.695088384858e-09
512.8654944,53.78787879,28.03030303,1.893939394,4.166666667,0.106066344135601,0.0259518775580598,-0.019662348772849,-1.91275256989293e-09
513.9651174,52.0295203,21.03321033,2.95202952,4.79704797,0.0151579576847887,-0.0899273432959345,-0.109274351826551,-1.4989444070442e-09
515.1658384,59.7826087,23.91304348,2.536231884,2.173913043,-0.0298935871689604,0.0806506493169645,-0.105504455343378,-2.64014325808539e-09
516.5034882,51.07913669,24.10071942,1.438848921,5.395683453,0.0751692903058034,-0.0557648066522533,0.0349042456831091,9.14174404472065e-10
518.3982098,57.36434109,25.96899225,1.937984496,5.426356589,0.0536753179960766,-0.0433043259458209,-0.0010975243388912,-1.13463089467929e-09
520.0556902,21.75438596,51.22807018,2.105263158,2.807017544,0.848098601976491,0.239326536489129,-0.0627222300405207,1.10534992745995e-08
521.9997807,78.36065574,5.573770492,0.655737705,0.983606557,-0.536375865120165,0.0766800138077571,0.0152818127697602,-8.51443431463337e-09
524.0494582,75.17730496,7.092198582,0,1.418439716,-0.493965406758379,0.0815436962234842,0.0779463537278057,-2.81395421303566e-09
525.6292059,82.22222222,5.925925926,0,1.111111111,-0.542223187403633,0.0909542260134611,0.0705863536032857,-7.25590189953552e-10
527.2799836,73.75886525,7.092198582,0,2.836879433,-0.466018825132639,0.00981414109508406,0.1031456999253,-6.77268635384402e-09
529.8222726,77.17391304,10.86956522,0.362318841,1.086956522,-0.414815700863909,0.111821966797446,0.0436947965817499,2.83802356747215e-09
533.2662048,69.28571429,10.71428571,1.428571429,1.071428571,-0.37702790463482,0.08211688179931,-0.0479679578445786,-1.95899671371612e-09
536.8581995,58.90909091,22.54545455,1.090909091,2.909090909,-0.0503532497163159,0.0738279333386841,0.0201817229059576,-3.62022893677269e-09
541.827617,57.14285714,21.9047619,1.26984127,3.80952381,-0.0363964666755091,0.0190815212924805,0.0204082756159077,-1.69600672386124e-09
548.626539,68.94197952,15.35836177,0.682593857,0.682593857,-0.287834282824737,0.15083522601574,0.0120487114474057,-8.31670826777519e-10
554.7736077,57.51879699,22.55639098,1.503759398,1.503759398,-0.0524824426602524,0.133037123421768,-0.0407177005899094,-1.34897174791003e-09
561.1828571,53.55805243,24.71910112,3.370786517,1.498127341,0.0347028187438391,0.0952373871007913,-0.197574755334377,-3.0349970842774e-09
566.5646998,60.50724638,18.84057971,0.724637681,2.536231884,-0.140740602876181,0.0783905374518573,0.0419761292839207,-2.22835097338428e-09
570.3231885,57.62081784,29.36802974,0,5.576208178,0.0947147507333658,0.0204211663059638,0.150773648708691,-2.11608277108722e-09
573.3690606,60.94890511,14.59854015,0,2.554744526,-0.240678101480934,0.0684880707695284,0.105097878425763,-6.31646299092804e-09
573.7404917,58.48375451,14.07942238,1.444043321,1.444043321,-0.238240695543444,0.0816721792878164,-0.049563924667357,-8.59073529911083e-09
573.8650242,33.88235294,36,1.882352941,2.823529412,0.459368210595817,0.143862576748111,-0.0538074954316845,1.62003597719561e-09
574.0621613,26.25899281,47.12230216,2.158273381,3.956834532,0.726534522734465,0.146830675959592,-0.0455187301527341,3.26547908747089e-08
574.2156721,43.88489209,28.41726619,2.158273381,6.115107914,0.235002690844973,-0.0889278434541986,-0.0128688655218896,-1.12219718911752e-09
574.3127524,32.80632411,33.99209486,1.976284585,3.557312253,0.452558553979455,0.0844573776888511,-0.0520869857464042,-7.5370816959317e-09
574.5715082,26.80412371,44.32989691,1.374570447,2.405498282,0.683416182491761,0.241322775963352,-0.00998191047481432,3.89745080297108e-09
574.7252101,29.390681,45.51971326,3.225806452,0.716845878,0.643340681438275,0.279174181629388,-0.203247023880926,-8.84916181855718e-09
575.0457594,28.46441948,47.56554307,1.123595506,1.123595506,0.684215159123391,0.334023723434099,-0.00773518207269047,3.31783948785566e-09
575.9807906,38.80597015,35.82089552,2.985074627,2.23880597,0.383616108193871,0.13955116488519,-0.154987472456285,1.19079520504489e-08
577.1416459,40.50179211,29.390681,2.150537634,1.433691756,0.250625483104056,0.168805793814955,-0.112414293456949,1.14741081344466e-08
579.9048126,31.22807018,35.78947368,2.105263158,3.859649123,0.506169022734239,0.0760026386400711,-0.0565418795680047,-1.57995007295649e-09
581.8761389,28.35820896,27.23880597,0,6.71641791,0.439753871463744,-0.117852088653975,0.225821632608549,-1.2436106799888e-08
584.5149451,51.90839695,17.9389313,1.908396947,1.908396947,-0.0914280158750745,0.0673265500318118,-0.084983132753422,6.00233818280155e-09
586.9104846,27.62645914,33.85214008,0,10.11673152,0.574446273375391,-0.240964774558702,0.276957067738894,1.51135507184041e-08
589.604319,32.1299639,34.65703971,0,7.942238267,0.496545334415774,-0.0974970611876169,0.224554840298113,-1.18149313804261e-08
592.2164086,46.18181818,17.81818182,1.454545455,8.727272727,0.0440395380456105,-0.308159804850922,0.0955490462248946,-2.70940932925923e-09
594.8900882,47.56554307,16.85393258,0,3.370786517,-0.0753539873113233,0.0288844461178481,0.132638539654031,1.78478657708476e-09
597.8378042,48.4,12.8,3.2,3.2,-0.148048542992431,-0.101179562233319,-0.205668051457595,-3.33580768514992e-09
600.3539627,57.37704918,6.967213115,2.459016393,3.278688525,-0.365367061490666,-0.117840499858085,-0.123696458898792,1.48729627675269e-08
602.626496,51.86721992,13.2780083,1.244813278,4.149377593,-0.171163214303031,-0.0819822077919189,0.0199782453627182,4.87984989569001e-09
604.5963601,60.60606061,7.792207792,3.463203463,2.164502165,-0.365694028372449,-0.0674654977648484,-0.231744973333016,-9.87930182950424e-09
612.1575668,83.45588235,3.676470588,1.838235294,1.838235294,-0.560017345563524,-0.00226537095976963,-0.0609982877909882,1.60481116526499e-08
622.9011415,81.6254417,0,1.413427562,0,-0.687758658743225,0.0695669205485301,-0.069932270638052,1.83302090908768e-08
631.3992801,82.87671233,1.712328767,1.712328767,0,-0.639858518285854,0.0734889586447086,-0.0890239924777239,6.64520594475914e-09
636.4727545,76.13636364,6.818181818,1.136363636,1.515151515,-0.486380182889912,0.0451141973146459,-0.0143924228474662,-4.27342397071231e-09
