Depth,age,Gamma Density,MS Loop (negs removed)
114.6750672,178.4826904,0.1193,4.5
114.6846641,178.5150113,0.1611,5.1
114.694261,178.5473302,0.1491,6
114.703858,178.5796469,0.0576,7.7
114.7134549,178.6119616,0.123,10
114.7230518,178.644274,1.0538,12
114.7326488,178.6765841,1.4931,13.3
114.7422457,178.7088919,1.4863,14.2
114.7518426,178.7411973,1.5001,14.7
114.7614395,178.7735002,1.4905,15.1
114.7710365,178.8058006,1.4993,15.5
114.7806334,178.8380985,1.5026,15.7
114.7902303,178.8703937,1.5283,16.2
114.7998273,178.9026861,1.5308,17.3
114.8094242,178.9349758,1.5187,17.6
114.8190211,178.9672627,1.5217,16.7
114.828618,178.9995467,1.5141,15.9
114.838215,179.0318278,1.4989,15.3
114.8478119,179.0641058,1.3568,15.2
114.8574088,179.0963807,1.4719,15.4
114.8670058,179.1286526,1.4829,15.6
114.8766027,179.1609212,1.4839,15.4
114.8861996,179.1931866,1.4755,15.1
114.8957965,179.2254486,1.4752,14.6
114.9053935,179.2577073,1.4173,13.7
114.9149904,179.2899625,1.4869,12
114.9245873,179.3222142,1.3644,9.2
114.9341843,179.3544624,0.2722,5.9
114.7134549,178.6119616,-0.2347,3.4
114.7230518,178.644274,-0.2567,2.6
114.7326488,178.6765841,-0.2531,3.1
114.7422457,178.7088919,-0.1322,4.4
114.7518426,178.7411973,1.0405,5.6
114.7614395,178.7735002,1.0528,5.2
114.7710365,178.8058006,0.0055,3.4
114.7806334,178.8380985,-0.251,1.7
114.7902303,178.8703937,-0.2486,0.7
114.7998273,178.9026861,-0.2595,0.3
114.8094242,178.9349758,-0.2544,0.1
114.8190211,178.9672627,-0.2552,0.1
114.828618,178.9995467,-0.2605,0
114.838215,179.0318278,-0.2614,-0.1
114.8478119,179.0641058,-0.2499,-0.1
114.8574088,179.0963807,-0.2495,-0.1
114.8670058,179.1286526,-0.2522,-0.1
114.8766027,179.1609212,-0.2544,0
114.8861996,179.1931866,-0.2524,0.1
114.8957965,179.2254486,-0.257,0.1
114.9053935,179.2577073,-0.2567,0.4
114.9149904,179.2899625,-0.2569,0.6
114.9245873,179.3222142,-0.2449,1
114.9341843,179.3544624,-0.2555,1.4
114.9437812,179.3867069,-0.2517,1.9
114.9533781,179.4189478,-0.2477,2.8
114.962975,179.4511849,-0.2429,4.6
114.972572,179.4834181,0.6946,7.5
114.9821689,179.5156476,1.4751,10.7
114.9917658,179.547873,1.4903,12.8
115.0013628,179.5800945,1.502,13.8
115.0109597,179.612312,1.5111,13.8
115.0205566,179.6445253,1.1736,13.6
115.0301536,179.6767344,1.3298,13.6
115.0397505,179.7089393,1.4895,13.6
115.0493474,179.7411399,1.0863,13.5
115.0589443,179.7733362,1.3934,13.5
115.0685413,179.805528,1.4426,13.4
115.0781382,179.8377153,0.7823,13.7
115.0877351,179.8698981,1.5072,14
115.0973321,179.9020763,1.4927,14
115.106929,179.9342498,1.4893,13.9
115.1165259,179.9664186,1.2293,13.5
115.1261228,179.9985826,1.4297,12.6
115.1357198,180.0307418,1.2725,11
115.1453167,180.062896,0.4114,9.6
115.1357198,180.0307418,-0.08069,9.3
115.1453167,180.062896,0.245,10.1
115.1549136,180.0950452,0.7117,11.9
115.1645106,180.1271895,1.4497,13.3
115.1741075,180.1593286,1.4734,14.1
115.1837044,180.1914626,1.4523,14.6
115.1933013,180.2235913,1.4928,15
115.2028983,180.2557148,1.5153,15.1
115.2124952,180.2878329,1.5123,15.3
115.2220921,180.3199456,1.5171,15.4
115.2316891,180.3520528,1.5044,15.5
115.241286,180.3841546,1.5138,15.7
115.2508829,180.4162507,1.5055,15.8
115.2604798,180.4483412,1.4961,15.8
115.2700768,180.480426,1.5057,15.7
115.2796737,180.512505,1.5173,15.7
115.2892706,180.5445782,1.5302,15.9
115.2988676,180.5766454,1.5208,16
115.3084645,180.6087068,1.504,15.8
115.3180614,180.6407621,1.5013,15.8
115.3276583,180.6728113,1.5351,16
115.3372553,180.7048544,1.5255,15.8
115.3468522,180.7368913,1.5274,15.8
115.3564491,180.7689219,1.5324,15.8
115.3660461,180.8009462,1.5256,15.9
115.375643,180.8329641,1.5101,15.8
115.3852399,180.8649756,1.522,15.8
115.3948369,180.8969805,1.518,15.8
115.4044338,180.9289789,1.5199,15.6
115.4140307,180.9609707,1.5299,15.6
115.4236276,180.9929558,1.5207,15.6
115.4332246,181.0249341,1.5306,15.6
115.4428215,181.0569056,1.5245,15.7
115.4524184,181.0888702,1.5414,15.8
115.4620154,181.1208279,1.5394,16.3
115.4716123,181.1527786,1.5137,16.7
115.4812092,181.1847223,1.533,16.4
115.4908061,181.2166588,1.5243,15.8
115.5004031,181.2485881,1.5233,15.6
115.51,181.2805102,1.5205,15.4
115.5195969,181.312425,1.5194,15.2
115.5291939,181.3443324,1.516,15.2
115.5387908,181.3762324,1.5014,15.1
115.5483877,181.4081249,1.5097,14.9
115.5579846,181.4400099,1.522,14.9
115.5675816,181.4718872,1.513,14.8
115.5771785,181.5037569,1.4971,14.5
115.5867754,181.5356188,1.5071,14.3
115.5963724,181.567473,1.4813,14
115.6059693,181.5993192,1.4229,13.4
115.6155662,181.6311576,1.4526,12.5
115.6251631,181.662988,1.4174,11.1
115.6347601,181.6948103,0.5079,10.6
115.644357,181.7266246,0.9978,11.4
115.6539539,181.7584307,1.4585,12.4
115.6635509,181.7902285,1.1921,12.8
115.6731478,181.8220181,1.4618,13.3
115.6827447,181.8537993,1.5032,13.5
115.6923417,181.8855721,1.5153,13.6
115.7019386,181.9173365,1.4992,13.7
115.7115355,181.9490923,1.4993,13.8
115.7211324,181.9808395,1.5118,13.8
115.7307294,182.0125781,1.5253,13.6
115.7403263,182.044308,1.5013,13.5
115.7499232,182.076029,1.4805,13.5
115.7595202,182.1077413,1.5088,13.6
115.7691171,182.1394446,1.5157,13.6
115.778714,182.171139,1.5017,13.5
115.7883109,182.2028244,1.4991,13.5
115.7979079,182.2345007,1.5118,13.5
115.8075048,182.2661678,1.494,13.5
115.8171017,182.2978257,1.5004,13.7
115.8266987,182.3294744,1.4967,13.8
115.8362956,182.3611137,1.4929,13.6
115.8458925,182.3927437,1.5025,13.4
115.8554894,182.4243642,1.5093,12.9
115.8650864,182.4559751,1.432,12.4
115.8746833,182.4875766,1.4763,11.7
115.8842802,182.5191683,1.5057,10.7
115.8938772,182.5507504,0.7964,9.8
115.9034741,182.5823227,0.7286,9.7
115.913071,182.6138852,1.4628,9.5
115.9226679,182.6454379,1.2802,8.2
115.9034741,182.5823227,0.1219,6.4
115.913071,182.6138852,0.7132,5.2
115.9226679,182.6454379,0.6011,5.2
115.9322649,182.6769805,0.1907,6.3
115.9418618,182.7085132,0.4948,8.3
115.9514587,182.7400358,1.5119,10.2
115.9610557,182.7715483,1.4672,11.8
115.9706526,182.8030506,1.4784,12.8
115.9802495,182.8345427,1.4909,13.3
115.9898464,182.8660244,1.4811,13.6
115.9994434,182.8974958,1.4879,13.8
116.0090403,182.9289568,1.496,14.1
116.0186372,182.9604072,1.534,14.4
116.0282342,182.9918471,1.5477,14.5
116.0378311,183.0232764,1.545,14.5
116.047428,183.054695,1.54079,14.4
116.057025,183.0861029,1.53069,14.4
116.0666219,183.1174999,1.5188,14.4
116.0762188,183.1488861,1.4907,14.3
116.0858157,183.1802614,1.5006,14.2
116.0954127,183.2116257,1.5184,14.2
116.1050096,183.242979,1.5063,14.2
116.1146065,183.2743211,1.5131,14.3
116.1242035,183.3056521,1.52,14.3
116.1338004,183.3369719,1.511,14.2
116.1433973,183.3682803,1.5157,14.1
116.1529942,183.3995774,1.5199,13.4
116.1625912,183.4308631,1.4993,12.2
116.1721881,183.4621374,1.4358,10.2
116.1529942,183.3995774,0.8503,8
116.1625912,183.4308631,-0.0017,7.1
116.1721881,183.4621374,0.0985,8.2
116.181785,183.4934001,0.8413,10.5
116.191382,183.5246512,1.4696,12.4
116.2009789,183.5558906,1.4967,13.5
116.2105758,183.5871183,1.5219,14
116.2201727,183.6183342,1.5303,14.1
116.2297697,183.6495383,1.4347,14
116.2393666,183.6807305,1.4344,14.1
116.2489635,183.7119107,1.4921,14
116.2585605,183.7430789,1.5039,14
116.2681574,183.7742351,1.4792,14
116.2777543,183.805379,1.358,14.1
116.2873512,183.8365108,1.5099,14.5
116.2969482,183.8676303,1.5101,14.8
116.3065451,183.8987374,1.501,15
116.316142,183.9298322,1.4977,15.2
116.325739,183.9609145,1.4727,15.3
116.3353359,183.9919842,1.5029,15.2
116.3449328,184.0230414,1.4953,15.2
116.3545298,184.054086,1.494,15.2
116.3641267,184.0851179,1.5122,15.5
116.3737236,184.116137,1.5178,16
116.3833205,184.1471433,1.4986,16.3
116.3929175,184.1781367,1.5025,15.9
116.4025144,184.2091171,1.5045,15.7
116.4121113,184.2400846,1.5142,16
116.4217083,184.2710389,1.5103,16.8
116.4313052,184.3019802,1.5143,17.7
116.4409021,184.3329082,1.526,16.8
116.450499,184.363823,1.507,15.9
116.460096,184.3947245,1.459,15.4
116.4696929,184.4256126,1.4925,15.4
116.4792898,184.4564873,1.5133,15.5
116.4888868,184.4873485,1.52669,15.5
116.4984837,184.5181961,1.5254,15.4
116.5080806,184.5490301,1.5258,15.6
116.5176775,184.5798504,1.5227,15.8
116.5272745,184.610657,1.5377,15.9
116.5368714,184.6414498,1.517,15.8
116.5464683,184.6722287,1.5312,15.9
116.5560653,184.7029937,1.54,16
116.5656622,184.7337447,1.5447,16.2
116.5752591,184.7644816,1.5461,16.2
116.584856,184.7952045,1.5373,16
116.594453,184.8259131,1.5372,15.9
116.6040499,184.8566075,1.5433,15.8
116.6136468,184.8872877,1.5511,15.9
116.6232438,184.9179534,1.5496,15.9
116.6328407,184.9486048,1.5367,15.8
116.6424376,184.9792417,1.5397,15.6
116.6520345,185.009864,1.5539,15.6
116.6616315,185.0404718,1.5478,15.6
116.6712284,185.0710648,1.557,15.5
116.6808253,185.1016432,1.5476,15.2
116.6904223,185.1322068,1.546,15.1
116.7000192,185.1627555,1.53679,15.1
116.7096161,185.1932893,1.5467,15.2
116.7192131,185.2238081,1.5341,15.2
116.72881,185.254312,1.5345,15.2
116.7384069,185.2848007,1.548,15.2
116.7480038,185.3152743,1.547,15.2
116.7576008,185.3457326,1.5501,15
116.7671977,185.3761757,1.546,14.9
116.7767946,185.4066034,1.5354,14.7
116.7863916,185.4370158,1.5262,14.6
116.7959885,185.4674127,1.5411,14.4
116.8055854,185.497794,1.515,14.3
116.8151823,185.5281598,1.5262,14.1
116.8247793,185.5585099,1.5301,13.9
116.8343762,185.5888444,1.5209,13.8
116.8439731,185.619163,1.5191,13.8
116.8535701,185.6494659,1.5393,13.8
116.863167,185.6797528,1.5352,13.7
116.8727639,185.7100238,1.5452,13.6
116.8823608,185.7402788,1.5372,13.3
116.8919578,185.7705177,1.5271,12.8
116.9015547,185.8007405,1.529,11.9
116.9111516,185.8309471,1.4817,10.3
116.8919578,185.7705177,0.6595,8.2
116.9015547,185.8007405,-0.1871,6.9
116.9111516,185.8309471,0.1435,7.5
116.9207486,185.8611374,1.079,9.8
116.9303455,185.8913114,1.4959,12.5
116.9399424,185.9214691,1.5349,15.1
116.9495393,185.9516103,1.5059,17.8
116.9591363,185.9817349,1.3791,20.9
116.9687332,186.0118431,0.8563,26.6
117.014256,186.1544328,0.6941,37.7
117.0227681,186.181053,1.1333,54.1
117.0312802,186.2076597,1.1616,60.6
117.0397923,186.2342531,1.1427,52.3
117.0483044,186.260833,1.1198,38.2
117.0568165,186.2873995,1.1506,31
117.0653286,186.3139524,1.1541,31.4
117.0738407,186.3404917,1.1768,31.6
117.0823527,186.3670175,1.2969,26.7
117.0908648,186.3935296,1.2258,23.3
117.0993769,186.420028,1.169,24.6
117.107889,186.4465127,1.2192,28.1
117.1164011,186.4729836,1.08,38.1
117.1249132,186.4994407,1.1867,52.6
117.1334253,186.5258839,1.3014,48.6
117.1419374,186.5523132,1.1891,34.3
117.1504494,186.5787286,1.1354,34.5
117.1589615,186.6051299,0.9481,46.7
117.1674736,186.6315173,1.2236,58
117.1759857,186.6578905,1.1192,55.9
117.1844978,186.6842497,1.1061,48.8
117.1930099,186.7105946,1.1097,42.7
117.201522,186.7369254,1.0932,38
117.210034,186.7632419,1.2437,34.1
117.2185461,186.7895442,1.3438,30.1
117.2270582,186.815832,1.3881,24.4
117.2355703,186.8421056,1.3539,21.6
117.2440824,186.8683647,1.2055,20.4
117.2525945,186.8946093,1.3331,18.6
117.2611066,186.9208394,1.3721,18.9
117.2696187,186.947055,1.0918,21.7
117.2781307,186.973256,1.2547,22.5
117.2866428,186.9994423,1.2807,21
117.2951549,187.025614,1.287,20.5
117.303667,187.051771,1.3389,21.7
117.3121791,187.0779132,1.405,22.5
117.3206912,187.1040406,1.3999,24
117.3292033,187.1301531,1.4394,36.3
117.3377154,187.1562508,1.426,66.9
117.3462274,187.1823335,1.4123,92.9
117.3547395,187.2084012,1.3873,66.3
117.3632516,187.234454,1.4755,35.7
117.3717637,187.2604916,1.5013,23.4
117.3802758,187.2865142,1.5033,18.4
117.3887879,187.3125216,1.4859,16.4
117.3973,187.3385138,1.4828,15.8
117.4058121,187.3644908,1.4532,16.8
117.4143241,187.3904525,1.414,18.8
117.4228362,187.4163989,1.4082,25.1
117.4313483,187.44233,1.2726,27.2
117.4398604,187.4682456,1.1927,19.5
117.4483725,187.4941458,0.6028,13.5
117.4483725,187.4941458,0.2891,12.2
117.4568846,187.5200305,1.1401,11.1
117.4653967,187.5458997,1.2471,11.5
117.4739088,187.5717532,1.043,12.3
117.4824208,187.5975912,1.368,12
117.4909329,187.6234135,1.4035,12.6
117.499445,187.6492201,1.388,14.5
117.5079571,187.675011,1.3863,17.1
117.5164692,187.7007861,1.43,20.1
117.5249813,187.7265453,1.3532,23
117.5334934,187.7522887,1.4197,27.5
117.5420054,187.7780161,1.4367,26
117.5505175,187.8037276,1.4458,19.9
117.5590296,187.8294231,0.9588,15.6
117.5675417,187.8551025,1.3108,14.3
117.5760538,187.8807659,1.4257,14.3
117.5845659,187.9064131,1.4408,12.8
117.593078,187.9320442,1.3876,10.6
117.593078,187.9320442,0.592,8.4
117.6015901,187.957659,-0.2312,8.3
117.6101021,187.9832576,0.1417,10.4
117.6186142,188.0088398,1.2531,12.7
117.6271263,188.0344058,1.0129,13.9
117.6356384,188.0599553,1.0686,13.8
117.6441505,188.0854884,1.1802,13.1
117.6526626,188.111005,1.4563,12.9
117.6611747,188.1365052,1.44,13.3
117.6696868,188.1619887,1.4824,13.5
117.6781988,188.1874557,1.4423,13.1
117.6867109,188.212906,1.4538,12.7
117.695223,188.2383396,1.5328,12.3
117.7037351,188.2637565,1.4268,12.1
117.7122472,188.2891566,1.4031,12.1
117.7207593,188.3145399,1.4297,12.1
117.7292714,188.3399064,1.4344,12.4
117.7377835,188.3652559,1.4407,13.2
117.7462955,188.3905885,1.4153,14.2
117.7548076,188.4159041,1.4169,12.7
117.7633197,188.4412027,1.3672,11.7
117.7718318,188.4664842,1.4426,11.4
117.7803439,188.4917486,1.4453,11.5
117.788856,188.5169958,1.4387,11.8
117.7973681,188.5422259,1.4482,12.4
117.8058801,188.5674387,1.4624,12.7
117.8143922,188.5926342,1.4427,12.4
117.8229043,188.6178124,1.4379,11.8
117.8314164,188.6429732,1.4277,11.4
117.8399285,188.6681166,1.4528,11.2
117.8484406,188.6932425,1.4289,11.3
117.8569527,188.7183509,1.4725,11.2
117.8654648,188.7434418,1.4314,10.9
117.8739768,188.7685151,1.4281,11.1
117.8824889,188.7935708,1.5036,11.5
117.891001,188.8186088,1.3776,12.5
117.8995131,188.8436291,1.4303,14.6
117.9080252,188.8686316,1.4437,16.8
117.9165373,188.8936164,1.442,15.1
117.9250494,188.9185832,1.504,13.7
117.9335615,188.9435323,1.4919,13.3
117.9420735,188.9684633,1.4519,12.1
117.9505856,188.9933764,1.5713,11.4
117.9590977,189.0182715,1.4404,11
117.9676098,189.0431486,1.4566,10.9
117.9761219,189.0680075,1.4427,10.7
117.984634,189.0928483,1.4019,10.6
117.9931461,189.1176709,1.4183,10.5
118.0016582,189.1424753,1.3923,10.6
118.0101702,189.1672614,1.4253,10.6
118.0186823,189.1920292,1.4247,10.8
118.0271944,189.2167786,1.433899999,10.9
118.0357065,189.2415097,1.4376,10.7
118.0442186,189.2662223,1.4215,10.2
118.0527307,189.2909164,1.4196,10
118.0612428,189.315592,1.4062,10
118.0697549,189.340249,1.3794,9.8
118.0782669,189.3648874,1.4056,9.7
118.086779,189.3895072,1.4022,9.6
118.0952911,189.4141082,1.4336,9.5
118.1038032,189.4386906,1.4308,9.5
118.1123153,189.4632541,1.3625,9.8
118.1208274,189.4877988,1.3721,10.4
118.1293395,189.5123246,1.3704,11.9
118.1378515,189.5368315,1.4669,13.4
118.1463636,189.5613195,1.4772,14.4
118.1548757,189.5857885,1.4582,14.8
118.1633878,189.6102384,1.4931,14.8
118.1718999,189.6346693,1.5163,14.7
118.180412,189.659081,1.5407,14.9
118.1889241,189.6834735,1.4832,14.7
118.1974362,189.7078469,1.4909,13.8
118.2059482,189.7322009,1.2742,12.1
118.2144603,189.7565357,0.7056,11
118.2229724,189.7808512,1.2456,10.9
118.2314845,189.8051472,1.0575,11.4
118.2399966,189.8294239,1.2478,12.6
118.2485087,189.8536811,0.7977,13.6
118.2570208,189.8779187,1.0288,13.3
118.2655329,189.9021368,1.267,13.4
118.2740449,189.9263353,1.3533,13.8
118.282557,189.9505142,1.393,14.6
118.2910691,189.9746734,1.5301,15.7
118.2995812,189.9988128,1.522,16.1
118.3080933,190.0229315,1.5293,15.9
118.3166054,190.0470282,1.5422,15.6
118.3251175,190.0711028,1.5541,15.2
118.3336296,190.0951555,1.453,15.2
118.3421416,190.1191863,1.4377,16.6
118.3506537,190.1431953,1.381,20.8
118.3591658,190.1671824,1.4205,29.2
118.3676779,190.1911477,1.4895,41.2
118.37619,190.2150913,1.7663,50.8
118.3847021,190.2390132,1.8178,51.4
118.3932142,190.2629135,1.62949,42.7
118.4017263,190.2867921,1.5229,31.2
118.4102383,190.3106491,1.4939,23
118.4187504,190.3344846,1.4956,18.7
118.4272625,190.3582986,1.4376,16.5
118.4357746,190.3820912,1.4129,15
118.4442867,190.4058623,1.208,13.6
118.4527988,190.4296121,1.301,12
118.4613109,190.4533405,0.62039,10.4
118.4672693,190.4699378,0.3438,10.5
118.4757814,190.49363,0.6666,13
118.4842935,190.5173011,0.7312,17.3
118.4928056,190.5409509,1.4753,20.6
118.5013177,190.5645796,1.4423,20.7
118.5098298,190.5881872,1.3563,18.5
118.5183418,190.6117738,1.3654,16.1
118.5268539,190.6353393,1.3974,14.5
118.535366,190.6588839,1.3582,13.3
118.5438781,190.6824075,1.3815,12.4
118.5523902,190.7059102,1.4116,11.8
118.5609023,190.7293921,1.3559,11.3
118.5694144,190.7528532,1.38,10.8
118.5779265,190.7762935,1.4274,10
118.5864385,190.799713,1.3592,9.5
118.5949506,190.8231119,1.3757,9.5
118.6034627,190.8464901,1.3968,10.1
118.6119748,190.8698477,1.3613,11.1
118.6204869,190.8931847,1.3696,12.7
118.628999,190.9165012,1.4187,14.1
118.6375111,190.9397972,1.3181,15.6
118.6460232,190.9630728,1.4616,16.9
118.6545352,190.986328,1.4313,18.3
118.6630473,191.0095628,1.449,19.1
118.6715594,191.0327773,1.4091,18
118.6800715,191.0559715,1.3837,15.7
118.6885836,191.0791454,1.3621,13
118.6970957,191.1022992,1.3434,10.9
118.7056078,191.1254327,1.3697,10
118.7141199,191.1485462,1.3482,10.1
118.7226319,191.1716396,1.3529,11.1
118.731144,191.194713,1.3864,13.4
118.7396561,191.2177663,1.3765,16.1
118.7481682,191.2407997,1.4726,17.9
118.7566803,191.2638132,1.3815,19.1
118.7651924,191.2868068,1.4524,19.8
118.7737045,191.3097806,1.4344,18
118.7822165,191.3327346,1.3719,14.9
118.7907286,191.3556688,1.3329,12.5
118.7992407,191.3785833,1.2248,10.8
118.7566803,191.2638132,1.3761,11.3
118.7651924,191.2868068,1.3671,10.7
118.7737045,191.3097806,1.3911,10
118.7822165,191.3327346,1.3063,8.7
118.7907286,191.3556688,1.3832,7
118.7992407,191.3785833,1.3584,5.1
118.8077528,191.4014782,0.733,3
118.8162649,191.4243534,-0.2333,1.5
118.824777,191.447209,-0.247,0.6
118.8332891,191.4700451,-0.2566,0.4
118.8418012,191.4928617,-0.2496,0.6
118.8503132,191.5156588,-0.2468,1.4
118.8588253,191.5384365,-0.103,2.8
118.8673374,191.5611948,0.7501,4.4
118.8758495,191.5839338,1.3334,5.7
118.8843616,191.6066534,1.3678,6.4
118.8928737,191.6293538,1.3627,6.6
118.9013858,191.652035,1.3234,6.8
118.9098979,191.674697,1.3668,6.8
118.9184099,191.6973398,1.3556,6.6
118.926922,191.7199636,1.3174,6.5
118.9354341,191.7425683,1.3424,6.6
118.9439462,191.765154,1.3905,6.6
118.9524583,191.7877207,1.3674,6.9
118.9609704,191.8102685,1.358,7.6
118.9694825,191.8327973,1.2984,9.5
118.9779946,191.8553074,1.3406,13.3
118.9865066,191.8777986,1.3474,20.8
118.9950187,191.900271,1.3354,32.9
119.0035308,191.9227247,1.4888,45.6
119.0120429,191.9451597,1.4747,50.7
119.020555,191.9675761,1.4076,46
119.0290671,191.9899739,1.2262,36.5
119.0375792,192.0123531,1.2774,26.9
119.0460912,192.0347137,1.4404,19.1
119.0546033,192.0570559,1.3734,13.5
119.0631154,192.0793797,1.3845,10.3
119.0716275,192.101685,1.3848,8.5
119.0801396,192.123972,1.3153,7.3
119.0886517,192.1462406,1.0836,6.6
119.0971638,192.168491,1.238,6
119.1056759,192.1907231,1.283,5.8
119.1141879,192.212937,1.2639,5.6
119.1227,192.2351328,1.2113,5.6
119.1312121,192.2573105,1.2313,5.8
119.1397242,192.27947,1.2516,6.1
119.1482363,192.3016116,1.2163,6.6
119.1567484,192.3237351,1.1983,7.3
119.1652605,192.3458407,1.2352,7.7
119.1737726,192.3679284,1.1716,7.1
119.1822846,192.3899982,1.0985,7.9
119.1907967,192.4120501,1.1495,8.1
119.1993088,192.4340843,1.2566,8
119.2078209,192.4561007,1.1651,7.5
119.216333,192.4780995,1.1858,6.9
119.2248451,192.5000805,1.2322,6.7
119.2333572,192.5220439,1.3193,6.7
119.2418693,192.5439898,1.35,6.7
119.2503813,192.565918,1.2868,6.6
119.2588934,192.5878288,1.2423,6.6
119.2674055,192.6097221,1.305,6.9
119.2759176,192.631598,1.2238,7.4
119.2844297,192.6534566,1.2458,8.6
119.2929418,192.6752977,1.2973,11
119.3014539,192.6971216,1.39,14.1
119.309966,192.7189282,1.5074,15.3
119.318478,192.7407176,1.4056,13.3
119.3269901,192.7624898,1.378,11.2
119.3355022,192.7842449,1.3706,10.3
119.3440143,192.8059828,1.3824,11.2
119.3525264,192.8277038,1.4207,13.4
119.3610385,192.8494077,1.4626,16
119.3695506,192.8710946,1.6304,16.6
119.3780626,192.8927646,1.4009,14.2
119.3865747,192.9144177,1.4459,11.6
119.3950868,192.9360539,1.4479,10.2
119.4035989,192.9576734,1.4744,9.5
119.412111,192.9792761,1.4342,8.9
119.4206231,193.000862,1.4014,8.4
119.4291352,193.0224313,1.3641,8
119.4376473,193.0439839,1.2869,8.1
119.4461593,193.0655199,1.3677,8.3
119.4546714,193.0870393,1.3975,8.6
119.4631835,193.1085422,1.4442,8.7
119.4716956,193.1300286,1.29259,8.6
119.4802077,193.1514986,1.1682,8.6
119.4916054,193.1802212,0.2475,9.7
119.4999666,193.2012731,0.776,13.1
119.5083278,193.2223093,0.7119,15.7
119.516689,193.2433298,1.1044,17.2
119.5250502,193.2643346,1.3162,18.7
119.5334114,193.2853238,1.2207,19.3
119.5417726,193.3062975,1.285,17.2
119.5501338,193.3272556,1.28049,14.4
119.558495,193.3481982,1.3587,12.7
119.5668562,193.3691253,1.4507,11.7
119.5752174,193.390037,1.431,11.5
119.5835786,193.4109334,1.4383,11.4
119.5919398,193.4318143,1.4465,11.4
119.600301,193.45268,1.3832,11.6
119.6086622,193.4735304,1.3699,12
119.6170234,193.4943656,1.2514,12
119.6253846,193.5151856,1.4663,11.9
119.6337458,193.5359904,1.4961,12.1
119.642107,193.5567801,1.478,12
119.6504682,193.5775547,1.4384,12.7
119.6588294,193.5983143,1.4316,14.6
119.6671906,193.6190589,1.5359,16.1
119.6755518,193.6397885,1.459,14.7
119.683913,193.6605032,1.4992,13.4
119.6922742,193.6812031,1.5284,13.4
119.7006355,193.7018881,1.5061,14
119.7089967,193.7225582,1.42,15.2
119.7173579,193.7432137,1.1377,17.7
119.7257191,193.7638543,1.0245,22.9
119.7340803,193.7844803,1.4236,31.6
119.7424415,193.8050917,1.3148,26.4
119.7508027,193.8256884,1.1211,15.5
119.7591639,193.8462706,1.2809,11.6
119.7675251,193.8668382,1.3538,10.3
119.7758863,193.8873913,1.24,9.9
119.7842475,193.90793,1.3568,9.8
119.7926087,193.9284542,1.48,9.8
119.8009699,193.9489641,1.5477,10.2
119.8093311,193.9694597,1.5031,10.4
119.8176923,193.9899409,1.535,10.6
119.8260535,194.0104079,1.5222,10.6
119.8344147,194.0308606,1.5042,10.6
119.8427759,194.0512991,0.645,11.1
119.8511371,194.0717236,1.3754,12.2
119.8594983,194.0921339,1.4631,13.4
119.8678595,194.1125301,1.5098,13.4
119.8762207,194.1329123,1.4909,12.5
119.8845819,194.1532805,1.2607,11.8
119.8929431,194.1736348,0.9499,11.8
119.9013043,194.1939751,1.1705,12.2
119.9096656,194.2143016,1.3484,13.2
119.9180268,194.2346142,1.3565,15.1
119.926388,194.254913,1.4366,17.7
119.9347492,194.2751981,1.59319,19.1
119.9431104,194.2954694,1.5215,17.4
119.9514716,194.3157271,1.4976,15
119.9598328,194.3359711,1.4664,13.5
119.968194,194.3562015,1.5054,12.9
119.9765552,194.3764183,1.4956,12.7
119.9849164,194.3966217,1.5076,12.6
119.9932776,194.4168115,1.5213,12.6
120.0016388,194.4369879,1.4759,12.5
120.01,194.4571508,1.4866,12.7
120.0183612,194.4773004,1.5092,12.9
120.0267224,194.4974367,1.5163,13
120.0350836,194.5175597,1.5427,13.1
120.0434448,194.5376694,1.5169,12.8
120.051806,194.5577658,1.5498,12.8
120.0601672,194.5778492,1.5238,12.7
120.0685284,194.5979193,1.5258,12.7
120.0768896,194.6179764,1.558,12.7
120.0852508,194.6380204,1.5584,12.4
120.093612,194.6580514,1.563,12.2
120.1019732,194.6780694,1.5116,11.9
120.1103344,194.6980744,1.5244,11.8
120.1186957,194.7180665,1.5353,11.8
120.1270569,194.7380458,1.5404,11.8
120.1354181,194.7580122,1.5266,0
120.1437793,194.7779659,1.5426,11.7
120.1521405,194.7979068,1.55689,11.8
120.1605017,194.817835,1.5432,11.7
120.1688629,194.8377505,1.5317,11.6
120.1772241,194.8576533,1.507,11.8
120.1855853,194.8775436,1.5433,11.9
120.1939465,194.8974213,1.5512,11.9
120.2023077,194.9172865,1.533,11.8
120.2106689,194.9371392,1.5302,11.9
120.2190301,194.9569794,1.5316,11.9
120.2273913,194.9768073,1.478,12
120.2357525,194.9966227,1.53479,12.1
120.2441137,195.0164259,1.5345,12.3
120.2524749,195.0362168,1.4998,12.4
120.2608361,195.0559954,1.5384,12.8
120.2691973,195.0757618,1.5184,13.1
120.2775585,195.095516,1.5313,13.3
120.2859197,195.1152581,1.4959,13
120.2942809,195.1349881,1.4208,12.7
120.3026421,195.1547061,1.5249,13
120.3110033,195.174412,1.4664,13
120.3193645,195.1941059,1.517,12.7
120.3277258,195.2137879,1.4344,12.5
120.336087,195.233458,1.4783,12.6
120.3444482,195.2531163,1.4287,12.8
120.3528094,195.2727627,1.4222,13.1
120.3611706,195.2923973,1.4164,14.2
120.3695318,195.3120202,1.4816,16.6
