Depth,age,Gamma Density,MS Loop (negs removed)
237.7707582,896.117548,1.4537,21.8
237.7792964,896.167044,1.4636,24
237.7878347,896.2165108,1.5575,26
237.796373,896.2659484,1.5833,27.1
237.8049112,896.3153566,1.503,26.6
237.8134495,896.3647356,1.5227,25.3
237.8219877,896.4140851,1.54,24.7
237.830526,896.4634053,1.5176,24.9
237.8390642,896.5126961,1.5221,26.4
237.8476025,896.5619574,1.5216,29.5
237.8561407,896.6111892,1.291,34.5
237.864679,896.6603915,1.5965,41.5
237.8732172,896.7095643,1.719,47.2
237.8817555,896.7587075,1.5828,47.7
237.8902937,896.807821,1.2669,41.4
237.898832,896.8569049,1.2046,32.4
237.9073702,896.9059591,1.457,26.6
237.9159085,896.9549836,1.5128,25.4
237.9244467,897.0039783,1.5355,27.3
237.932985,897.0529432,1.5899,29.7
237.9415232,897.1018783,1.5384,30.2
237.9500615,897.1507836,1.4974,28.9
237.9585997,897.1996589,1.4963,27
237.967138,897.2485044,1.594,25
237.9756762,897.2973199,1.575,22.6
237.9842145,897.3461054,1.5239,20.1
237.9927527,897.3948609,1.5361,18
238.001291,897.4435863,1.5691,16.9
238.0098292,897.4922816,1.5082,16.1
238.0183675,897.5409468,1.4625,15.6
238.0269057,897.5895818,1.5063,15.3
238.035444,897.6381867,1.53679,15.4
238.0439822,897.6867613,1.4985,15.5
238.0525205,897.7353057,1.5326,15.1
238.0610587,897.7838198,1.5088,14.8
238.069597,897.8323036,1.519,14.7
238.0781352,897.880757,1.5062,14.9
238.0866735,897.92918,1.534,14.7
238.0952117,897.9775726,1.5584,14.4
238.10375,898.0259347,1.5059,14.1
238.1122883,898.0742664,1.55289,13.9
238.1208265,898.1225675,1.54679,14
238.1293648,898.170838,1.3359,14.4
238.137903,898.219078,1.4898,15.2
238.1464413,898.2672874,1.5927,16.4
238.1549795,898.315466,1.6973,17.4
238.1635178,898.363614,1.6418,17.3
238.172056,898.4117313,1.5616,15.9
238.1805943,898.4598178,1.5128,14.2
238.1891325,898.5078735,1.503,13.1
238.1976708,898.5558984,1.4883,12.4
238.206209,898.6038925,1.4204,11.4
238.2147473,898.6518556,1.099,10.4
238.2232855,898.6997878,1.2025,9.5
238.2318238,898.7476891,1.2799,8.6
238.240362,898.7955593,1.29459,7.6
238.2497541,898.8481808,0.6106,7.2
238.2582923,898.8959859,1.2127,7.3
238.2668306,898.9437598,1.0826,7.9
238.2753689,898.9915027,1.1905,8.5
238.2839071,899.0392144,1.1354,9.2
238.2924454,899.0868949,1.3609,9.7
238.3009836,899.1345441,1.3884,10.1
238.3095219,899.1821621,1.3395,10.6
238.3180601,899.2297488,1.4799,11
238.3265984,899.2773042,1.5097,11.2
238.3351366,899.3248282,1.5069,11.5
238.3436749,899.3723208,1.5282,11.6
238.3522131,899.4197819,1.5556,11.8
238.3607514,899.4672116,1.5282,11.9
238.3692896,899.5146099,1.5211,12
238.3778279,899.5619765,1.5202,12
238.3863661,899.6093117,1.4313,11.9
238.3949044,899.6566152,1.4804,11.9
238.4034426,899.7038871,1.4737,12
238.4119809,899.7511273,1.49,12.1
238.4205191,899.7983358,1.3485,12.1
238.4290574,899.8455126,1.4556,12.2
238.4375956,899.8926576,1.454,12.3
238.4461339,899.9397709,1.4563,12.3
238.4546721,899.9868522,1.4238,12.1
238.4632104,900.0339018,1.510499,12.1
238.4717486,900.0809194,1.4906,12.3
238.4802869,900.1279051,1.5498,12.7
238.4888251,900.1748588,1.5193,13.1
238.4973634,900.2217806,1.5662,13.6
238.5059016,900.2686703,1.5492,14.1
238.5144399,900.3155279,1.5309,14.5
238.5229781,900.3623535,1.4931,14.9
238.5315164,900.4091469,1.5251,15.5
238.5400546,900.4559081,1.5319,15.9
238.5485929,900.5026371,1.5478,16.1
238.5571311,900.5493339,1.567,16
238.5656694,900.5959985,1.5835,15.5
238.5742077,900.6426307,1.5885,14.9
238.5827459,900.6892306,1.5383,13.9
238.5912842,900.7357982,1.460099,13.2
238.5998224,900.7823333,1.4282,13.1
238.6083607,900.828836,1.4321,13.2
238.6168989,900.8753062,1.5027,13.6
238.6254372,900.921744,1.5607,14.1
238.6339754,900.9681492,1.4941,14.3
238.6425137,901.0145218,1.4636,14.3
238.6510519,901.0608618,1.506,14.1
238.6595902,901.1071692,1.5261,13.9
238.6681284,901.153444,1.5242,13.8
238.6766667,901.199686,1.2755,13.8
238.6852049,901.2458953,1.5179,13.9
238.6937432,901.2920718,1.5421,13.9
238.7022814,901.3382155,1.5605,13.7
238.7108197,901.3843264,1.5169,13.4
238.7193579,901.4304044,1.5128,13.1
238.7278962,901.4764496,1.5661,13.1
238.7364344,901.5224617,1.5659,12.9
238.7449727,901.568441,1.4801,12.5
238.7535109,901.6143872,1.4562,12.1
238.7620492,901.6603003,1.5048,11.9
238.7705874,901.7061805,1.5136,11.9
238.7791257,901.7520275,1.4965,12
238.7876639,901.7978413,1.4933,12
238.7962022,901.843622,1.5174,11.8
238.8047404,901.8893695,1.5012,11.6
238.8132787,901.9350838,1.5018,11.1
238.8218169,901.9807648,1.473,10.3
238.8303552,902.0264125,1.4553,9.3
238.8388934,902.0720268,0.8248,8.6
238.8474317,902.1176078,0.2548,9.1
238.8559699,902.1631554,1.4066,9.7
238.8645082,902.2086695,1.4014,10.1
238.8730464,902.2541502,1.3332,10.2
238.8815847,902.2995973,1.3176,10.1
238.890123,902.345011,1.3841,10.2
238.8986612,902.390391,1.3647,10.4
238.9071995,902.4357375,1.4616,10.7
238.9157377,902.4810503,1.4566,11
238.924276,902.5263294,1.4461,11
238.9328142,902.5715749,1.4174,10.9
238.9413525,902.6167866,1.3388,10.8
238.9498907,902.6619645,1.393,10.6
238.958429,902.7071086,1.4059,10.3
238.9669672,902.7522189,1.4708,10
238.9755055,902.7972953,1.4082,9.8
238.9840437,902.8423378,1.3008,9.6
238.992582,902.8873464,1.4117,9.6
239.0011202,902.932321,1.3829,9.8
239.0096585,902.9772616,1.2268,9.9
239.0181967,903.0221681,1.3681,10
239.026735,903.0670406,1.4275,10.1
239.0352732,903.111879,1.4683,10.1
239.0438115,903.1566832,1.4512,10.3
239.0523497,903.2014533,1.4362,10.5
239.060888,903.2461891,1.4342,10.6
239.0694262,903.2908908,1.47,10.7
239.0779645,903.3355581,1.4862,10.9
239.0865027,903.3801911,1.4733,11
239.095041,903.4247898,1.4919,11.1
239.1035792,903.4693542,1.5058,11.1
239.1121175,903.5138841,1.5082,11.2
239.1206557,903.5583796,1.5274,11.2
239.129194,903.6028406,1.5357,11.1
239.1377322,903.6472671,1.4996,11.1
239.1462705,903.691659,1.5192,11.1
239.1548087,903.7360164,1.4948,11
239.163347,903.7803392,1.4569,11
239.1718852,903.8246273,1.5064,10.9
239.1804235,903.8688808,1.4897,10.7
239.1889617,903.9130995,1.52469,10.7
239.1975,903.9572835,1.5127,10.5
239.2060383,904.0014328,1.5052,10.1
239.2145765,904.0455472,1.4875,9.2
239.2145765,904.0455472,1.512,7.8
239.2231148,904.0896268,0.2796,6.4
239.231653,904.1336715,-0.2409,5.8
239.2401913,904.1776813,0.6915,6.6
239.2487295,904.2216562,1.3752,7.7
239.2572678,904.2655961,1.4252,8.4
239.265806,904.3095009,1.4754,8.5
239.2743443,904.3533708,1.4632,8.1
239.2828825,904.3972055,0.2104,7.8
239.2914208,904.4410052,0.9095,8.3
239.299959,904.4847697,1.4502,9
239.3084973,904.528499,1.5435,9.3
239.3170355,904.5721931,1.5477,9
239.3255738,904.615852,1.4514,8
239.334112,904.6594756,0.9176,6.9
239.3426503,904.7030639,-0.156,6.7
239.3511885,904.7466169,0.4816,7.5
239.3597268,904.7901344,0.9022,8.4
239.368265,904.8336166,1.232,9.3
239.3768033,904.8770633,1.4677,10.2
239.3853415,904.9204746,1.5172,10.9
239.3938798,904.9638503,1.55089,11.3
239.402418,905.0071905,1.5296,11.4
239.4109563,905.0504951,1.4822,11.6
239.4194945,905.0937641,1.4665,12
239.4280328,905.1369975,1.4765,12.5
239.436571,905.1801952,1.4555,13.1
239.4451093,905.2233571,1.5001,13.8
239.4536475,905.2664834,1.4237,15.5
239.4621858,905.3095738,1.407,19.3
239.470724,905.3526285,1.2673,26.8
239.514988,905.5752569,0.4697,35.6
239.5249641,905.6252986,0.7892,40.5
239.5349401,905.675291,1.2245,46.9
239.5449162,905.7252342,1.159,69.1
239.5548923,905.7751281,1.374,124.4
239.5648683,905.8249726,1.3781,166.1
239.5748444,905.8747676,1.4221,129.3
239.5848204,905.9245131,1.412,66.7
239.5947965,905.9742092,1.4206,35
239.6047725,906.0238556,1.3151,25.7
239.6147486,906.0734523,1.195,27.4
239.6247247,906.1229994,1.1531,32.2
239.6347007,906.1724967,1.1526,37.7
239.6446768,906.2219442,1.1031,50.7
239.6546528,906.2713418,0.8973,62.4
239.6646289,906.3206895,1.3853,48.2
239.6746049,906.3699872,1.4432,28.9
239.684581,906.419235,1.3054,21.7
239.6945571,906.4684326,1.2783,24.9
239.7045331,906.5175801,1.2998,38.5
239.7145092,906.5666774,1.1795,45.8
239.7244852,906.6157245,1.0621,34.1
239.7344613,906.6647213,1.298,22.3
239.7444374,906.7136678,1.412,17.1
239.7544134,906.7625638,1.4011,15.3
239.7643895,906.8114095,1.4707,14.4
239.7743655,906.8602046,1.4488,15
239.7843416,906.9089491,1.3518,18.7
239.7943176,906.957643,1.4977,27.5
239.8042937,907.0062863,1.0279,35.5
239.8142698,907.0548789,1.2287,31.5
239.8242458,907.1034207,1.374,26.8
239.8342219,907.1519116,1.4135,23.7
239.8441979,907.2003517,1.4435,20.2
239.854174,907.2487409,1.493,18.3
239.86415,907.2970791,1.5178,16.3
239.8741261,907.3453662,1.5195,15.9
239.8841022,907.3936022,1.5252,17.2
239.8940782,907.4417872,1.4268,17.5
239.9040543,907.4899209,1.4798,15
239.9140303,907.5380033,1.4569,12.8
239.9240064,907.5860345,1.4838,12
239.9339824,907.6340143,1.4886,12
239.9439585,907.6819427,1.4959,13.5
239.9539346,907.7298196,1.4808,17.3
239.9639106,907.777645,1.4993,21.6
239.9738867,907.8254188,1.4274,20.7
239.9838627,907.873141,1.4717,16.9
239.9938388,907.9208116,1.4625,14.4
240.0038148,907.9684304,1.4773,13.4
240.0137909,908.0159974,1.4254,12.7
240.023767,908.0635126,1.4917,12.1
240.033743,908.1109759,1.4869,11.6
240.0437191,908.1583872,1.454,11.4
240.0536951,908.2057466,1.438,11.5
240.0636712,908.2530539,1.4882,12.4
240.0736472,908.3003091,1.4474,15
240.0836233,908.3475122,1.5312,18.4
240.0935994,908.394663,1.3847,19.4
240.1035754,908.4417616,1.1086,21.2
240.1135515,908.4888078,1.2322,21.3
240.1235275,908.5358017,1.291,18.3
240.1335036,908.5827432,1.2852,16.5
240.1434796,908.6296322,1.3633,16.1
240.1534557,908.6764686,1.3172,15.5
240.1634318,908.7232525,1.2556,14.8
240.1734078,908.7699837,1.4806,14.1
240.1833839,908.8166623,1.4445,13.9
240.1933599,908.8632881,1.5203,14.2
240.203336,908.9098611,1.5764,14.7
240.2133121,908.9563812,1.5215,14.9
240.2232881,909.0028485,1.5242,14.6
240.2332642,909.0492628,1.5344,13.8
240.2432402,909.0956241,1.3609,13.3
240.2532163,909.1419323,1.4083,13.3
240.2631923,909.1881874,1.5614,13.6
240.2731684,909.2343893,1.508,13.7
240.2831445,909.280538,1.4589,13.7
240.2931205,909.3266334,1.4963,13.6
240.3030966,909.3726756,1.534,13.4
240.3130726,909.4186643,1.3127,13
240.3230487,909.4645996,1.2103,12.5
240.3330247,909.5104813,1.0601,12.4
240.3430008,909.5563096,1.3599,12.5
240.3529769,909.6020842,1.476,12.9
240.3629529,909.6478052,1.3794,14.5
240.372929,909.6934725,1.4982,17.5
240.382905,909.7390861,1.4834,16.6
240.3928811,909.7846458,1.32279,14
240.4028571,909.8301517,1.3969,13.5
240.4128332,909.8756036,1.3767,13.7
240.4228093,909.9210016,1.471,13.9
240.4327853,909.9663456,1.512,13.9
240.4427614,910.0116354,1.5523,13.4
240.4527374,910.0568712,1.3954,13
240.4627135,910.1020527,1.2272,12.6
240.4726895,910.1471801,1.2658,12.7
240.4826656,910.1922531,1.4119,12.9
240.4926417,910.2372718,1.4533,13.1
240.5026177,910.2822361,1.4505,13.2
240.5125938,910.327146,1.5137,13.4
240.5225698,910.3720013,1.5218,13.8
240.5325459,910.4168021,1.53879,14.1
240.5425219,910.4615483,1.5788,14.1
240.552498,910.5062398,1.4045,13.8
240.5624741,910.5508766,1.3709,13.4
240.5724501,910.5954586,1.2388,13.4
240.5824262,910.6399858,1.4069,13.4
240.5924022,910.6844581,1.47,13.6
240.6023783,910.7288755,1.5171,13.6
240.6123543,910.7732379,1.4727,13.8
240.6223304,910.8175453,1.4873,14
240.6323065,910.8617976,1.5252,14.1
240.6422825,910.9059947,1.4621,14
240.6522586,910.9501367,1.4613,13.9
240.6622346,910.9942233,1.4437,13.9
240.6722107,911.0382547,1.5088,14.2
240.6821868,911.0822308,1.4741,14.7
240.6921628,911.1261514,1.593,15.2
240.7021389,911.1700165,1.5345,15.5
240.7121149,911.2138262,1.4309,15.8
240.722091,911.2575803,1.4779,15.4
240.732067,911.3012787,1.4328,14.8
240.7420431,911.3449215,1.4865,14.5
240.7520192,911.3885085,1.5194,14.4
240.7619952,911.4320398,1.599,14.3
240.7719713,911.4755152,1.5009,14
240.7819473,911.5189347,1.5005,13.7
240.7919234,911.5622983,1.5176,13.4
240.8018994,911.6056059,1.5038,13.1
240.8118755,911.6488574,1.4816,12.8
240.8218516,911.6920528,1.3637,12.2
240.8318276,911.7351921,1.3354,11.4
240.8418037,911.7782752,1.2319,10.4
240.8517797,911.821302,1.2708,9
240.8617558,911.8642725,1.0691,7.9
240.8497845,911.8127011,0.53569,7.9
240.8597606,911.8556829,0.3621,9.2
240.8697366,911.8986083,0.0742,11.3
240.8797127,911.9414772,0.722,13
240.8896887,911.9842898,1.3037,14.8
240.8996648,912.0270458,1.3868,15.5
240.9096409,912.0697452,1.434,15.5
240.9196169,912.112388,1.4615,15.1
240.929593,912.1549741,1.5127,14.8
240.939569,912.1975035,1.4986,14.6
240.9495451,912.2399761,1.54689999,14.5
240.9595211,912.2823918,1.5531,14.4
240.9694972,912.3247507,1.5395,14.3
240.9794733,912.3670526,1.5277,13.8
240.9894493,912.4092975,1.4452,13.4
240.9994254,912.4514854,1.3969,12.8
241.0094014,912.4936161,1.3743,12.6
241.0193775,912.5356897,1.4402,12.5
241.0293536,912.5777061,1.3784,12.7
241.0393296,912.6196652,1.4818,13.3
241.0493057,912.661567,1.4895,13.9
241.0592817,912.7034114,1.0681,13.9
241.0692578,912.7451984,1.27039,13.8
241.0792338,912.7869279,1.3192,14
241.0892099,912.8285999,1.3701,14.3
241.099186,912.8702143,1.446,14.3
241.109162,912.9117711,1.4477,14.1
241.1191381,912.9532701,1.5167,13.8
241.1291141,912.9947115,1.5236,13.4
241.1390902,913.036095,1.0992,13.1
241.1490662,913.0774206,1.4412,12.8
241.1590423,913.1186884,0.9813,12.9
241.1690184,913.1598982,1.286,13.2
241.1789944,913.20105,1.4039,13.8
241.1889705,913.2421437,1.4093,14.3
241.1989465,913.2831793,1.4154,14.6
241.2089226,913.3241567,1.514,14.7
241.2188986,913.3650759,1.4979,14.7
241.2288747,913.4059368,1.5416,14.6
241.2388508,913.4467394,1.51,14.6
241.2488268,913.4874836,1.5248,14.7
241.2588029,913.5281694,1.538,14.8
241.2687789,913.5687966,1.5184,14.9
241.278755,913.6093654,1.4974,14.7
241.288731,913.6498755,1.5227,14.5
241.2987071,913.6903269,1.5447,14.2
241.3086832,913.7307197,1.5479,13.9
241.3186592,913.7710537,1.5268,13.8
241.3286353,913.8113289,1.488,13.6
241.3386113,913.8515452,1.481,13.4
241.3485874,913.8917026,1.4818,13.3
241.3585634,913.931801,1.4412,13.3
241.3685395,913.9718404,1.5167,13.3
241.3785156,914.0118207,1.5034,13.3
241.3884916,914.0517419,1.4925,13.4
241.3984677,914.0916039,1.4712,13.7
241.4084437,914.1314067,1.5237,14.1
241.4184198,914.1711502,1.5443,14.1
241.4283958,914.2108343,1.5334,13.9
241.4383719,914.250459,1.5284,13.6
241.448348,914.2900243,1.4792,13.3
241.458324,914.32953,1.4357,13.2
241.4683001,914.3689762,1.4977,13.2
241.4782761,914.4083628,1.5058,13.4
241.4882522,914.4476897,1.510499,13.4
241.4982283,914.4869569,1.4958,13.4
241.5082043,914.5261644,1.4401,13.3
241.5181804,914.565312,1.5108,12.9
241.5281564,914.6043997,1.5174,12
241.5381325,914.6434275,1.5069,10.7
241.5481085,914.6823953,0.7178,9.7
241.5580846,914.721303,-0.128,10.1
241.5680607,914.7601507,1.3566,11
241.5780367,914.7989382,1.4758,11.7
241.5880128,914.8376655,1.4886,11.9
241.5979888,914.8763326,1.4934,11.3
241.6079649,914.9149394,1.4425,10.7
241.6179409,914.9534858,-0.0523,10.7
241.627917,914.9919718,1.4306,11.5
241.6378931,915.0304022,1.5233,12.2
241.6478691,915.0687875,1.5215,12.5
241.6578452,915.1071282,1.4492,12.1
241.6678212,915.1454243,1.3827,11.3
241.6777973,915.1836759,0.4482,10.7
241.6877733,915.2218833,-0.1764,11.5
241.6977494,915.2600464,1.3577,13.2
241.7077255,915.2981653,1.4879,14.1
241.7177015,915.3362403,1.502,13.8
241.7276776,915.3742714,1.4888,12.8
241.7376536,915.4122587,0.9991,11.8
241.7476297,915.4502022,0.3701,11.7
241.7576057,915.4881023,1.3206,12.1
241.7675818,915.5259588,1.4699,12.5
241.7775579,915.563772,1.451,12.8
241.7875339,915.6015419,1.4831,12.9
241.79751,915.6392686,1.5238,12.8
241.807486,915.6769524,1.1495,12.7
241.8174621,915.7145932,1.5255,12.9
241.8274381,915.7521911,1.4265,13.1
241.8374142,915.7897464,1.5029,13.4
241.8473903,915.827259,1.5212,13.5
241.8573663,915.8647292,1.5338,13.8
241.8673424,915.9021569,1.4856,14.1
241.8773184,915.9395424,1.5258,14.5
241.8872945,915.9768857,1.5265,14.9
241.8972706,916.0141869,1.4961,15.2
241.9072466,916.0514461,1.5322,15.5
241.9172227,916.0886635,1.4973,16.5
241.9271987,916.1258392,1.4305,19.5
241.9371748,916.1629732,1.49,26.9
241.9471508,916.2000657,1.5173,34.1
241.9571269,916.2371168,1.2959,37.6
241.967103,916.2741265,0.8849,36
241.8841722,915.9652025,0.1593,33.6
241.8924503,915.996169,0.3696,33.2
241.9007285,916.0271065,0.3872,32.5
241.9090066,916.0580152,0.3747,33.5
241.9172848,916.0888951,0.4801,35
241.9255629,916.1197462,0.4209,30.7
241.9338411,916.1505687,0.2131,21.6
241.9421192,916.1813625,-0.128,13.2
241.9503974,916.2121278,-0.1089,8
241.9586755,916.2428645,-0.231,5.4
241.9669536,916.2735729,-0.1803,4.7
241.9752318,916.3042529,-0.0973,5.3
241.9835099,916.3349045,-0.0177,6.9
241.9917881,916.3655279,0.3983,9.4
242.0000662,916.3961231,1.4933,11.7
242.0083444,916.4266902,1.5189,13.2
242.0166225,916.4572292,1.5308,13.6
242.0249007,916.4877402,1.5402,13.4
242.0331788,916.5182233,1.1551,13.1
242.041457,916.5486785,0.8671,13.1
242.0497351,916.5791058,1.1582,13.3
242.0580132,916.6095055,1.2443,14.2
242.0662914,916.6398774,1.2957,17.2
242.0745695,916.6702216,1.4193,21
242.0828477,916.7005383,1.2847,18.3
242.0911258,916.7308275,1.3615,14.7
242.099404,916.7610893,1.2956,13.5
242.1076821,916.7913236,1.084,13
242.1159603,916.8215307,1.3273,12.6
242.1242384,916.8517104,1.3766,12.9
242.1325166,916.881863,1.4234,14.3
242.1407947,916.9119884,1.4419,15.1
242.1490728,916.9420867,1.5031,14
242.157351,916.9721581,1.3727,13.4
242.1656291,917.0022024,1.5058,13.6
242.1739073,917.0322199,1.5262,14.7
242.1821854,917.0622105,1.4893,15.7
242.1904636,917.0921744,1.4511,15
242.1987417,917.1221115,1.3254,13.9
242.2070199,917.152022,1.4101,13.5
242.215298,917.181906,1.4913,13.3
242.2235762,917.2117634,1.3841,13.5
242.2318543,917.2415943,1.4519,14.1
242.2401325,917.2713988,1.435,13.5
242.2484106,917.301177,1.3388,12.8
242.2566887,917.3309289,1.3376,12.5
242.2649669,917.3606546,1.4294,12.4
242.273245,917.3903541,1.3597,12.5
242.2815232,917.4200276,1.5332,12.5
242.2898013,917.449675,1.5506,12.4
242.2980795,917.4792964,1.2021,12.3
242.3063576,917.5088919,1.3287,12.3
242.3146358,917.5384616,1.4203,12.3
242.3229139,917.5680055,1.498,12.2
242.3311921,917.5975237,1.4231,12
242.3394702,917.6270162,1.4911,11.7
242.3477483,917.6564831,1.3631,11.4
242.3560265,917.6859245,1.2198,11.2
242.3643046,917.7153404,1.3297,11.2
242.3725828,917.7447308,1.287,11.1
242.3808609,917.774096,1.1526,10.9
242.3891391,917.8034358,1.0287,10.5
242.3974172,917.8327504,0.9795,10.6
242.4056954,917.8620398,0.7318,10.9
242.4139735,917.8913042,1.2315,11.5
242.4222517,917.9205434,1.4772,11.7
242.4305298,917.9497577,1.4578,11.8
242.4388079,917.9789471,1.4844,11.8
242.4470861,918.0081116,1.5436,11.7
242.4553642,918.0372513,1.5525,11.5
242.4636424,918.0663663,1.473,11.3
242.4719205,918.0954566,1.5561,11.3
242.4801987,918.1245223,1.5571,11.1
242.4884768,918.1535634,1.5179,10.9
242.496755,918.18258,1.5314,10.5
242.5050331,918.2115723,1.4877,10.1
242.5133113,918.2405401,1.437,9.8
242.5215894,918.2694836,1.4673,9.7
242.5298675,918.2984029,1.4328,9.7
242.5381457,918.327298,1.4725,9.9
242.5464238,918.356169,1.54889,10
242.554702,918.3850159,1.4899,9.8
242.5629801,918.4138389,1.5087,9.7
242.5712583,918.4426379,1.5296,9.3
242.5795364,918.471413,1.4657,8.9
242.5878146,918.5001643,1.4801,8.6
242.5960927,918.5288919,1.4403,8.8
242.6043709,918.5575957,1.3972,9.1
242.612649,918.586276,1.4078,8.8
242.6209272,918.6149326,1.4711,8.9
242.6292053,918.6435658,1.4584,9.1
242.6374834,918.6721755,1.3934,9.5
242.6457616,918.7007619,1.4901,9.8
242.6540397,918.7293249,1.5208,10
242.6623179,918.7578646,1.4911,10.1
242.670596,918.7863812,1.5194,10.2
242.6788742,918.8148746,1.5103,10
242.6871523,918.843345,1.52469,10.1
242.6954305,918.8717923,1.478,10.1
242.7037086,918.9002167,1.4971,10
242.7119868,918.9286183,1.4281,10.1
242.7202649,918.9569969,1.4458,10.3
242.728543,918.9853529,1.5252,10.4
242.7368212,919.0136861,1.5038,10.3
242.7450993,919.0419966,1.4281,10.2
242.7533775,919.0702846,1.5079,10.2
242.7616556,919.0985501,1.479,10.3
242.7699338,919.1267931,1.4457,10.4
242.7782119,919.1550137,1.5438,10.6
242.7864901,919.183212,1.5041,10.6
242.7947682,919.2113881,1.4887,10.8
242.8030464,919.2395419,1.5385,10.9
242.8113245,919.2676735,1.493,10.8
242.8196026,919.2957831,1.5163,10.8
242.8278808,919.3238706,1.5092,10.7
242.8361589,919.3519362,1.4236,10.8
242.8444371,919.3799799,1.4807,10.8
242.8527152,919.4080017,1.521,10.6
242.8609934,919.4360018,1.4934,10.3
242.8692715,919.4639801,1.4896,10.1
242.8775497,919.4919368,1.5153,10
242.8858278,919.5198719,1.4382,10
242.894106,919.5477855,1.5179,10.1
242.9023841,919.5756776,1.4774,10.3
242.9106623,919.6035483,1.4642,10.4
242.9189404,919.6313976,1.4834,10.8
242.9272185,919.6592256,1.494,11.1
242.9354967,919.6870325,1.5632,11.5
242.9437748,919.7148181,1.4866,11.9
242.952053,919.7425827,1.474,12
242.9603311,919.7703262,1.5096,11.3
242.9686093,919.7980488,1.4407,10.7
242.9768874,919.8257504,1.3824,10.4
242.9851656,919.8534312,1.4697,10.3
242.9934437,919.8810912,1.4955,10.1
243.0017219,919.9087304,1.4734,9.6
243.01,919.936349,1.3345,9.4
243.0182781,919.963947,0.8915,9.5
243.0265563,919.9915244,1.1815,10.1
243.0348344,920.0190814,1.3654,11
243.0431126,920.0466179,1.3592,11.7
243.0513907,920.074134,1.5341,12.1
243.0596689,920.1016299,1.4214,12.4
243.067947,920.1291055,1.3912,12.3
243.0762252,920.156561,1.5405,12.1
243.0845033,920.1839963,1.4948,11.6
243.0927815,920.2114116,1.4541,11.1
243.1010596,920.2388069,1.5003,10.8
243.1093377,920.2661823,1.442,10.5
243.1176159,920.2935378,1.4404,10.5
243.125894,920.3208734,1.4586,10.9
243.1341722,920.3481894,1.5036,11.1
243.1424503,920.3754857,1.5415,11.4
243.1507285,920.4027623,1.4885,11.5
243.1590066,920.4300194,1.531,11.8
243.1672848,920.457257,1.5585,11.8
243.1755629,920.4844751,1.4585,11.7
243.1838411,920.5116739,1.5198,11.4
243.1921192,920.5388533,1.5245,11.2
243.2003974,920.5660135,1.4741,11
243.2086755,920.5931546,1.482,10.9
243.2169536,920.6202765,1.5245,11.1
243.2252318,920.6473793,1.498399,11.5
243.2335099,920.6744631,1.5554,12
243.2417881,920.701528,1.39,12.1
243.2500662,920.728574,1.1905,12
243.2583444,920.7556011,1.3944,11.6
243.2666225,920.7826096,1.517,11.2
243.2749007,920.8095993,1.5318,10.8
243.2831788,920.8365704,1.427,10.5
243.291457,920.8635229,1.54,10.4
243.2997351,920.8904569,1.5395,10.3
243.3080132,920.9173724,1.5018,10.3
243.3162914,920.9442696,1.5441,10.3
243.3245695,920.9711484,1.541,10.5
243.3328477,920.998009,1.5187,10.8
243.3411258,921.0248514,1.5392,11
243.349404,921.0516756,1.4985,11.2
243.3576821,921.0784817,1.5224,11.4
243.3659603,921.1052698,1.5555,11.6
243.3742384,921.13204,1.496399999,12
243.3825166,921.1587923,1.5102,12.2
243.3907947,921.1855267,1.4264,12.3
243.3990728,921.2122434,1.4155,12.3
243.407351,921.2389424,1.4823,12
243.4156291,921.2656237,1.4921,11.5
243.4239073,921.2922874,1.3729,11.1
243.4321854,921.3189336,1.4794,10.7
243.4404636,921.3455623,1.335,10.4
243.4487417,921.3721737,1.2395,10.3
243.4570199,921.3987676,1.3092,10.2
243.465298,921.4253444,1.3822,10.2
243.4735762,921.4519039,1.3588,10.1
243.4818543,921.4784462,1.2697,10.2
243.4901325,921.5049714,1.2598,10.3
243.4984106,921.5314797,1.5433,10.7
243.5066887,921.5579709,1.4744,10.8
243.5149669,921.5844452,1.3765,10.9
243.523245,921.6109027,1.5535,10.9
243.5315232,921.6373434,1.463,11
243.5398013,921.6637674,1.5209,11.3
243.5480795,921.6901747,1.5604,11.4
243.5563576,921.7165654,1.5014,11.4
243.5646358,921.7429396,1.5382,11.3
243.5729139,921.7692973,1.4726,11
243.5811921,921.7956386,1.3343,10.6
243.5894702,921.8219635,1.472199999,10.6
243.5977483,921.8482721,1.458,10.6
243.6060265,921.8745645,1.5181,10.9
243.6143046,921.9008408,1.5356,11.1
243.6225828,921.9271009,1.4995,11
243.6308609,921.953345,1.5066,10.6
243.6391391,921.9795731,1.3428,10.4
243.6474172,922.0057853,1.4429,10.2
243.6556954,922.0319816,1.4932,10.2
243.6639735,922.0581621,1.4316,10.1
243.6722517,922.0843269,1.4924,9.8
243.6805298,922.110476,1.4737,9.6
243.6888079,922.1366095,1.3546,9.6
243.6970861,922.1627274,1.472199999,9.3
243.7053642,922.1888298,1.2338,8.4
243.7136424,922.2149169,1.0415,7.8
243.7219205,922.2409885,0.8049,7.3
243.7301987,922.2670448,1.0106,7
243.7384768,922.2930859,0.6292,6.6
243.746755,922.3191118,0.355,6.3
243.7550331,922.3451226,0.4984,6.5
243.7633113,922.3711184,0.7063,7.6
243.7715894,922.3970991,0.98,8.8
243.7798675,922.4230649,0.9204,9.9
243.7881457,922.4490158,1.0111,11.3
