Age (MAL1B/1C from Ivory et al 2016)age (kyr),Charcoal (abundance normalized by sedimentation rate),Lake Level (PC1 5pt Smooth)
373.571,104.4890082,-0.2538
375.287,211.9176586,-0.2593
376.931,185.6265322,-0.2622
378.584,504.7931323,-0.2616
380.092,241.792501,-0.26668
381.633,166.3288201,-0.2527
383.152,654.1953822,-0.21516
383.467,66.9349308,-0.20932
383.896,143.8479565,-0.20728
384.852,113.7588117,-0.19844
386.393,156.9550596,-0.20036
387.96,70.64340804,-0.22468
389.564,74.6929697,-0.22536
391.218,48.86689952,-0.2238
392.934,88.11657068,-0.22696
393.618,133.1122342,-0.22174
395.266,133.1932299,-0.2226
397.171,189.9573363,-0.22176
399.179,105.3287659,-0.22006
401.279,227.0265212,-0.22956
403.393,137.0571475,-0.20608
405.377,158.077635,-0.20624
407.019,4.155340741,-0.20284
413.647,60.90929691,-0.19558
415.052,93.71515233,-0.17298
416.257,52.15569415,-0.19308
417.092,40.47282156,-0.18592
417.648,150.8619478,-0.19536
417.966,141.0768447,-0.19972
419.422,78.93068007,-0.20574
420.903,80.98739304,-0.06426
422.356,166.1888086,-0.06658
426.572,154.9807675,-0.05968
428.659,123.2014649,-0.0651
430.087,138.8965014,-0.07448
431.563,299.3081943,-0.19264
433.024,321.2743549,-0.18402
445.967,9.456609409,-0.1689
446.144,1.651265683,-0.14846
447.429,0.488149571,-0.13224
448.896,1.566119677,-0.14996
454.237,4.831159414,-0.14632
455.57,5.323801969,-0.15268
456.908,0.097057463,-0.16226
457.333,1.754210785,-0.15974
458.636,0.784770103,-0.16146
459.968,0.685860008,-0.16686
460.589,0.595649545,-0.1652
461.967,1.779456775,-0.16726
463.253,0.745129211,-0.1723
464.542,0.715083124,-0.17316
465.09,0.94448635,-0.17246
467.46,1.590534333,-0.164
468.718,2.594919607,-0.14752
469.954,0.501645945,-0.0909
471.191,0.649421761,-0.01038
475.545,111.2404611,0.0901
487.56,1.778237352,0.17508
488.761,1.761393258,0.18028
489.924,1.278694377,0.2105
491.078,0.652145241,0.19056
491.479,2.443871504,0.17208
492.544,1.772050374,0.1505
493.653,5.518635063,0.21036
495.81,1.469084612,0.21258
496.82,0.867586131,0.19708
497.783,1.554591347,0.1315
498.978,27.93706951,0.15622
499.097,1.068306308,0.15622
499.892,2.524994059,0.1521
500.761,8.206021461,0.18042
501.586,2.566704148,0.258
502.37,1.703588502,0.23116
503.116,3.237659906,0.24762
503.825,2.174400107,0.22774
505.022,1.745511769,0.25182
505.648,2.516341846,0.20518
506.242,3.554598884,0.23284
506.813,3.816305002,0.22372
507.297,0.688371174,0.25006
507.797,2.17364552,0.2504
508.312,0.841236266,0.27872
508.813,0.896408827,0.26578
509.302,0.760218252,0.27388
509.781,2.297708867,0.23178
510.252,1.031379888,0.17886
510.719,0.523998547,0.11908
510.796,223.727548,0.10424
521.928,40.59422329,0.0837
527.617,1.246163171,0.12346
528.603,1.31945126,0.09218
529.699,2.575424476,0.16788
530.853,3.236929552,0.20122
532.049,1.212748068,0.2193
533.299,1.32787524,0.23376
534.614,2.073998615,0.29088
535.069,4.697024842,0.27266
536.521,0.29256562,0.24122
538.149,0.303787559,0.2231
539.953,0.55820835,0.20688
541.887,0.841280753,0.21892
543.949,0.970016678,0.21996
546.141,1.12615069,0.20218
548.411,0.406694094,0.14604
550.76,1.134177851,0.14422
551.939,15.80240797,0.14696
552.267,0.565572181,0.16374
554.878,1.085834389,0.18666
557.658,0.612987831,0.18906
560.439,0.442594434,0.18122
563.263,0.181238798,0.11412
566.022,0.81454362,0.04874
567.769,0.310936827,-0.01112
570.404,0,-0.0105
573.078,0.19987862,-0.0728
573.3133991,1.053075673,-0.07586
573.5056333,21.44409713,-0.09766
573.665171,4.584028292,-0.11372
573.8737631,9.385112883,-0.13632
573.9716473,8.841344511,-0.13848
574.0518839,38.89493444,-0.15964
574.1222738,3.779069138,-0.16334
574.1876161,59.37555641,-0.17022
574.2519353,0,-0.14782
574.3212787,7.505192338,-0.15652
574.3713221,114.8333372,-0.15066
574.474103,21.32148956,-0.14758
574.6838642,17.08972275,-0.13552
574.850719,3.206654959,-0.14558
575.0587879,1.950727883,-0.14608
575.31,0.547127622,-0.15166
575.912,5.724489263,-0.16122
576.412,1.256214845,-0.1708
577.007,1.570576734,-0.1621
578.14,3.367526032,-0.16022
584.628,90.06145108,-0.15676
585.012,0.869441664,-0.15522
585.582,1.557116242,-0.14334
586.583,1.508900319,-0.15764
587.628,0.092206006,-0.16012
588.69,0.791107019,-0.15576
590.801,0,-0.16256
591.459,0.852037999,-0.17152
591.878,1.396820581,-0.16258
597.871,1.632567891,-0.1474
600.589,0.712315303,-0.15286
605.06,130.8675277,-0.11664
605.751,15.25166007,-0.11486
606.252,0,-0.10968
606.446,7.357091,-0.12482
606.958,0.147108696,-0.06496
607.149,6.553995746,-0.09038
607.65,0.437553807,-0.07678
607.844,2.791278693,-0.0894
608.339,0.327580523,-0.07072
608.536,1.86165067,-0.11344
609.002,0.164292336,-0.09202
609.674,0.63859367,-0.0533
610.332,0.168430839,-0.04046
610.976,0.313684531,-0.0385
612.173,1.455392654,-0.03618
612.806,0.171151871,-0.05872
613.42,0.982342358,-0.10806
614.595,2.547856467,-0.12136
615.654,3.227602155,-0.13734
616.228,2.814959875,-0.14986
616.8,2.666091498,-0.13006
617.379,3.870729632,-0.13884
618.261,35.81036646,-0.12566
618.922,1.580099329,-0.1211
619.519,2.090560065,-0.10972
620.112,5.300700069,-0.11462
620.697,9.183468457,-0.09268
621.266,2.362440228,-0.096
621.835,2.241184462,-0.08814
622.363,0.735558167,-0.08812
622.926,0.945998253,-0.0409
623.469,2.686467466,-0.01328
624,1.46198453,0.03574
624.536,5.593069963,0.08976
625.061,6.682734493,0.13764
625.749,1.414956418,0.12788
626.235,4.365125605,0.0987
626.734,12.74494807,0.10756
627.234,4.659102665,0.05354
627.716,1.920789541,0.00808
628.202,2.111389362,-0.02676
628.45,35.40100684,-0.01636
628.49,2.376909045,-0.01934
628.672,0,0.01216
628.995,0.710898811,0.06798
629.493,0.47250405,0.11978
629.981,1.916584355,0.16164
630.469,2.408795912,0.16708
630.94,1.641591906,0.1844
631.412,1.186592838,0.20712
631.826,5.09850205,0.18914
632.284,6.910504449,0.18068
632.739,2.546374509,0.1849
633.157,3.364863133,0.13708
633.626,1.517659787,0.05836
634.064,1.596060034,0.02516
634.494,1.532995216,-0.01768
634.886,1.617908231,-0.076
635.319,3.407873465,-0.07554
635.735,0.54667871,-0.03862
636.146,1.606440498,-0.03704
636.458,43.00140194,-0.03508
636.487,1.239711774,-0.03924
636.842,1.426674801,-0.04748
637.18,3.409628507,-0.10922
637.537,7.43271831,-0.13688
637.891,7.313858577,-0.15562
638.245,2.534316172,-0.17078
638.592,5.787168614,-0.17946
638.851,4.062475839,-0.16786
639.132,4.163190269,-0.15542
639.476,1.920624633,-0.15382
639.819,4.6359873,-0.15586
640.147,8.983615114,-0.15752
640.481,13.7264429,-0.15898
640.815,18.58850006,-0.15932
641.144,14.60744319,-0.15598
641.258,14.06037894,-0.06518
641.546,7.815166897,-0.04476
641.871,2.453572318,-0.02992
642.194,0.332882504,-0.01614
642.516,1.710995856,-0.00314
643.117,85.67037758,-0.04494
644.825,1.679000435,-0.04552
645.017,1.385388395,-0.04656
645.302,0.663185703,-0.04834
645.588,2.019115198,-0.05194
645.865,3.055477531,-0.03756
646.17,10.47393404,-0.04212
646.436,135.1488993,-0.04238
646.502,2.893051329,-0.04046
646.807,3.660402643,-0.03734
647.112,2.021871753,-0.08396
647.415,2.796841578,-0.0822
647.71,4.802288298,-0.08456
648.023,2.70143829,-0.0852
648.319,7.736936934,-0.08526
648.635,5.813173701,-0.08144
648.932,3.385227283,-0.0829
649.256,19.39530817,-0.08056
649.293,5.180433308,-0.08286
649.56,2.707598973,-0.08564
649.852,6.125028992,-0.06026
650.142,4.667365841,-0.01184
650.435,7.739533698,0.03452
650.728,10.2936472,0.0428
651.023,4.790342408,0.04854
651.313,2.082608127,0.02654
651.591,1.473493344,-0.01292
651.891,0.333652084,-0.05616
652.189,1.019828421,-0.0795
652.492,2.664976234,-0.07024
652.794,2.246745399,-0.07454
653.1,0,-0.0831
653.329,1.72204403,-0.10162
653.638,1.289490764,-0.09758
653.947,2.145183716,-0.10344
654.26,5.220592132,-0.11854
654.573,0.340544605,-0.13224
654.91,7.089200234,-0.12938
655.26,11.96028332,-0.11502
655.569,22.86158024,-0.12056
655.709,26.25952322,-0.1122
655.728,1.391950791,-0.11304
656.35,1.719893879,-0.1018
660.803,11.31146541,-0.1056
661.152,4.709287261,-0.1128
661.516,1.068398208,-0.10378
661.881,51.60997737,-0.08632
662.25,0.754172308,-0.08242
662.616,0.927272107,-0.08158
663.306,14.67227959,-0.07398
663.356,11.89303109,-0.07806
663.73,0.987493384,-0.0777
664.133,1.265921755,-0.07822
664.261,0.451512695,-0.0632
664.669,0.444968538,-0.05738
665.081,12.6039152,-0.06026
665.499,0,-0.06034
665.912,5.411783091,-0.06034
666.324,0.665334887,-0.07222
666.739,0.444491896,-0.091
666.922,0.6442423,-0.07998
667.336,8.338259628,-0.08304
667.746,0,-0.09398
668.159,2.510384807,-0.06642
668.568,0.206541262,-0.05274
668.977,9.225313651,-0.07284
669.357,0.456355127,-0.07086
669.74,21.91772628,-0.06544
670.146,0.856657986,-0.08376
670.553,1.819728311,-0.01264
670.962,18.36594895,0.06844
671.367,12.73351318,0.11494
671.609,13.25544768,0.11018
672.024,43.39790424,0.09432
672.072,2.194237372,0.11274
672.586,8.448696727,0.09042
673.117,13.49817388,0.0789
673.643,2.103336016,0.11844
674.172,23.52184898,0.15508
674.7,3.681241154,0.12808
675.225,3.119206534,0.11046
675.751,8.08814344,0.06662
675.98,19.22379032,0.06952
676.472,3.00175776,0.03762
676.997,0.685769313,-0.02252
677.519,3.698926468,-0.01038
678.043,0.696909486,-0.00206
678.566,9.015000898,-0.0339
679.086,1.883903961,-0.0416
679.608,3.826967383,0.00266
680.127,6.255070337,0.0241
680.564,38.2395234,0.07248
680.591,1.396132827,0.06434
681.014,0.250316673,0.12326
681.254,1.229511447,0.11948
681.677,1.709433164,0.04832
682.099,4.157505889,-0.01042
682.521,1.723812849,-0.0159
682.943,0.977541524,-0.07642
683.175,3.372246257,-0.10124
683.6,3.798767979,-0.07934
684.022,4.943614891,-0.08356
684.443,18.98882047,-0.07294
684.864,8.067999871,-0.08834
685.284,4.552752744,-0.12546
685.715,27.48635122,-0.16672
686.136,0,-0.17568
686.559,21.79163538,-0.19398
686.98,26.07539339,-0.18424
687.4,7.99103675,-0.19886
687.82,12.24623963,-0.1759
688.24,536.1899381,-0.1314
688.986,5764.435741,-0.1329
690.145,6.616914863,-0.13996
690.682,28.80279733,-0.12658
691.219,55.13170283,-0.14108
691.757,15.32771813,-0.12204
692.295,70.00254938,-0.11924
692.832,27.19789338,-0.11722
693.37,16.74232018,-0.1045
693.909,65.70745003,-0.10344
694.322,783.4910623,-0.09926
697.45,21.20622855,-0.0341
697.845,2.920691331,0.0501
698.27,22.82695046,0.11984
698.696,25.70825625,0.17734
699.119,13.72467433,0.12746
699.546,31.74802963,0.13332
699.736,22.67172245,0.1251
700.135,10.5364433,0.11778
700.559,16.22099344,0.14068
700.987,5.446213893,0.1908
701.412,13.13362167,0.1889
701.84,25.08697105,0.20052
701.99,8.495027715,0.19466
702.364,0.135394559,0.19502
702.793,11.94046814,0.21452
703.128,2.361677791,0.21564
703.527,4.082819466,0.20554
703.944,14.12194901,0.15232
704.374,2.686267236,0.12676
704.802,13.75992167,0.11596
705.234,29.59755696,0.06992
705.666,3.858122818,0.0133
705.9,9815.760834,0.02214
705.968,1.419283023,-0.02992
706.484,1.005791536,-0.08402
707,11.30325906,-0.059
708.163,49.19827249,-0.03272
723.659,10.17699137,0.02084
723.976,2.930206252,0.03572
724.131,5.883273875,0.07036
724.47,3.088663251,0.09218
724.81,0.996219654,0.13042
725.151,6.579883496,0.15812
725.496,6.636808391,0.21456
725.838,0.792486537,0.23674
726.27,1.092098367,0.24442
726.614,1.148170199,0.24006
727.003,4.991444371,0.20806
727.261,4.61823953,0.22594
727.61,7.285732389,0.22792
727.956,6.279185926,0.2276
728.302,8.844946354,0.22214
728.4,0.226369145,0.22296
728.758,30.50622459,0.20452
729.103,14.76363178,0.19688
729.459,17.53607259,0.19024
729.8,14.05008021,0.18812
730.131,14.42253629,0.17344
730.504,20.67716497,0.17684
730.851,15.1355297,0.18274
731.115,11.58788889,0.18492
734.194,2.915501822,0.18802
734.642,9.462194169,0.18692
735.091,10.68807818,0.15774
735.541,6.661813801,0.0958
735.993,15.59259285,0.0363
736.445,24.57496484,0.0211
736.899,17.18632361,0.01856
737.532,40.12938833,-0.01658
738.375,11.29150498,0.03898
738.83,27.95444567,0.04852
739.29,33.42430843,0.04882
739.751,28.50907428,0.00842
739.78,27.58943079,0.00564
740.25,8.605318336,-0.0011
740.718,14.84723523,-0.01536
741.179,217.8234456,-0.05448
741.646,6.418525933,-0.04852
742.587,0.576008058,-0.05228
742.98,2.061257298,-0.11262
746.664,14.19405051,-0.12292
748.284,11.72893318,-0.1083
748.614,4.616614606,-0.12782
749.276,4.038022408,-0.133
749.941,9.337845843,-0.1299
750.608,16.44760523,-0.13144
751.279,44.2264414,-0.16894
751.952,8.748370197,-0.15512
752.627,15.36612459,-0.16064
753.546,109.7398968,-0.16978
754.093,48.76087343,-0.1654
754.606,58.19647018,-0.17326
754.791,5.23958198,-0.1886
755.275,37.88691504,-0.1844
755.797,7.855339328,-0.14412
756.315,31.69232906,-0.1112
756.836,10.86744878,-0.09556
757.362,10.40862426,-0.09092
757.886,9.016618858,-0.07884
758.416,9.669844364,-0.11184
758.943,21.21467361,-0.13246
759.476,15.65443572,-0.13068
764.843,132.0987937,-0.06984
778.942,5.674219052,-0.07462
779.509,3.793569387,-0.07288
780.077,3.511855998,-0.07646
780.652,7.562489937,-0.08404
781.225,1.906890792,-0.13886
781.835,64.89857012,-0.13584
782.38,2.924363909,-0.12826
783.376,5.621031465,-0.13096
783.957,1.938905297,-0.12836
784.546,1.302208195,-0.13756
785.131,12.51686822,-0.13962
785.718,8.593236376,-0.1421
786.201,29.25530899,-0.13782
786.797,17.45214363,-0.13534
787.39,10.0101439,-0.1385
787.986,4.483661916,-0.1392
788.588,2.777357103,-0.1409
789.788,5.841633512,-0.15062
790.109,8.667673637,-0.1518
790.985,64.91525187,-0.15156
791.872,33.18554061,-0.15658
792.771,34.3772207,-0.16242
793.68,33.58776728,-0.1686
794.599,19.48726994,-0.18384
795.529,84.02498607,-0.19784
796.469,544.6048356,-0.22532
797.181,292.2196546,-0.24248
798.138,329.1010729,-0.24536
799.105,164.4157248,-0.24
800.081,64.48309714,-0.23278
801.066,109.646901,-0.14944
802.06,41.47856395,-0.14356
803.062,12.61098302,-0.119
804.073,239.7836823,-0.1124
804.76,19.99497457,-0.10296
804.951,9.461348703,-0.16842
805.265,9.481770336,-0.15718
806.08,164.0316108,-0.18314
806.901,19.08631911,-0.19134
807.732,179.3431607,-0.1949
808.562,156.7618348,-0.1805
809.396,100.722843,-0.18996
810.235,2.676295914,-0.19264
811.078,35.67379671,-0.18378
811.926,102.2437987,-0.18166
812.724,26.28457099,-0.18514
813.579,21.15502729,-0.1775
814.438,29.58436,-0.17374
815.035,136.9877547,-0.18132
815.901,193.1457446,-0.1835
816.77,146.1007168,-0.17918
817.642,14.87487557,-0.17258
818.954,7.165045235,-0.15784
819.835,10.2793043,-0.13016
820.718,7.748995089,-0.11148
821.696,8.091592092,-0.10058
821.766,1.931045479,-0.08816
822.888,3.149170093,-0.07552
824.014,3.342154704,-0.08404
825.145,0.893971568,-0.08192
826.137,13.51734988,-0.08304
827.275,2.26671488,-0.08802
828.415,13.79766379,0.0182
829.56,2.226142124,0.11188
833.081,5.781029659,0.23622
835.901,63.04222981,0.30472
836.988,11.49581805,0.3482
837.184,13.40062993,0.28998
839.661,10.10374915,0.2808
839.996,73.7918242,0.1515
840.869,9.154261376,0.1188
841.743,7.77183835,0.10928
842.624,7.808185429,0.05474
843.499,8.793150549,0.03366
844.374,5.820735301,0.05934
844.673,39.00934148,0.0563
845.547,19.14468066,0.07
846.422,4.612582786,0.071
847.304,4.256413458,0.01078
848.754,2.486908617,0.0264
849.628,8.012821072,0.0508
850.502,10.10109576,0.0465
851.375,37.99199299,0.11782
851.47,10.38143573,0.17922
852.342,12.59427117,0.13762
853.214,3.998243016,0.07942
854.084,7.912435075,0.10848
854.846,5.494401758,0.10792
855.722,7.489981019,0.05154
856.59,4.095296362,0.08932
857.781,11.97214897,0.13108
864.94,3.665965488,0.1001
865.855,4.17068859,0.13946
866.773,3.843769204,0.17806
867.682,4.006703598,0.17602
868.596,2.322781697,0.1691
869.212,8.194745612,0.16118
870.12,17.07769197,0.09182
871.019,52.32056873,0.06688
871.636,69.74590464,0.02976
872.308,7.052522256,-0.00754
873.04,6.205837133,-0.00728
873.707,2.042767768,-0.04658
873.92,2.933341192,-0.05012
874.811,2.718523441,-0.04842
875.391,19.52059878,-0.02512
875.453,3.620886002,-0.04208
875.889,8.093972391,-0.0208
876.839,13.18983339,0.00474
877.784,11.24416059,-0.0005
878.725,4.279306563,0.002
879.66,13.50454751,-0.01832
880.591,14.56428653,0.02112
881.516,12.26794677,-0.02226
882.436,17.38201263,-0.0214
883.351,7.851714831,-0.05544
883.474,12.47315596,-0.05502
884.44,38.20036928,-0.08028
885.233,11.24080496,-0.08356
886.129,14.69238675,-0.04036
887.02,5.928867191,-0.03596
887.904,10.09702314,-0.01658
888.782,6.298047697,-0.0621
889.653,5.241873755,-0.05606
890.382,64.86523884,-0.09044
891.186,8.49204991,-0.08916
891.594,12.05681633,-0.10352
891.649,6.334078128,-0.09598
892.044,4.662945926,-0.09572
892.871,11.22863811,-0.10526
893.691,4.964284478,-0.11388
894.498,54.66949847,-0.12212
895.303,19.66481401,-0.13262
896.096,11.17664601,-0.14678
896.887,15.96814983,-0.14982
897.67,21.32508638,-0.13864
898.44,20.18760375,-0.12816
899.629,15.77284217,-0.1207
905.55,24.74165801,-0.11006
905.6,31.77224238,-0.10108
906.397,24.14892015,-0.0953
907.175,4.29936621,-0.09478
907.945,14.35643541,-0.09886
908.698,33.2260039,-0.0994
909.441,20.47781544,-0.10668
910.171,4.029498946,-0.12152
910.883,16.53157917,-0.1295
911.584,29.13809394,-0.1257
911.964,37.71586612,-0.10572
912.513,31.45940448,-0.06016
913.18,27.67526359,-0.0488
913.833,22.10565728,-0.04774
914.466,33.68333991,-0.04152
915.089,25.7765521,-0.06922
915.694,17.82098604,-0.09402
916.292,36.28317306,-0.10904
916.433,30.67860658,-0.1125
916.462,20.90148707,-0.11496
916.949,56.94911956,-0.10672
917.425,27.66384201,-0.1131
917.898,19.25478348,-0.09414
918.362,27.05755495,-0.03776
918.822,41.86459068,-0.04406
919.273,11.8335709,0.02642
919.722,56.6221147,0.02528
919.983,32.1794986,0.0802
920.423,26.31255352,0.10844
920.856,24.09060629,0.11254
921.286,47.66301063,0.04372
921.709,32.82313856,0.0374
922.131,43.99907542,-0.02456
922.508,60.96461458,-0.11858
922.792,27.37131438,-0.12426
923.204,14.05831398,-0.14498
923.61,11.7296763,-0.1598
924.015,403.564685,-0.15718
924.415,302.1071585,-0.15926
924.662,152.4660531,-0.14358
924.683,269.2697975,-0.10778
924.842,28.01261983,-0.11014
925.201,13.11508973,-0.13124
925.555,38.57144535,-0.12914
925.911,44.94769269,-0.15484
926.262,33.91404969,-0.1837
926.615,50.61819931,-0.18222
926.965,44.81022546,-0.1727
927.389,51.53306802,-0.16994
927.737,46.08602909,-0.1674
928.088,49.59064728,-0.17388
928.435,115.1022099,-0.17998
928.785,590.8593512,-0.19748
929.019,174.7482376,-0.19134
929.37,1556.32993,-0.20394
929.721,505.2453613,-0.20356
930.073,1828.856336,-0.19308
930.426,440.0655409,-0.18048
930.78,38.87747707,-0.192
931.135,37.83389054,-0.18032
931.492,349.7805517,-0.15616
931.85,73.34473457,-0.16206
932.03,115.9480166,-0.16876
932.06,145.3253772,-0.17614
932.536,145.1920221,-0.1874
933.007,579.7019755,-0.21018
933.4,780.5576807,-0.21726
933.86,567.0754287,-0.2182
934.315,144.0492496,-0.1861
934.764,746.6386597,-0.18286
937.227,16.75173934,-0.17542
938.887,140.8259783,-0.16692
939.205,218.8007939,-0.17118
939.517,89.03390334,-0.20768
939.829,990.713783,-0.1993
940.138,886.2693333,-0.19888
940.442,76.6377226,-0.18564
940.745,349.3395746,-0.1564
941.046,178.1369386,-0.11844
941.215,32.37389854,-0.10766
941.491,46.00140552,-0.09624
941.786,346.4259564,-0.04736
942.078,43.82200542,0.02742
942.255,12.05332028,0.09072
942.48,43.62632632,0.17508
942.767,1.87937945,0.2472
942.964,20.89784758,0.2008
942.978,16.52686741,0.1734
943.207,9.838348819,0.16706
943.464,12.07405578,0.08494
943.725,38.39200827,0.0224
943.999,51.58153522,0.01944
944.291,1500.538047,-0.02284
944.32,28.70074215,-0.0888
944.601,18.92088198,-0.08982
944.622,41.22166467,-0.08616
944.958,58.88034915,-0.083
945.25,18.21753657,-0.0395
945.581,36.64952994,0.03938
945.909,4.853912456,0.04074
946.234,6.574033971,0.04814
946.401,32.98769145,0.04898
946.722,8.339227724,0.00158
947.04,2.287431135,-0.07416
947.356,8.94170539,-0.07592
947.668,24.87047815,-0.10068
947.94,22.43283044,-0.07674
948.249,15.23947722,-0.0752
948.555,7.641365966,-0.04478
948.84,45.76327901,-0.03434
949.142,11.71478131,-0.01582
949.243,13.59548125,-0.0329
949.565,26.09949969,-0.01982
949.836,16.50768495,-0.0527
950.314,23.55979077,-0.05104
950.579,16.16856958,-0.06628
950.707,6.190741698,-0.07576
950.972,10.97914128,-0.0982
951.234,18.7373028,-0.09952
951.495,32.93699878,-0.1238
951.756,90.97101868,-0.13906
952.015,314.2894742,-0.14404
952.111,226.1420258,-0.15658
952.369,37.30317548,-0.17388
952.627,699.8091149,-0.16526
952.883,586.4002016,-0.15504
953.393,208.2719635,-0.15558
953.649,104.985206,-0.10236
953.889,59.22024064,-0.09146
954.027,79.77044174,-0.08906
954.044,175.7278101,-0.08752
954.322,17.41707058,-0.08516
954.6,13.4814948,-0.03972
954.877,46.80753734,0.04782
955.154,5.690909881,0.0735
955.43,2.032516912,0.09118
955.706,0,0.14648
955.982,0,0.07758
956.258,0,0.01826
956.457,1.074701795,0.01318
958.368,0,0.07974
958.581,0,0.111
960.598,16.30220045,0.14872
960.817,91.38546064,0.21802
961.037,5.497949026,0.29
961.256,21.81863431,0.29598
961.478,5.800541276,0.30974
961.7,23.39756022,0.35506
961.924,28.61447989,0.35582
962.147,3.480196205,0.36616
962.302,12.75317645,0.3634
962.528,5.542517584,0.36158
962.607,11.94800681,0.34172
962.848,80.74085104,0.33892
962.904,1.727964601,0.37402
963.167,1.474006646,0.31842
963.47,0,0.24222
963.775,0,0.18186
964.082,0,0.11558
964.392,0.846458975,0.0005
964.704,0.801681437,-0.00734
964.904,0,-0.01118
967.921,0.461642783,-0.01652
968.034,0.406443096,-0.01994
968.303,2.955645778,-0.02054
968.574,0,-0.02938
968.847,2.643276772,-0.03538
969.122,1.642752567,-0.0365
969.397,4.970053909,-0.03056
969.677,3.453466868,-0.03072
969.959,3.238378134,-0.02154
970.243,0,0.0657
970.529,3.37043902,0.0769
970.644,1.368813799,0.10236
970.934,0.337492991,0.1042
971.227,10.46896958,0.134
971.521,0.69848982,0.04166
971.816,2.05012215,0.05476
972.116,9.307436411,0.01568
972.419,0,0.00942
972.724,15.88921632,-0.03734
973.032,9.395850831,-0.03346
973.34,25.65296673,-0.0146
973.603,11.68538678,-0.0042
973.628,0.98936898,-0.02242
974.033,3.664503356,-0.0414
974.442,35.51033469,-0.03356
974.856,231.1038525,-0.10946
975.191,62.62439527,-0.15098
984.39,724.435704,-0.16878
984.918,354.3757439,-0.1696
985.449,331.3863474,-0.20406
985.986,347.1967572,-0.18682
986.534,445.4919671,-0.07338
987.085,380.0059977,0.0344
987.628,192.9248014,0.06016
988.194,153.6243852,0.06734
988.837,3.176815608,0.06322
988.9,284.7440466,-0.04348
989.4,142.705536,-0.13504
989.864,135.5179577,-0.15032
990.371,117.629823,-0.14596
990.879,25.46675062,-0.1503
991.392,32.34988824,-0.14116
991.911,43.76448647,-0.14008
992.434,26.07855028,-0.13516
992.965,37.60646038,-0.1334
993.498,6.678169012,-0.12166
993.844,74.26775142,-0.04492
994.388,15.68698765,-0.04988
994.933,7.240266221,-0.06048
995.482,5.134277521,-0.08652
996.035,52.61805351,-0.10722
996.592,358.3349011,-0.2015
997.158,839.2383745,-0.21312
997.723,641.7711902,-0.23016
998.258,1227.258279,-0.19354
998.318,335.7081126,-0.19268
998.892,64.46508093,-0.1886
998.927,116.8944336,-0.18296
999.495,149.578374,-0.17132
1000.046,52.55847653,-0.1764
1000.622,381.6303359,-0.1658
1001.197,53.09545006,-0.167
1001.753,251.5196672,-0.11174
1002.334,527.5786902,-0.09964
1002.923,471.5658371,-0.03286
1003.51,24.7851819,-0.03142
1004.105,18.6546602,-0.02018
1004.754,14.80977733,-0.05158
1005.24,15.60637721,-0.04574
1005.844,0.566054629,-0.11222
1006.445,22.41447117,-0.10092
1007.054,24.46769357,-0.04842
1007.661,9.62076396,-0.04746
1008.275,18.84607805,-0.002
1008.892,20.930304,0.04914
1009.506,58.37216028,0.10408
1010.127,2.144556409,0.11656
1010.36,0.736566749,0.16574
1010.889,4.425362831,0.17598
1011.39,4.702396929,0.18614
1011.869,8.030005729,0.18716
1012.435,2.628771715,0.18884
1013.008,4.763992016,0.18658
1013.578,0.988280501,0.1755
1014.154,1.204270643,0.16196
1015.159,5.325426136,0.15712
1015.738,6.967059346,0.10424
1016.319,6.233457138,0.04404
1016.896,6.501928871,0.04286
1017.479,20.5120344,0.04404
1018.059,6.959931907,0.051
1021.672,1.895587184,0.08236
1022.222,3.81078553,0.14942
1022.48,10.75009775,0.11858
1022.56,4.224504584,0.11066
1023.136,14.37917471,0.10534
1023.439,4.773091849,0.12646
1024.016,0.73102549,0.0702
1024.633,2.778742977,0.11068
1025.255,0.768204584,0.07906
1025.872,1.125967867,0.0516
1026.49,1.360946482,0.00608
1026.989,2.516097518,0.00902
1027.572,4.260131053,-0.05336
1028.19,25.58620289,-0.07436
1028.808,24.8630627,-0.11874
1029.426,337.9406886,-0.14364
1030.044,96.17373996,-0.17092
1030.637,28.41865629,-0.16458
1031.18,21.91358302,-0.15848
1031.797,7.51429761,-0.14306
1032.414,37.15179087,-0.13436
1033.031,20.67721747,-0.12388
1033.622,61.99964791,-0.13168
1034.157,38.46026632,-0.12398
1034.638,40.03753572,-0.14388
1034.921,48.04524732,-0.16004
1035.03,133.3907666,-0.15644
1035.475,363.2429859,-0.14406
1036.582,26.52577306,-0.14494
1037.154,3.610432755,-0.12428
1037.725,3.423324049,-0.09312
1038.291,14.47084276,-0.08988
1038.703,5.854666434,-0.09138
1039.203,2.516979897,-0.09002
1039.766,7.452048684,-0.08596
1040.332,1.398369402,-0.09028
1040.898,0.161086696,-0.07832
1041.457,0.513284292,-0.07902
1041.88,0,-0.06884
1042.408,1.061783354,-0.04982
1042.964,0,-0.05038
1043.523,0.389625348,-0.06474
1044.081,1.177350878,-0.0524
1044.685,22.36647264,-0.05808
1045.187,0.175211948,-0.08104
1045.74,3.043642514,-0.0763
1045.854,2.465267489,-0.04918
1047.063,0.797424952,0.00434
1047.101,0.950263294,0.08838
1047.709,1.400902771,0.21872
1048.31,1.225381677,0.2682
1050.7,0,0.32988
1051.288,0.485348306,0.29324
1051.925,0,0.29572
1052.507,0,0.24708
1053.092,0,0.22416
1053.669,0.168305182,0.16364
