Pollen Age,1C minSCD,Poaceae,Podocarpus,miombo,Olea,Asteraceae,Species Richness
95.77625523,0.28873143,49.11242604,34.02366864,0.295857988,2.071005917,0.295857988,3.243464802
96.05349646,0.28565502,54.94880546,30.37542662,0.682593857,1.365187713,0,2.089499101
96.37773085,0.38655272,40.82278481,35.12658228,0,1.898734177,0,2.601821819
96.66853276,0.19424631,72.09302326,18.27242525,0.332225914,2.325581395,0,1.750169345
96.9909919,0.40692527,33.67346939,40.81632653,0,8.503401361,0,3.321497279
97.33916196,0.37831642,20.15355086,57.19769674,0.767754319,2.687140115,0,3.024386064
97.61690606,0.3662259,15.58704453,56.27530364,0,3.846153846,0.20242915,3.515686906
98.0855747,0.44577052,41.64133739,20.97264438,0.607902736,1.823708207,0.911854103,3.492017739
98.75188642,0.4586812,29.65517241,39.65517241,2.75862069,3.793103448,0.689655172,4.557534469
99.11348015,0.44952253,28.85714286,38.57142857,1.714285714,4.571428571,1.714285714,6.092496077
99.49607524,0.43914552,28.75,45.41666667,1.25,2.5,0,4.561048568
99.76912619,0.38426605,27.85087719,49.12280702,0.657894737,5.921052632,0.438596491,4.930136342
100.0443528,0.42726049,30.02364066,44.20803783,1.182033097,5.673758865,0.236406619,6.245829207
100.478527,0.36917287,23.8410596,49.66887417,0.662251656,4.635761589,0.220750552,6.728371962
101.0838918,0.40609019,29.83870968,42.94354839,0.403225806,6.653225806,0.60483871,6.457568507
104.8736966,0.46115014,34.5971564,36.72985782,0.947867299,7.109004739,0.236966825,5.920023451
105.6835275,0.41766337,40.32258065,29.83870968,0.403225806,4.435483871,0.806451613,3.686090118
106.5295452,0.48148716,36,22.22222222,3.111111111,1.777777778,2.666666667,5.705566638
107.1818591,0.47724748,35.31914894,34.89361702,0.85106383,8.085106383,0.425531915,4.188408738
108.1310318,0.43848433,43.50282486,25.42372881,2.259887006,4.802259887,0.847457627,6.510219968
109.0428263,0.36466829,48.77384196,28.61035422,1.36239782,3.542234332,0.272479564,5.579652204
110.7077309,0.3374117,53.04347826,23.26086957,2.173913043,4.347826087,0,6.398051017
111.6467818,0.35824167,46.12403101,26.9379845,1.937984496,5.23255814,0.19379845,7.976738262
112.5885004,0.42319382,39.94252874,35.91954023,1.724137931,8.908045977,0.287356322,4.951211426
113.4678472,0.43967631,31.61157025,38.84297521,2.479338843,7.438016529,0,6.010218726
114.8293101,0.41006025,38.66171004,34.57249071,1.486988848,4.089219331,0.743494424,4.380500611
115.8467631,0.42845291,32.11678832,38.32116788,1.459854015,5.474452555,1.094890511,5.003400802
117.1048013,0.42383127,36,40.4,2,3.6,0.4,4.693552206
118.0032809,0.40167301,48.38709677,20.96774194,1.209677419,4.435483871,0,2.801892039
118.7163299,0.43257595,21.14695341,48.02867384,2.150537634,6.810035842,0.358422939,4.813385756
119.6160882,0.51312465,29.05982906,35.47008547,0.854700855,5.128205128,0.427350427,4.207734097
120.4713872,0.54634491,32.29166667,27.86458333,1.041666667,4.6875,0.520833333,6.336458031
121.0139491,0.48631115,37.21881391,29.44785276,2.862985685,8.384458078,0.408997955,5.800803981
123.320528,0.15682142,85.56034483,1.293103448,0,1.724137931,0,4.648684021
123.8406034,0.14970636,86.2745098,2.521008403,0,1.120448179,0,4.204916968
124.3355528,0.20158173,82.43727599,1.075268817,0,0,0,4.894838095
124.7230928,0.1126022,90.06622517,2.649006623,0,0,0,2.78136427
125.1457706,0.10849422,89.74358974,1.424501425,0,0.284900285,0,2.886797811
125.5786282,0.07465652,94.19795222,0.682593857,0,0,0.341296928,2.453080342
126.0717557,0.16399099,85.55858311,0.272479564,0,1.089918256,0.272479564,5.204977584
126.5676442,0.22886138,75.26501767,9.540636042,0.706713781,0,1.060070671,3.146681633
126.9367655,0.30971414,63.93939394,15.45454545,0.303030303,3.03030303,0,5.444273303
127.2906073,0.38773382,48.57768053,21.88183807,2.188183807,4.814004376,0.437636761,6.871569861
127.6305321,0.31912799,58.54700855,19.87179487,2.35042735,4.05982906,0,4.967729115
127.8142094,0.15293022,84.84042553,3.989361702,0.531914894,0.265957447,0,4.181381111
128.3808973,0.13914008,88.33922261,1.060070671,0,0,0,3.338980631
128.5969312,0.21697295,78.59007833,7.571801567,0.261096606,0.261096606,0.261096606,5.140377695
128.9098926,0.16083768,84.95575221,1.769911504,0,0.884955752,0,4.091047589
129.2248758,0.14764947,85.32423208,4.09556314,0,0.682593857,0.341296928,3.848153472
129.5025651,0.23380558,74.81840194,9.443099274,0.484261501,0.726392252,0.968523002,5.24562736
129.8078002,0.40169706,44.25427873,27.62836186,1.95599022,5.378973105,0.488997555,6.677649987
130.1088273,0.36952266,50.42194093,23.20675105,2.53164557,4.430379747,0,6.543979069
130.469828,0.38723175,45.32019704,26.3546798,1.97044335,4.679802956,0.492610837,7.202196245
130.7701005,0.32240966,56.16161616,21.41414141,1.818181818,4.444444444,0.202020202,5.044231261
131.0855258,0.4541029,47.12643678,19.54022989,2.298850575,3.448275862,0.383141762,6.662245653
131.2501909,0.36660283,56.06557377,16.72131148,1.31147541,4.262295082,0.655737705,6.69412964
131.2800902,0.4359122,44.6969697,23.48484848,3.03030303,4.04040404,0,7.046224847
131.5734361,0.34938675,56.7032967,19.12087912,2.197802198,4.395604396,0,5.61754341
131.798596,0.36544493,53.4591195,21.5932914,2.096436059,4.612159329,0.209643606,5.873995574
132.1598387,0.40134146,47.81609195,23.2183908,2.528735632,6.666666667,0,6.603753804
132.5160059,0.39621654,51.4893617,17.23404255,3.191489362,6.808510638,0.212765957,6.510923968
132.8084691,0.31432551,61.08695652,17.39130435,2.608695652,3.913043478,0.434782609,6.892876306
133.0921119,0.43838912,49.73262032,17.9144385,2.406417112,5.614973262,0.267379679,7.104984543
133.4072504,0.45056789,55.85106383,17.55319149,3.723404255,6.914893617,0,3.974495915
133.7559419,0.40943831,52.18978102,17.88321168,1.824817518,7.664233577,0,5.768916326
134.162159,0.3923223,57.79467681,11.02661597,1.901140684,1.901140684,0,7.20516873
134.3912359,0.52451125,17.79661017,41.24293785,2.542372881,12.71186441,0,5.200465061
134.8470888,0.42359463,32.82275711,39.8249453,3.282275711,3.06345733,0.437636761,6.388254112
135.1002989,0.32877612,63.46863469,11.80811808,2.21402214,1.47601476,0.36900369,5.434989875
135.2470421,0.36111083,57.68261965,15.86901763,3.274559194,2.518891688,0.251889169,6.374530959
135.4024177,0.39498844,58.1300813,13.82113821,2.032520325,1.219512195,0.406504065,6.52571024
135.5977216,0.41997536,47.63636364,20.36363636,8,6.181818182,0.363636364,5.967955429
135.8190062,0.25713351,67.13947991,15.60283688,1.418439716,1.182033097,0.472813239,6.0411286
136.083423,0.46411617,38.424821,28.63961814,2.625298329,6.443914081,0.477326969,5.765380806
136.2062168,0.3142307,67.82945736,3.875968992,2.325581395,2.713178295,0,6.31901163
136.5822966,0.5492207,33.18681319,30.32967033,3.516483516,8.571428571,0,5.405649845
136.8306344,0.54358276,37.37373737,22.55892256,2.693602694,6.060606061,0.336700337,4.699228646
136.9451659,0.62468404,28.8184438,19.02017291,3.458213256,8.357348703,0,7.339477685
137.0219807,0.58718954,33.75,19.6875,6.5625,6.25,0.3125,6.804001313
137.2513397,0.48612174,37.25961538,25.96153846,4.086538462,7.692307692,0,6.914739519
137.4244246,0.48403558,41.68421053,22.73684211,3.368421053,9.263157895,0,6.600630913
137.5812783,0.50352696,36.54618474,23.29317269,3.614457831,5.220883534,1.204819277,6.494539731
137.9145704,0.35421202,65.06849315,2.397260274,1.369863014,2.054794521,0,5.749336345
138.1059055,0.37180151,46.45308924,24.71395881,2.745995423,4.576659039,1.372997712,6.730471704
138.2460641,0.25416561,75.37993921,2.73556231,1.215805471,0.607902736,0.303951368,6.00149268
138.399834,0.21923686,79.59866221,1.337792642,0.668896321,0.334448161,0,5.382970785
138.6145254,0.38905851,52.0361991,9.954751131,2.714932127,4.524886878,0.904977376,5.960956637
138.8299999,0.46441515,53.92156863,7.107843137,5.147058824,14.46078431,0,6.003263045
139.0182785,0.40166614,56.26822157,3.206997085,6.997084548,5.83090379,0.29154519,6.528497313
139.1425555,0.25951904,75.43252595,1.730103806,0.346020761,1.384083045,0,4.553074564
139.3034908,0.24605621,76.38888889,0.694444444,0.694444444,1.736111111,0.347222222,5.950575772
139.487989,0.17172999,84.65346535,0.247524752,0.247524752,0,0.495049505,5.12820062
139.6736741,0.16833795,82.99319728,0.340136054,0,0,0,5.775558838
139.8710624,0.19819538,84.09090909,0,0,0,0,1.04769679
140.0090789,0.1176664,89.78622328,0.475059382,0,0,0.237529691,2.957231179
140.174263,0.15258263,87.68656716,0,0,0,0,0.525354757
140.4763126,0.13030609,89.38356164,0.684931507,0,0.342465753,0,3.504400489
140.6114684,0.1090984,91.55672823,0.527704485,0.263852243,0,0,3.180549973
140.7736679,0.12190735,87.89808917,1.27388535,0,0,0.636942675,4.526197175
140.8812784,0.15987033,83.72093023,1.993355482,0.664451827,0.664451827,0.664451827,2.785998802
140.9948356,0.13310007,87.21590909,1.420454545,0,0.568181818,0,3.741157485
141.2344899,0.16090449,86.10169492,5.762711864,0,1.016949153,0,1.567124326
141.3944666,0.20573666,80.74324324,5.067567568,0,0,0,3.143090369
141.5541179,0.43949069,54.51505017,7.692307692,0,0.668896321,0,4.336369698
141.5800196,0.26840774,66.30824373,15.77060932,0,2.867383513,0.716845878,2.963442125
141.7398779,0.28383217,57.78301887,23.11320755,0.471698113,1.41509434,0.235849057,6.76482097
141.7557351,0.2912495,59.51742627,20.37533512,0.268096515,2.680965147,0,5.116251807
141.9000586,0.27560421,70.77464789,10.91549296,0,2.112676056,0,5.058132527
142.0614197,0.25180693,67.24637681,15.94202899,0.579710145,0.579710145,0.869565217,5.567810338
142.2401188,0.18264605,83.05084746,9.604519774,0.564971751,0.847457627,0,3.188762295
142.4131342,0.31482831,50.87336245,26.63755459,1.310043668,2.401746725,0,5.751183239
142.5761054,0.33561738,50.57471264,30.26819923,0.383141762,5.747126437,0,4.380500611
142.7400894,0.32871603,49.67532468,29.22077922,0.324675325,6.168831169,0.649350649,4.789240267
142.7897991,0.2836333,56.64335664,25.40792541,0.466200466,2.331002331,0.699300699,6.749615945
142.8113486,0.27806664,55.11111111,24.66666667,1.111111111,2.444444444,0.888888889,6.263514064
143.189403,0.30335449,56.16438356,24.31506849,0,5.136986301,0,3.959957945
143.4218573,0.3051247,52.76752768,27.30627306,1.47601476,3.32103321,0.36900369,4.188408738
143.6163089,0.37377331,45.59386973,30.26819923,2.298850575,3.0651341,0.383141762,5.247482008
144.2122522,0.31805941,53.75722543,26.58959538,1.445086705,2.312138728,0,6.021188799
144.4247066,0.31844937,51.48514851,23.76237624,1.320132013,3.300330033,0.330033003,5.476128479
144.4600278,0.29993602,54.48028674,25.80645161,1.433691756,3.94265233,0,4.545206803
144.668925,0.28346806,55.35055351,23.61623616,1.10701107,2.58302583,0.36900369,4.388202521
145.0487804,0.34559444,47.25,30.75,1.5,5.25,0,5.873667006
145.2710654,0.41721933,41.19850187,28.83895131,1.498127341,6.741573034,0,5.425524969
145.6031563,0.32972175,51.49253731,26.49253731,1.865671642,3.731343284,0.373134328,5.441371126
145.7854316,0.35130184,50.18315018,27.10622711,1.098901099,5.860805861,0,4.178998203
146.0683018,0.39027783,43.08176101,30.50314465,2.51572327,6.918238994,0,7.489450006
146.3101604,0.3235473,64.01515152,7.954545455,1.136363636,1.515151515,0,4.728192816
146.6921653,0.37830078,17.90540541,59.7972973,2.702702703,6.418918919,0,4.848861384
146.9762379,0.40427891,33.07392996,44.35797665,0.778210117,5.836575875,0.389105058,4.367891724
147.3823374,0.36654421,40,35.80246914,0.24691358,4.938271605,0.24691358,4.395935455
147.6992217,0.36485957,38.66666667,42.13333333,0.533333333,4.266666667,0.533333333,3.439919945
148.0244298,0.41565412,36.76470588,40.58823529,1.176470588,5.294117647,0.294117647,4.459537615
148.65489,0.36314657,47.2,29.86666667,1.866666667,2.933333333,0,5.553293578
149.0057827,0.35831028,45.19056261,31.39745917,1.996370236,3.448275862,0.54446461,5.06545746
149.9574727,0.35688672,46.27329193,30.74534161,1.242236025,2.795031056,0,5.200465061
150.3025066,0.37553564,44.23592493,31.36729223,1.072386059,6.434316354,0.268096515,4.107265526
150.6989163,0.33763101,46.3878327,32.69961977,0.760456274,4.942965779,0.380228137,4.370391156
151.4955709,0.34764614,46.40718563,31.13772455,0.598802395,2.694610778,0.598802395,3.670360623
152.0127287,0.36673587,32.90734824,40.89456869,0.958466454,4.153354633,0.319488818,4.926858215
152.4569774,0.34989084,36.20071685,45.51971326,0.716845878,3.94265233,0,2.437748952
152.6685262,0.38105369,43.87464387,30.76923077,0,5.128205128,0,4.992666451
154.2179751,0.44174556,38.6167147,30.83573487,0.576368876,5.763688761,0.288184438,5.301979694
154.6639634,0.41580551,41.75824176,28.57142857,1.098901099,6.318681319,0.549450549,4.601857622
155.1819939,0.37598036,44.23076923,28.84615385,2.307692308,5,0.384615385,5.0667544
156.2667323,0.3811708,42.97520661,31.61157025,1.033057851,5.578512397,0.41322314,4.869260017
157.4020374,0.43165329,41.26394052,28.2527881,2.602230483,2.602230483,0.743494424,5.520993989
157.9967534,0.40986003,40.68965517,35.51724138,0.689655172,2.413793103,0,5.798454743
160.0600327,0.35946117,45.28985507,32.97101449,1.811594203,4.710144928,0,4.020759864
160.713777,0.40817843,44.3627451,29.65686275,1.960784314,4.901960784,0,5.325635045
161.4001139,0.50752863,42.1686747,18.07228916,6.024096386,12.04819277,0,2.975287886
162.1286583,0.4542008,44.97354497,24.86772487,3.174603175,9.259259259,0,5.831105807
163.2247353,0.41192193,46.62379421,20.57877814,2.572347267,5.78778135,0.321543408,6.15510822
164.035653,0.44353052,46.69811321,21.46226415,3.537735849,6.132075472,0.235849057,5.877432342
164.8716149,0.42635555,53.13807531,12.55230126,4.60251046,8.368200837,0,3.820172815
165.7408226,0.30454782,69.64980545,5.836575875,3.501945525,4.6692607,0,4.383056351
166.625649,0.30711048,70.18181818,2.181818182,0.727272727,1.090909091,0,4.540019422
169.4736297,0.36865597,60.9375,9.765625,2.734375,2.734375,0.78125,5.730259222
170.4574079,0.28831408,70.4379562,3.649635036,0.729927007,2.189781022,0,4.558378605
171.4061576,0.1778082,82.28782288,2.21402214,1.10701107,0,0.36900369,4.169748941
172.3854436,0.239533,75.625,1.25,0.3125,0.9375,0,3.600895608
173.4039931,0.13284293,87.01298701,1.623376623,0,0.649350649,0.649350649,2.439112389
174.9611281,0.10381739,90.72463768,2.608695652,0,0.289855072,0,2.378483276
175.9671454,0.49323084,34.86590038,29.50191571,3.0651341,16.66666667,0.191570881,5.535727774
176.9742043,0.1147659,88.73720137,3.412969283,0.341296928,0.682593857,0.341296928,3.152128544
178.617164,0.2181779,78.29181495,10.3202847,0.355871886,0.355871886,0,3.901847487
179.6493698,0.21185492,79.47761194,7.462686567,0,0.746268657,0,2.146311562
182.0928059,0.2662506,68.62068966,13.44827586,0,2.068965517,0.689655172,3.351040394
183.1023805,0.33829189,56.50684932,19.8630137,0.684931507,1.369863014,0,3.170826255
184.070159,0.28750596,60.64981949,18.41155235,1.083032491,2.166064982,0,2.494152945
185.0257023,0.37465792,58.20895522,14.92537313,1.865671642,5.223880597,0,3.39832664
185.9671838,0.52928374,42.30769231,15.38461538,7.692307692,0,0,3.069276764
186.9081868,0.37582451,58.69565217,19.56521739,2.173913043,6.52173913,0,2.089514053
187.8172609,0.38576259,53.67647059,21.69117647,4.044117647,1.838235294,0,2.854185683
189.5976373,0.35629197,59.92647059,13.97058824,1.470588235,2.941176471,0,5.180031125
190.4413262,0.45750299,35.29411765,35.29411765,0,2.941176471,0,2.268627936
191.2754845,0.49045522,28.46715328,32.11678832,2.919708029,9.124087591,0.364963504,4.453844546
191.820936,0.45886246,33.6996337,36.996337,2.93040293,4.761904762,0,4.813287416
193.9183704,0.3746657,58.04195804,3.846153846,3.846153846,2.797202797,0,4.596894916
194.5101398,0.45709992,54.67128028,2.076124567,0.692041522,3.114186851,0.692041522,4.411951548
195.2238448,0.50194501,52.20338983,4.406779661,2.711864407,0,0,3.340967528
195.80915,0.24398347,74.82014388,0,3.597122302,0,0,1.599254786
196.2000207,0.21154788,79.31034483,2.413793103,0,1.379310345,0,3.703781488
196.8923358,0.18252811,82.98611111,0,1.388888889,0,0,1.942446895
197.5445092,0.30759797,68.34532374,1.438848921,0,0,1.438848921,2.84311962
197.996264,0.25920233,73.92739274,4.95049505,0,1.320132013,0.660066007,4.73094066
198.4442828,0.22119728,76.89655172,6.206896552,0,1.724137931,0,2.120335314
199.5646135,0.42139643,58.24175824,12.08791209,0.732600733,0,0,2.852318469
200.1997221,0.37859016,59.54198473,12.97709924,2.671755725,0.763358779,0,4.13618357
200.8521647,0.31485882,58.82352941,20.76124567,1.038062284,2.422145329,0,4.063976018
201.5429769,0.32078597,60.58394161,13.86861314,0,1.459854015,0,4.453844546
202.1768719,0.25691747,75.44483986,10.3202847,0.711743772,2.491103203,0,2.837707264
202.8239908,0.26755536,70.96774194,9.677419355,0.716845878,2.150537634,0,3.916841121
203.2978143,0.32810813,52.43055556,25.34722222,1.041666667,3.125,0.347222222,5.65771682
203.9542913,0.35634166,51.30111524,23.42007435,1.115241636,1.858736059,0,5.898427597
205.0455748,0.33547878,45.8041958,30.06993007,0,2.797202797,0.34965035,4.420091265
205.7305114,0.38601396,38.84615385,33.84615385,1.538461538,7.692307692,0.769230769,4.319010726
206.4134954,0.45441899,42.24806202,26.35658915,0,6.589147287,0,3.061430529
207.0463004,0.44998826,43.97163121,21.9858156,1.063829787,7.446808511,0,3.013165546
207.7655751,0.3041073,65.2173913,8.695652174,0,0,0,1.913573933
208.3501321,0.34402323,63.53383459,4.887218045,0.751879699,1.127819549,0.37593985,6.276958299
208.9584268,0.59148579,28.22299652,28.22299652,1.742160279,15.33101045,0,3.184437763
209.7440145,0.40932595,26.82291667,47.65625,0.520833333,10.15625,0.260416667,4.70537421
211.2732889,0.43725675,39.92094862,26.87747036,1.185770751,1.976284585,1.185770751,3.441118262
212.162793,0.40203262,28.35820896,47.1641791,0.298507463,3.582089552,0,5.337334622
213.046104,0.38051479,31.1023622,45.66929134,0.787401575,2.362204724,0,3.97871094
213.898345,0.33360488,27.45098039,51.82072829,0,1.960784314,0.280112045,4.259453964
214.846897,0.33478097,32.03125,50,0.390625,3.515625,0.390625,3.246063842
215.826446,0.3638131,27.75800712,46.97508897,0.355871886,5.338078292,0.711743772,3.724490783
216.8111492,0.39428533,34.54545455,38.54545455,1.454545455,5.090909091,1.454545455,4.450955819
218.1300624,0.45049186,33.85214008,35.79766537,0.778210117,4.6692607,1.167315175,4.32504432
218.9179998,0.37874431,30.76923077,40.38461538,0.769230769,3.076923077,1.923076923,3.959093165
219.7423686,0.41097533,38.42975207,33.05785124,0,2.066115702,1.239669421,3.649209568
220.8791846,0.44214302,32.29571984,35.79766537,0.389105058,3.891050584,1.167315175,4.695400123
221.6744864,0.41105115,31.66023166,41.31274131,0.386100386,3.474903475,0,3.241514678
222.5724377,0.43380788,39.75409836,28.68852459,2.049180328,4.098360656,0.409836066,4.551196133
223.6409998,0.44379438,36.84210526,31.57894737,1.127819549,3.007518797,0,4.662883308
224.9973432,0.48113784,33.69175627,27.24014337,1.433691756,4.301075269,0.358422939,6.053299914
226.3691001,0.39948685,39.01515152,31.81818182,0.757575758,3.787878788,0.757575758,4.672460176
227.394549,0.42910623,37.890625,30.078125,0,7.03125,1.171875,4.334215498
228.4345742,0.48511561,31.92307692,34.23076923,1.153846154,3.846153846,0,5.218804627
229.4504559,0.39513172,37.68656716,31.71641791,0.746268657,2.611940299,0.746268657,4.845522906
230.5174266,0.37285266,36.75417661,37.23150358,0,1.193317422,0.477326969,4.812586295
231.6038063,0.4386156,37.23849372,35.9832636,0.418410042,4.184100418,0,4.017190983
232.6894291,0.34006118,37.16475096,43.67816092,0.383141762,1.53256705,0.766283525,4.133330155
233.8180523,0.48216475,34.68634686,33.57933579,0.73800738,2.95202952,1.10701107,4.641101132
235.0305466,0.41022369,37.84860558,33.46613546,1.195219124,4.38247012,0.796812749,5.437291548
235.5497871,0.41669955,35.31746032,37.6984127,1.19047619,2.380952381,0.595238095,6.271507936
236.1819469,0.42032779,34.52380952,44.84126984,3.571428571,0,0,1.446803978
236.1819469,0.48563446,41.05691057,25.20325203,3.25203252,9.349593496,1.62601626,2.361347344
237.3493261,0.49651497,32.96296296,34.81481481,0.740740741,2.592592593,0,4.644165836
238.4662173,0.46930122,24.5210728,43.29501916,2.681992337,4.597701149,0,2.519422923
239.4854081,0.50254888,14.13043478,48.1884058,2.898550725,10.50724638,0,4.81643834
240.9727975,0.49078141,31.81818182,32.42424242,2.424242424,10.3030303,0.606060606,5.693525051
243.1297461,0.43927035,47.5177305,18.43971631,2.836879433,2.836879433,1.063829787,4.076635739
244.7626206,0.42719987,54.78927203,6.130268199,2.298850575,0,0,3.781767124
246.4408634,0.28125448,65.66523605,6.008583691,0,0,0,1.847866602
247.6127349,0.46614591,37.02290076,32.44274809,1.526717557,0,0.763358779,4.495851706
250.6495627,0.39477737,57.53968254,15.47619048,0,0,0,2.893607956
252.3769928,0.52741076,36.99186992,17.07317073,0,3.25203252,1.62601626,2.724631551
254.5142109,0.44124795,51.28205128,20.51282051,2.564102564,0,0,3.002542625
256.9176955,0.34486312,63.07053942,13.69294606,1.244813278,1.244813278,1.244813278,2.370188023
259.3034215,0.25580523,69.23076923,19.23076923,3.846153846,0,0,1.227710706
262.2673932,0.18208811,80.78291815,6.40569395,0,0,1.067615658,1.77356704
264.3902859,0.23919208,71.79487179,10.25641026,0,0,0,1.091833682
266.3895054,0.40112885,48.64864865,18.91891892,0,0,0,3.119363413
268.8333573,0.27328813,70,15,2.5,0,2.5,1.626510184
270.7392771,0.33854685,61.01083032,19.13357401,1.444043321,1.444043321,0,2.311514853
272.9204713,0.40330271,55.98455598,17.37451737,0,0,1.544401544,2.519422923
275.989686,0.32323509,49.45848375,27.79783394,1.083032491,0.722021661,0.36101083,4.27015805
278.6970838,0.33816961,49.04942966,32.69961977,1.520912548,2.661596958,0,2.69195717
281.9193507,0.3214416,54.96183206,22.13740458,0.763358779,3.816793893,0.763358779,4.492750169
285.6165704,0.38710398,45.31835206,24.34456929,1.872659176,1.123595506,0.74906367,4.116516269
293.5723511,0.3648035,49.81132075,27.16981132,1.886792453,4.150943396,0.754716981,4.838943971
299.0113763,0.44089118,43.18181818,23.10606061,1.515151515,9.848484848,0,1.798340683
303.6235281,0.51916565,42.21311475,12.70491803,0,6.147540984,0,2.546765794
310.4643337,0.37416543,45.83333333,25,3.03030303,1.515151515,0.378787879,6.465117231
318.1947354,0.5844215,32.14285714,10.71428571,0,7.142857143,0,1.800609771
333.7526212,0.61583494,38.39662447,15.18987342,4.219409283,2.109704641,0,2.743203186
341.2527347,0.51491168,41.08527132,22.48062016,1.162790698,1.162790698,0,2.341093934
346.2063545,0.44430275,53.55805243,13.8576779,1.872659176,1.872659176,0,2.334625667
348.954242,0.51304027,33.86454183,30.67729084,2.390438247,3.187250996,0,5.433344625
354.5662718,0.62558293,29.18149466,25.26690391,3.914590747,3.914590747,0,2.128280448
359.7280976,0.52694432,31.83520599,31.83520599,2.621722846,0.74906367,0,4.116516269
362.7388714,0.529043,18.46689895,43.55400697,3.135888502,2.090592334,0,3.363442494
366.8609774,0.40886861,40.07633588,34.73282443,3.053435115,0.763358779,0,4.495851706
370.0007575,0.51057474,38.26714801,25.63176895,5.776173285,3.610108303,0,4.450955819
373.4070148,0.59052824,27.83882784,30.76923077,3.296703297,9.523809524,0,6.421917787
376.5939856,0.37791012,43.17343173,30.25830258,0,2.58302583,0,3.393813496
379.5760635,0.40068221,44.22310757,23.5059761,0,2.788844622,0.796812749,2.533728937
383.0089818,0.39211379,41.02564103,33.33333333,0,5.494505495,0.732600733,4.100207798
386.3934602,0.44298962,38.26714801,23.8267148,2.166064982,2.888086643,0.36101083,4.803927806
388.5564423,0.41138551,43.75,28.125,1.171875,6.25,0,3.246063842
391.0603813,0.42972493,37.01067616,33.09608541,3.202846975,2.135231317,0,3.198509572
