Pollen Age,1C minSCD,Poaceae,Podocarpus,miombo,Olea,Asteraceae,Species Richness
394.3596316,0.42840532,37.28222997,27.87456446,3.484320557,3.135888502,0,3.013165546
397.9236796,0.37809652,41.00719424,31.29496403,1.438848921,3.956834532,0.35971223,3.731594501
401.0815271,0.36038484,44.56928839,27.71535581,2.996254682,2.621722846,0.374531835,5.380249971
405.1256936,0.35776169,50.18450185,24.35424354,0,5.535055351,0.73800738,3.217324144
413.4278095,0.35764244,54.88721805,24.06015038,0.751879699,2.631578947,0,2.865587996
417.5157942,0.31222489,50.90909091,27.27272727,1.090909091,2.545454545,0,4.281278525
421.5699599,0.31116151,47.9020979,30.06993007,1.048951049,1.398601399,0.34965035,4.785615867
423.8925915,0.32170164,52.63157895,24.43609023,0,3.007518797,1.127819549,4.119282745
426.4007072,0.35471569,54.66101695,25.42372881,2.118644068,2.542372881,0,3.843456525
430.3547124,0.36599417,33.6996337,40.65934066,1.831501832,5.860805861,0.732600733,3.746118709
433.7587934,0.39307859,30.03533569,44.16961131,1.413427562,6.007067138,0.35335689,4.428347384
440.7188122,0.49337522,30.33707865,34.082397,1.872659176,9.36329588,0,2.684684523
446.1185634,0.46177136,41.63424125,23.73540856,4.280155642,7.392996109,0.389105058,4.508422003
448.9397915,0.4829486,41.69741697,21.77121771,4.79704797,9.963099631,0,3.570077794
452.7666869,0.43081404,37.86764706,30.14705882,3.676470588,5.147058824,1.470588235,4.102891919
455.5458831,0.45076591,41.44486692,26.61596958,3.802281369,7.224334601,0.380228137,7.027079523
458.9789493,0.41265418,42.85714286,31.5018315,1.465201465,5.494505495,0.366300366,3.74366799
461.9316084,0.45144598,42.42424242,22.72727273,2.272727273,4.545454545,0.757575758,4.316017638
465.4217588,0.3859779,45.05928854,29.24901186,2.766798419,3.162055336,1.581027668,4.524515958
468.6721162,0.42270841,46.26038781,19.66759003,6.094182825,5.540166205,0,7.13208871
472.1177851,0.27708182,68.19787986,14.48763251,1.060070671,0,0,1.948472849
475.7131874,0.1314135,87.45519713,5.734767025,0,0.358422939,0,2.667132523
478.8489627,0.13813013,86.87943262,6.028368794,0,0,0,0.710779905
481.3799366,0.13023145,88.21548822,5.723905724,0,0,0,0.878158627
483.4569742,0.20245111,81.25,6.25,6.25,0,0,0.72134752
486.4677485,0.17766049,81.9112628,13.99317406,0,0,0,0.704203952
488.4292066,0.25110487,75.35714286,12.5,0,1.428571429,0,1.064813493
489.8960573,0.19823552,80.40540541,10.47297297,1.013513514,1.013513514,0,2.637605943
492.6424726,0.26492216,71.21771218,17.71217712,1.10701107,2.21402214,0,1.606535007
495.7764888,0.27092488,69.28327645,19.11262799,1.706484642,2.730375427,0,2.288662844
498.1037237,0.25962943,73.18007663,11.49425287,1.915708812,3.831417625,0,1.257970047
500.2011667,0.21389564,78.0669145,11.89591078,0,0,0,1.608662072
501.5618704,0.28814193,67.39130435,15.2173913,0.724637681,1.449275362,0,2.846772033
502.3471329,0.43570937,48.31932773,25.21008403,2.521008403,5.462184874,0,4.57200531
503.3219167,0.2519893,71.04247104,17.37451737,0,0,1.930501931,0.899793901
504.8294082,0.28801803,61.45038168,25.57251908,0.763358779,0.763358779,0,1.616279308
506.2599866,0.37417198,49.80988593,25.09505703,3.802281369,4.562737643,0.380228137,4.127667661
507.4645464,0.50411007,45.16129032,22.58064516,0,3.225806452,0,2.912066762
508.4682961,0.38265389,46.9924812,24.43609023,3.759398496,3.759398496,0.751879699,3.586833314
510.0154873,0.42202515,41.54411765,30.51470588,3.308823529,5.147058824,0,3.032572288
511.7598644,0.26027294,58.93536122,30.03802281,1.901140684,0.760456274,0.760456274,2.512493359
512.8654944,0.32894872,53.78787879,28.03030303,1.893939394,4.166666667,0,2.51078332
513.9651174,0.39133745,52.0295203,21.03321033,2.95202952,4.79704797,0,4.822787599
515.1658384,0.29551643,59.7826087,23.91304348,2.536231884,2.173913043,0,2.313002277
516.5034882,0.3630167,51.07913669,24.10071942,1.438848921,5.395683453,0.71942446,4.086984453
518.3982098,0.319572,57.36434109,25.96899225,1.937984496,5.426356589,0,3.42399342
520.0556902,0.38023228,21.75438596,51.22807018,2.105263158,2.807017544,0,3.007524554
521.9997807,0.22207019,78.36065574,5.573770492,0.655737705,0.983606557,0,5.072565941
524.0494582,0.25140222,75.17730496,7.092198582,0,1.418439716,0,2.658675482
525.6292059,0.18654523,82.22222222,5.925925926,0,1.111111111,0,1.964839392
527.2799836,0.24186871,73.75886525,7.092198582,0,2.836879433,0,2.668848781
529.8222726,0.23038779,77.17391304,10.86956522,0.362318841,1.086956522,0,3.026649957
533.2662048,0.28700944,69.28571429,10.71428571,1.428571429,1.071428571,0.714285714,3.726847226
536.8581995,0.27495595,58.90909091,22.54545455,1.090909091,2.909090909,0,3.026649957
541.827617,0.31254221,57.14285714,21.9047619,1.26984127,3.80952381,0,3.824375872
548.626539,0.26449358,68.94197952,15.35836177,0.682593857,0.682593857,0,3.172743585
554.7736077,0.29479352,57.51879699,22.55639098,1.503759398,1.503759398,0.37593985,3.761084245
561.1828571,0.32639749,53.55805243,24.71910112,3.370786517,1.498127341,0,3.937537301
566.5646998,0.35027129,60.50724638,18.84057971,0.724637681,2.536231884,0,3.380541789
570.3231885,0.27499438,57.62081784,29.36802974,0,5.576208178,0,1.072441381
573.3690606,0.34755783,60.94890511,14.59854015,0,2.554744526,0,3.034566125
573.7404917,0.35083924,58.48375451,14.07942238,1.444043321,1.444043321,0,2.49577866
573.8650242,0.44613939,33.88235294,36,1.882352941,2.823529412,0.235294118,6.291125427
574.0621613,0.42726661,26.25899281,47.12230216,2.158273381,3.956834532,0,4.442374406
574.2156721,0.42473532,43.88489209,28.41726619,2.158273381,6.115107914,0,2.848611724
574.3127524,0.45765018,32.80632411,33.99209486,1.976284585,3.557312253,0.395256917,4.3466757
574.5715082,0.40704906,26.80412371,44.32989691,1.374570447,2.405498282,0,5.117863796
574.7252101,0.38598576,29.390681,45.51971326,3.225806452,0.716845878,0,3.384921855
575.0457594,0.41010063,28.46441948,47.56554307,1.123595506,1.123595506,0,5.731175993
575.9807906,0.40706375,38.80597015,35.82089552,2.985074627,2.23880597,0,3.761084245
577.1416459,0.44040745,40.50179211,29.390681,2.150537634,1.433691756,0.716845878,4.261960113
579.9048126,0.4546396,31.22807018,35.78947368,2.105263158,3.859649123,0.701754386,3.538264181
581.8761389,0.53640099,28.35820896,27.23880597,0,6.71641791,1.492537313,3.756045234
584.5149451,0.34610891,51.90839695,17.9389313,1.908396947,1.908396947,0,3.24378324
586.9104846,0.53225864,27.62645914,33.85214008,0,10.11673152,0,3.248356598
589.604319,0.47225895,32.1299639,34.65703971,0,7.942238267,0,3.741229418
592.2164086,0.42639243,46.18181818,17.81818182,1.454545455,8.727272727,0,4.094879353
594.8900882,0.41999871,47.56554307,16.85393258,0,3.370786517,0.74906367,2.863663491
597.8378042,0.38664751,48.4,12.8,3.2,3.2,0.8,4.900725516
600.3539627,0.37556385,57.37704918,6.967213115,2.459016393,3.278688525,0,4.183972376
602.626496,0.42877384,51.86721992,13.2780083,1.244813278,4.149377593,0,2.734832334
604.5963601,0.3803467,60.60606061,7.792207792,3.463203463,2.164502165,0,2.939869898
612.1575668,0.16914163,83.45588235,3.676470588,1.838235294,1.838235294,0,1.070319631
622.9011415,0.16985028,81.6254417,0,1.413427562,0,1.413427562,1.594205058
631.3992801,0.17244678,82.87671233,1.712328767,1.712328767,0,1.712328767,1.761570142
636.4727545,0.24071082,76.13636364,6.818181818,1.136363636,1.515151515,0,2.869466651
