Age (MAL1B/1C from Ivory et al 2016)age (kyr),Charcoal (abundance normalized by sedimentation rate)
839.996,73.7918242
840.869,9.154261376
841.743,7.77183835
842.624,7.808185429
843.499,8.793150549
844.374,5.820735301
844.673,39.00934148
845.547,19.14468066
846.422,4.612582786
847.304,4.256413458
848.754,2.486908617
849.628,8.012821072
850.502,10.10109576
851.375,37.99199299
851.47,10.38143573
852.342,12.59427117
853.214,3.998243016
854.084,7.912435075
854.846,5.494401758
855.722,7.489981019
856.59,4.095296362
857.781,11.97214897
864.94,3.665965488
865.855,4.17068859
866.773,3.843769204
867.682,4.006703598
868.596,2.322781697
869.212,8.194745612
870.12,17.07769197
871.019,52.32056873
871.636,69.74590464
872.308,7.052522256
873.04,6.205837133
873.707,2.042767768
873.92,2.933341192
874.811,2.718523441
875.391,19.52059878
875.453,3.620886002
875.889,8.093972391
876.839,13.18983339
877.784,11.24416059
878.725,4.279306563
879.66,13.50454751
880.591,14.56428653
881.516,12.26794677
882.436,17.38201263
883.351,7.851714831
883.474,12.47315596
884.44,38.20036928
885.233,11.24080496
886.129,14.69238675
887.02,5.928867191
887.904,10.09702314
888.782,6.298047697
889.653,5.241873755
890.382,64.86523884
891.186,8.49204991
891.594,12.05681633
891.649,6.334078128
892.044,4.662945926
892.871,11.22863811
893.691,4.964284478
894.498,54.66949847
895.303,19.66481401
896.096,11.17664601
896.887,15.96814983
897.67,21.32508638
898.44,20.18760375
899.629,15.77284217
905.55,24.74165801
905.6,31.77224238
906.397,24.14892015
907.175,4.29936621
907.945,14.35643541
908.698,33.2260039
909.441,20.47781544
910.171,4.029498946
910.883,16.53157917
911.584,29.13809394
911.964,37.71586612
912.513,31.45940448
913.18,27.67526359
913.833,22.10565728
914.466,33.68333991
915.089,25.7765521
915.694,17.82098604
916.292,36.28317306
916.433,30.67860658
916.462,20.90148707
916.949,56.94911956
917.425,27.66384201
917.898,19.25478348
918.362,27.05755495
918.822,41.86459068
919.273,11.8335709
919.722,56.6221147
919.983,32.1794986
920.423,26.31255352
920.856,24.09060629
921.286,47.66301063
921.709,32.82313856
922.131,43.99907542
922.508,60.96461458
922.792,27.37131438
923.204,14.05831398
923.61,11.7296763
924.015,403.564685
924.415,302.1071585
924.662,152.4660531
924.683,269.2697975
924.842,28.01261983
925.201,13.11508973
925.555,38.57144535
925.911,44.94769269
926.262,33.91404969
926.615,50.61819931
926.965,44.81022546
927.389,51.53306802
927.737,46.08602909
928.088,49.59064728
928.435,115.1022099
928.785,590.8593512
929.019,174.7482376
929.37,1556.32993
929.721,505.2453613
930.073,1828.856336
930.426,440.0655409
930.78,38.87747707
931.135,37.83389054
931.492,349.7805517
931.85,73.34473457
932.03,115.9480166
932.06,145.3253772
932.536,145.1920221
933.007,579.7019755
933.4,780.5576807
933.86,567.0754287
934.315,144.0492496
934.764,746.6386597
937.227,16.75173934
938.887,140.8259783
939.205,218.8007939
939.517,89.03390334
939.829,990.713783
940.138,886.2693333
940.442,76.6377226
940.745,349.3395746
941.046,178.1369386
941.215,32.37389854
941.491,46.00140552
941.786,346.4259564
942.078,43.82200542
942.255,12.05332028
942.48,43.62632632
942.767,1.87937945
942.964,20.89784758
942.978,16.52686741
943.207,9.838348819
943.464,12.07405578
943.725,38.39200827
943.999,51.58153522
944.291,1500.538047
944.32,28.70074215
944.601,18.92088198
944.622,41.22166467
944.958,58.88034915
945.25,18.21753657
945.581,36.64952994
945.909,4.853912456
946.234,6.574033971
946.401,32.98769145
946.722,8.339227724
947.04,2.287431135
947.356,8.94170539
947.668,24.87047815
947.94,22.43283044
948.249,15.23947722
948.555,7.641365966
948.84,45.76327901
949.142,11.71478131
949.243,13.59548125
949.565,26.09949969
949.836,16.50768495
950.314,23.55979077
950.579,16.16856958
950.707,6.190741698
950.972,10.97914128
951.234,18.7373028
951.495,32.93699878
951.756,90.97101868
952.015,314.2894742
952.111,226.1420258
952.369,37.30317548
952.627,699.8091149
952.883,586.4002016
953.393,208.2719635
953.649,104.985206
953.889,59.22024064
954.027,79.77044174
954.044,175.7278101
954.322,17.41707058
954.6,13.4814948
954.877,46.80753734
955.154,5.690909881
955.43,2.032516912
955.706,0
955.982,0
956.258,0
956.457,1.074701795
958.368,0
958.581,0
960.598,16.30220045
960.817,91.38546064
961.037,5.497949026
961.256,21.81863431
961.478,5.800541276
961.7,23.39756022
961.924,28.61447989
962.147,3.480196205
962.302,12.75317645
962.528,5.542517584
962.607,11.94800681
962.848,80.74085104
962.904,1.727964601
963.167,1.474006646
963.47,0
963.775,0
964.082,0
964.392,0.846458975
964.704,0.801681437
964.904,0
967.921,0.461642783
968.034,0.406443096
968.303,2.955645778
968.574,0
968.847,2.643276772
969.122,1.642752567
969.397,4.970053909
969.677,3.453466868
969.959,3.238378134
970.243,0
970.529,3.37043902
970.644,1.368813799
970.934,0.337492991
971.227,10.46896958
971.521,0.69848982
971.816,2.05012215
972.116,9.307436411
972.419,0
972.724,15.88921632
973.032,9.395850831
973.34,25.65296673
973.603,11.68538678
973.628,0.98936898
974.033,3.664503356
974.442,35.51033469
974.856,231.1038525
975.191,62.62439527
984.39,724.435704
984.918,354.3757439
985.449,331.3863474
985.986,347.1967572
986.534,445.4919671
987.085,380.0059977
987.628,192.9248014
988.194,153.6243852
988.837,3.176815608
988.9,284.7440466
989.4,142.705536
989.864,135.5179577
990.371,117.629823
990.879,25.46675062
991.392,32.34988824
991.911,43.76448647
992.434,26.07855028
992.965,37.60646038
993.498,6.678169012
993.844,74.26775142
994.388,15.68698765
994.933,7.240266221
995.482,5.134277521
996.035,52.61805351
996.592,358.3349011
997.158,839.2383745
997.723,641.7711902
998.258,1227.258279
998.318,335.7081126
998.892,64.46508093
998.927,116.8944336
999.495,149.578374
1000.046,52.55847653
1000.622,381.6303359
1001.197,53.09545006
1001.753,251.5196672
1002.334,527.5786902
1002.923,471.5658371
1003.51,24.7851819
1004.105,18.6546602
1004.754,14.80977733
1005.24,15.60637721
1005.844,0.566054629
1006.445,22.41447117
1007.054,24.46769357
1007.661,9.62076396
1008.275,18.84607805
1008.892,20.930304
1009.506,58.37216028
1010.127,2.144556409
1010.36,0.736566749
1010.889,4.425362831
1011.39,4.702396929
1011.869,8.030005729
1012.435,2.628771715
1013.008,4.763992016
1013.578,0.988280501
1014.154,1.204270643
1015.159,5.325426136
1015.738,6.967059346
1016.319,6.233457138
1016.896,6.501928871
1017.479,20.5120344
1018.059,6.959931907
1021.672,1.895587184
1022.222,3.81078553
1022.48,10.75009775
1022.56,4.224504584
1023.136,14.37917471
1023.439,4.773091849
1024.016,0.73102549
1024.633,2.778742977
1025.255,0.768204584
1025.872,1.125967867
1026.49,1.360946482
1026.989,2.516097518
1027.572,4.260131053
1028.19,25.58620289
1028.808,24.8630627
1029.426,337.9406886
1030.044,96.17373996
1030.637,28.41865629
1031.18,21.91358302
1031.797,7.51429761
1032.414,37.15179087
1033.031,20.67721747
1033.622,61.99964791
1034.157,38.46026632
1034.638,40.03753572
1034.921,48.04524732
1035.03,133.3907666
1035.475,363.2429859
1036.582,26.52577306
1037.154,3.610432755
1037.725,3.423324049
1038.291,14.47084276
1038.703,5.854666434
1039.203,2.516979897
1039.766,7.452048684
1040.332,1.398369402
1040.898,0.161086696
1041.457,0.513284292
1041.88,0
1042.408,1.061783354
1042.964,0
1043.523,0.389625348
1044.081,1.177350878
1044.685,22.36647264
1045.187,0.175211948
1045.74,3.043642514
1045.854,2.465267489
1047.063,0.797424952
1047.101,0.950263294
1047.709,1.400902771
1048.31,1.225381677
1050.7,0
1051.288,0.485348306
1051.925,0
1052.507,0
1053.092,0
1053.669,0.168305182
1054.247,0
1054.818,0.369826705
1054.902,0
1055.469,0.729283898
1056.037,0
1056.598,0
1057.159,0
1057.713,0
1058.361,0.179074831
1059.267,0
1059.739,0
1060.205,0.201499597
1060.671,0
1061.13,0
1061.59,0
1061.946,0.177239269
1062.34,0
1062.791,4.420130443
1063.224,0.412375916
1063.666,0.606672302
1064.108,0.405655114
1064.542,0.560997091
1064.978,0
1067.77,1.431586005
1068.268,1.302716479
1068.34,0.554563728
1068.949,0
1069.355,0
1069.754,0.282446921
1070.148,0
1070.543,13.81219465
1070.931,27.99350579
1071.317,7.269635599
1071.679,1.115926557
1072.012,6.383697568
1072.389,1.924944731
1072.767,0
1073.138,3.174751054
1073.507,7.451231
1073.876,4.665205525
1074.238,6.10849909
1074.466,2.883819866
1074.734,9.518442992
1075.093,10.64278997
1075.447,1.496310845
1075.801,91.70302764
1076.149,4.022933688
1076.174,8.712681035
1076.498,27.26421953
1076.616,7.681606594
1076.994,0.872146147
1077.455,1.454704989
1077.914,3.204573836
1078.365,2.171926553
1078.637,3.114176627
1078.998,5.733112742
1079.469,103.1779478
1079.877,1.853135113
1080.309,0.640658532
1080.739,12.97698238
1081.162,4.971516706
1081.58,9.634698481
1081.958,32.77157948
1082.16,16.91200381
1082.186,78.78983469
1082.592,24.62532158
1082.997,28.16785621
1083.398,23.87941199
1083.792,23.84623245
1084.185,108.8352745
1084.574,30.40144235
1084.958,64.53160681
1085.34,4.21161841
1085.45,51.46206475
1085.825,11.66944904
1086.199,0
1086.569,8.988650625
1086.934,0.248297833
1087.297,2.713922259
1087.658,32.91305263
1088.013,14.51096546
1088.301,2.070895898
1088.394,11.62072265
1088.616,79.8109183
1088.909,338.0756967
1089.202,22.3110468
1089.49,153.6797217
1089.779,38.07062471
1090.063,212.4351219
1090.138,136.2522318
1090.422,20.74430288
1090.702,142.3847748
1090.982,31.59216371
1091.258,17.66623901
1091.535,45.17098365
1091.807,45.45607654
1092.082,24.22921016
1092.495,3.582834693
1093.128,95.23990859
1093.431,354.4888966
1093.511,16.4508259
1093.632,4.55738516
1093.662,66.58650063
1093.79,33.35352808
1094.032,69.24963761
1094.29,44.33677445
1094.546,37.08937476
1094.8,70.99066971
1095.051,49.70286374
1095.303,7.50153473
1095.554,35.36690156
1095.803,44.42790448
1096.049,29.30533482
1096.127,45.09553419
1096.374,29.46023608
1096.611,38.08797555
1096.854,33.44433592
1097.097,16.14638404
1097.302,25.09549423
1097.437,358.425175
1097.639,80.56027013
1097.879,25.7956171
1098.118,9.579308232
1098.158,28.46017477
1098.398,10.87827551
1098.424,42.27128452
1098.604,5.136825129
1098.917,120.7700693
1099.137,34.72093447
1099.356,45.94212741
1099.575,28.33736896
1099.794,20.79566213
1100.012,16.31800761
1100.23,42.0020724
1100.447,19.85254
1100.664,68.15313272
1100.762,16.30988944
1100.951,113.9625334
1101.167,90.64733476
1101.381,51.60275684
1101.576,30.17204949
1101.75,29.7051628
1101.858,55.2183183
1102.072,40.47522865
1102.284,27.42293094
1102.613,30.12044367
1102.846,4.083153623
1102.863,20.23796069
1103.117,81.77014648
1103.379,22.70427697
1103.658,11.17389916
1103.937,23.97202746
1104.216,21.14586755
1104.495,12.70152964
1104.82,14.89440791
1105.099,21.37295074
1105.378,396.3032913
1105.658,4.962529402
1105.938,24.64771034
1106.096,56.8964831
1107.345,63.17772204
1107.487,34.8319962
1107.647,7.203488369
1107.862,44.0656879
1108.038,87.84225039
1108.184,35.63081746
1108.37,88.8840287
1108.557,8.671309612
1108.743,32.26089162
1108.931,17.93585797
1109.116,5.497433124
1109.305,9.279111526
1109.493,3.933952015
1109.682,4.914276031
1109.872,11.94348164
1109.958,12.68813895
1110.148,11.29637755
1110.34,18.54436451
1110.531,9.513527812
1110.723,24.75478893
1110.916,31.54264055
1111.108,25.32870689
1111.302,46.70904791
1111.497,30.78193121
1111.77,249.0607865
1114.23,11.20641581
1114.505,15.08683298
1114.781,29.20472091
1115.06,13.78988875
1115.34,5.933661903
1115.623,8.935671415
1115.907,191.3318616
1116.193,14.89014682
1116.48,2.214952064
1116.738,20.1159666
1116.816,4.403007634
1117.394,24.58003193
1117.715,3.219869813
1118.038,3.448290708
1118.695,31.240219
1119.027,38.25593201
1119.266,57.66854405
1119.603,103.0592435
1119.943,41.60056141
1120.284,26.09895225
1120.619,116.2718068
1120.954,391.300237
1121.285,17.12475152
1121.613,15.76038463
1121.936,36.9905115
1122.23,122.0915786
1122.326,23.56688147
1122.556,67.96461368
1122.86,11.59218835
1123.161,318.5402954
1123.459,51.84743992
1123.755,118.9189321
1124.049,23.09164627
1124.34,32.01369889
1124.629,408.9568626
1124.868,271.8540565
1125.152,21.62100219
1125.434,7.590268042
1125.714,86.50067546
1125.992,77.68129817
1126.268,10.8213598
1126.542,40.66398723
1126.814,48.56152891
1127.24,214.360398
1127.477,78.47616708
1127.729,429.3260369
1127.98,84.96218497
1128.227,207.7478772
1128.475,36.63464188
1128.719,107.9826431
1128.964,56.36642423
1129.426,580.3663851
1129.665,52.09005972
1129.904,7.491112475
1130.12,8.714532956
1130.326,13.36085685
1130.562,25.38822778
1130.797,31.2595702
1131.015,16.1129143
1131.246,19.52171193
1131.478,18.61090495
1131.618,28.29125049
1133.341,3.980951283
1133.524,9.10377052
1133.719,71.65723352
1133.913,30.47666756
1134.107,91.69663395
1134.3,189.5178729
1134.492,94.97840598
1134.673,73.60760491
1134.908,210.2219837
1134.942,19.36809304
1135.103,12.59883138
1135.287,74.05767253
1135.471,67.15081425
1135.666,20.83604756
1136.031,22.30074845
1136.214,87.15783557
1136.397,59.60384541
1136.491,180.7620045
1136.663,75.37737671
1136.796,31.16331772
1136.942,7.330973405
1137.095,89.43123504
1137.278,4.366213494
1137.407,53.64463653
1137.59,48.83231135
1137.613,23.41788597
1137.79,9.45656718
1137.962,54.86736493
1138.135,2.421475657
1138.319,9.748160027
1138.501,26.79601552
1138.686,7.077254273
1138.935,716.1282371
1138.984,2.634886704
1139.212,6.853139765
1139.472,7.759272482
1139.734,17.3931959
1139.996,15.62322854
1140.259,6.510122219
1140.523,111.5016539
1140.788,18.12890206
1141.182,40.98053325
1141.416,59.06651398
1141.685,41.29444768
1141.955,64.55497169
1142.226,31.0409375
1142.499,32.44016196
1142.773,2.163550424
1147.952,4.53073202
1148.112,2.860767633
1149.003,0.840639535
1153.235,1.179960557
1153.559,0
1153.884,2.181491575
1154.215,4.806372617
1154.546,50.33398007
1154.883,60.02896728
1155.23,624.5790346
1155.571,110.5944706
1155.917,34.37708627
1156.265,47.92887746
1156.618,73.80997251
1156.972,120.5258765
1157.33,63.10063936
1157.711,24.98991725
1157.732,15.62867401
1158.079,22.41751033
1158.429,14.52446687
1158.779,22.98110353
1159.136,8.308453928
1159.496,2.507753697
1159.857,6.738864164
1160.223,7.799209803
1160.593,6.359282904
1160.967,0.622327832
1161.018,1.666092304
1161.395,3.883424827
1161.774,6.368663021
1162.159,7.110006642
1162.547,7.001947147
1162.936,1.023695362
1163.332,5.753880791
1163.732,2.959407369
1164.133,4.119192949
1164.54,39.74077765
1164.745,6.45966028
1164.773,3.957589607
1165.242,36.44513212
1166.19,10.63772254
1166.672,3.593932417
1167.162,8.868045923
1167.654,4.686377975
1168.151,6.95511156
1168.654,2.911736563
1168.768,3.760633105
1169.28,6.133569823
1169.795,4.293393652
1170.316,8.42858652
1170.842,7.238675735
1171.374,7.518198092
1171.915,1.314617162
1172.458,3.204604103
1172.989,6.61322679
1173.142,0.950708448
1173.267,12.15856525
1173.647,1.532210974
1174.157,1.199254052
1174.667,0.465106359
1175.187,12.30396174
1175.711,0.868859392
1176.241,0.413479966
1176.771,0.839921904
1177.311,0.795559312
1179.931,0.383033734
1180.501,0.556063031
1181.076,3.208073276
1181.653,0.170011065
1182.239,0.32633291
1182.831,0.855232615
1183.192,0.239880258
1183.736,0
1184.284,0.346284604
1184.842,0
1185.399,0
1185.962,0.154392546
1186.533,0.151447671
1187.361,0
1187.44,0.294763365
1188.524,0.30816295
1189.117,0
1189.711,0.99047954
1190.31,0
1190.925,0
1191.682,0
1192.295,0
1193.602,0
1194.243,0
1194.892,0
1195.22,0
1195.302,0
1195.965,0
1196.704,0
1197.094,0
1198.341,0
1199.014,0.238501718
1199.125,0.017117117
1201.172,0
1202.627,9.832267484
1203.354,0
1204.092,0
1204.835,0
1205.682,0
1206.34,0
1207.095,0
1207.861,0
1208.624,0
1209.39,0.40377643
1210.372,0
1211.402,0
1212.437,0
1213.605,0
1214.516,0
1215.559,0
1215.852,0
1216.897,0.104598846
1217.942,0
1219.118,0
